trial,primeIter,primeCorrect,primeTime,primeDepth,stimDepth,extraDepth,driveFrames,nearToFar,diopters,direction,size,intensity,extraLatency,mainLatency,totalLatency,responseTime,correct,caseLabel,caseTrial,trialsAtStep,stepCorrect,expected,w,direction,stepsize,stepChange
1,3,True,2.035557499999868,800.0,50.0,33.0,5,False,2,start,0.16666666666666666,60,0.11245480000002317,1.0383994999999686,1.1508542999999918,1.2904489999998532,True,near-080,1,1,1,0.625,0.5,start,16,0
2,2,True,2.3456295000000864,800.0,33.0,50.0,0,False,3,start,0.16666666666666666,60,0,0.9884250000000065,0.9884250000000065,2.334472400000095,False,near-rnd3,1,1,0,0.625,0.5,start,16,0
3,1,True,2.291749799999934,800.0,100.0,50.0,0,False,1,start,0.16666666666666666,60,0,0.9961917999999059,0.9961917999999059,1.147296200000028,True,near-rnd2,1,1,1,0.625,0.5,start,16,0
4,2,True,2.821097100000088,800.0,800.0,50.0,0,False,0,start,0.16666666666666666,60,0,1.0021077999999761,1.0021077999999761,1.1162486999999146,True,near-rndm,1,1,1,0.625,0.5,start,16,0
5,2,True,1.8973075000001245,800.0,50.0,33.0,15,False,2,start,0.16666666666666666,60,0.33822890000010375,1.0217437000001155,1.3599726000002192,1.9926324000000477,True,near-240,1,1,1,0.625,0.5,start,16,0
6,2,True,2.362595100000135,800.0,50.0,33.0,10,False,2,start,0.16666666666666666,60,0.1736625000000913,1.0171430999998847,1.190805599999976,1.5423238000000765,False,near-160,1,1,0,0.625,0.5,start,16,0
7,2,True,2.1715851999999813,800.0,50.0,33.0,0,False,2,start,0.16666666666666666,60,0,1.0207259999999678,1.0207259999999678,2.589191400000118,False,near-000,1,1,0,0.625,0.5,start,16,0
8,2,True,2.4357248999999683,800.0,33.0,50.0,0,False,3,start,0.16666666666666666,60,0,1.005209799999875,1.005209799999875,1.4991367000000082,True,near-rnd3,2,2,1,1.25,1.0,start,16,0
9,1,True,2.0681049000002076,800.0,50.0,33.0,15,False,2,start,0.16666666666666666,44,0.2532530000000861,0.7471328000001449,1.000385800000231,2.1512022000001707,True,near-240,2,1,1,0.625,1.0,start,16,0
10,1,True,4.11201200000005,800.0,50.0,33.0,0,False,2,start,0.16666666666666666,60,0,0.9981884999999693,0.9981884999999693,1.5961089000002175,False,near-000,2,2,0,1.25,1.0,start,16,0
11,3,True,3.019505400000071,800.0,100.0,50.0,0,False,1,start,0.16666666666666666,44,0,0.764576100000113,0.764576100000113,1.006829800000105,False,near-rnd2,2,1,0,0.625,1.0,start,16,0
12,2,True,2.9196018000000095,800.0,50.0,33.0,5,False,2,start,0.16666666666666666,44,0.09267429999999877,0.7679923000000599,0.8606666000000587,0.7521491999998489,True,near-080,2,1,1,0.625,1.0,start,16,0
13,2,True,2.512648300000137,800.0,800.0,50.0,0,False,0,start,0.16666666666666666,44,0,0.7393139999999221,0.7393139999999221,1.4388639000001149,True,near-rndm,2,1,1,0.625,1.0,start,16,0
14,2,True,3.0761876000001394,800.0,50.0,33.0,10,False,2,start,0.16666666666666666,60,0.1805712999998832,1.0311776999999438,1.211748999999827,1.0612843999999768,True,near-160,2,2,1,1.25,1.0,start,16,0
