trial,primeCorrect,primeTime,primeDepth,stimDepth,extraDepth,driveFrames,nearToFar,diopters,direction,size,intensity,extraLatency,mainLatency,totalLatency,responseTime,correct,caseLabel,caseTrial,trialsAtStep,stepCorrect,expected,w,direction,stepsize,stepChange
1,True,2.397683999995934,800.0,50.0,33.0,15,False,2,start,0.25,60,0.24659120000433177,0.9972116000135429,1.2438028000178747,0.28591529998811893,True,near-240,1,1,1,0.625,0.5,start,16,0
2,True,3.1638216999999713,800.0,800.0,50.0,0,False,0,start,0.25,60,0,0.9881797999842092,0.9881797999842092,0.8813059999956749,True,near-rndm,1,1,1,0.625,0.5,start,16,0
3,True,2.088685299997451,800.0,50.0,33.0,5,False,2,start,0.25,60,0.09168950002640486,1.0053412000124808,1.0970307000388857,0.33358350000344217,True,near-080,1,1,1,0.625,0.5,start,16,0
4,True,2.021310900017852,800.0,50.0,33.0,0,False,2,start,0.25,60,0,0.9911934999981895,0.9911934999981895,0.5042093000083696,True,near-000,1,1,1,0.625,0.5,start,16,0
5,True,3.361962399998447,800.0,33.0,50.0,0,False,3,start,0.25,60,0,0.9792319000116549,0.9792319000116549,0.5957650999771431,True,near-rnd3,1,1,1,0.625,0.5,start,16,0
6,True,3.066536400001496,800.0,50.0,33.0,10,False,2,start,0.25,60,0.1688692000170704,1.0110063999891281,1.1798756000061985,0.3958718000212684,True,near-160,1,1,1,0.625,0.5,start,16,0
7,True,3.904571399994893,800.0,100.0,50.0,0,False,1,start,0.25,60,0,1.0026897999923676,1.0026897999923676,0.9034767999837641,True,near-rnd2,1,1,1,0.625,0.5,start,16,0
8,True,2.2111204999964684,800.0,50.0,33.0,0,False,2,start,0.25,44,0,0.7423564000055194,0.7423564000055194,0.4712230000004638,True,near-000,2,1,1,0.625,1.0,start,16,0
9,True,1.778565599990543,800.0,100.0,50.0,0,False,1,start,0.25,44,0,0.7439802000008058,0.7439802000008058,0.46308549999957904,True,near-rnd2,2,1,1,0.625,1.0,start,16,0
10,True,1.638938300020527,800.0,50.0,33.0,10,False,2,start,0.25,44,0.16773260000627488,0.7507294999959413,0.9184621000022162,0.3732702999841422,True,near-160,2,1,1,0.625,1.0,start,16,0
11,True,1.9860680999991018,800.0,800.0,50.0,0,False,0,start,0.25,44,0,0.7309768999984954,0.7309768999984954,0.3477505999908317,True,near-rndm,2,1,1,0.625,1.0,start,16,0
12,True,1.5507393000007141,800.0,33.0,50.0,0,False,3,start,0.25,44,0,0.7273287000134587,0.7273287000134587,0.7399619999923743,False,near-rnd3,2,1,0,0.625,1.0,start,16,0
13,True,2.538172600005055,800.0,50.0,33.0,5,False,2,start,0.25,44,0.08809879998443648,0.7431627000041772,0.8312614999886137,0.4331819000071846,True,near-080,2,1,1,0.625,1.0,start,16,0
14,True,2.8395411999954376,800.0,50.0,33.0,15,False,2,start,0.25,44,0.253761800006032,0.7432695000024978,0.9970313000085298,0.4108602999767754,True,near-240,2,1,1,0.625,1.0,start,16,0
15,True,2.5998610999959055,800.0,33.0,50.0,0,False,3,start,0.25,44,0,0.7245026000018697,0.7245026000018697,0.5551458999980241,True,near-rnd3,3,2,1,1.25,1.0,start,16,0
16,True,2.0922037000127602,800.0,800.0,50.0,0,False,0,start,0.25,28,0,0.46987909998279065,0.46987909998279065,0.578095700009726,True,near-rndm,3,1,1,0.625,1.0,start,16,0
17,True,1.7998652000096627,800.0,50.0,33.0,5,False,2,start,0.25,28,0.0918664000055287,0.485774600005243,0.5776410000107717,0.5525266999902669,True,near-080,3,1,1,0.625,1.0,start,16,0
18,True,1.7147151999815833,800.0,100.0,50.0,0,False,1,start,0.25,28,0,0.48750469999504276,0.48750469999504276,0.6075380999827757,True,near-rnd2,3,1,1,0.625,1.0,start,16,0
19,True,1.7214382000092883,800.0,50.0,33.0,0,False,2,start,0.25,28,0,0.48666699999012053,0.48666699999012053,0.5179502000100911,True,near-000,3,1,1,0.625,1.0,start,16,0
20,True,2.6485135999973863,800.0,50.0,33.0,10,False,2,start,0.25,28,0.17038039999897592,0.49175020001712255,0.6621306000160985,0.48167130001820624,True,near-160,3,1,1,0.625,1.0,start,16,0
21,True,2.0644775000109803,800.0,50.0,33.0,15,False,2,start,0.25,28,0.24609030000283383,0.49657980000483803,0.7426701000076719,0.44778439999208786,True,near-240,3,1,1,0.625,1.0,start,16,0
22,True,2.1789440999855287,800.0,100.0,50.0,0,False,1,start,0.25,12,0,0.23557459999574348,0.23557459999574348,0.7384768999763764,True,near-rnd2,4,1,1,0.625,0.5,start,16,0
23,True,3.0693144999968354,800.0,50.0,33.0,5,False,2,start,0.25,12,0.09340719997999258,0.2307843999878969,0.3241915999678895,1.2533372000034433,False,near-080,4,1,0,0.625,0.5,start,16,0
24,True,1.3105679999862332,800.0,50.0,33.0,10,False,2,start,0.25,12,0.17180389998247847,0.23652979999314994,0.4083336999756284,1.030053599999519,True,near-160,4,1,1,0.625,0.5,start,16,0
25,True,1.8703886999865063,800.0,50.0,33.0,15,False,2,start,0.25,12,0.2524730000004638,0.23989500000607222,0.492368000006536,0.9541668999881949,False,near-240,4,1,0,0.625,0.5,start,16,0
26,True,2.180505500000436,800.0,33.0,50.0,0,False,3,start,0.25,28,0,0.47171899999375455,0.47171899999375455,1.4983189000049606,False,near-rnd3,4,1,0,0.625,0.5,start,16,0
27,True,2.6831730999983847,800.0,800.0,50.0,0,False,0,start,0.25,12,0,0.21833170001627877,0.21833170001627877,0.7402353000070434,True,near-rndm,4,1,1,0.625,0.5,start,16,0
28,True,2.035846299986588,800.0,50.0,33.0,0,False,2,start,0.25,12,0,0.2269562000001315,0.2269562000001315,1.7131908999872394,False,near-000,4,1,0,0.625,0.5,start,16,0
29,True,2.62113970000064,800.0,800.0,50.0,0,False,0,start,0.25,0,0,0.025154400005703792,0.025154400005703792,1.2420325999846682,True,near-rndm,5,1,1,0.625,0.5,start,16,0
30,False,1.1099392999894917,800.0,50.0,33.0,15,False,2,up,0.25,28,0.25174529998912476,0.493269099999452,0.7450143999885768,0.6072740000090562,True,near-240,5,1,1,0.625,0.5,up,16,0
31,True,3.837594500015257,800.0,50.0,33.0,10,False,2,start,0.25,0,0.17222469998523593,0.03674650000175461,0.20897119998699054,1.0896816999884322,False,near-160,5,1,0,0.625,0.5,start,16,0
32,True,1.7721771000069566,800.0,100.0,50.0,0,False,1,start,0.25,0,0,0.034665599989239126,0.034665599989239126,1.7758022999914829,False,near-rnd2,5,1,0,0.625,0.5,start,16,0
33,True,1.820728799997596,800.0,50.0,33.0,5,False,2,up,0.25,28,0.0900209000101313,0.4931405000097584,0.5831614000198897,1.216568699979689,False,near-080,5,1,0,0.625,0.5,up,16,0
34,True,3.1493271999934223,800.0,33.0,50.0,0,False,3,up,0.25,44,0,0.7266322000068612,0.7266322000068612,0.9969356000074185,True,near-rnd3,5,1,1,0.625,0.5,up,16,0
35,True,1.639488499989966,800.0,50.0,33.0,0,False,2,up,0.25,28,0,0.49067279999144375,0.49067279999144375,0.993497000017669,True,near-000,5,1,1,0.625,0.5,up,16,0
36,True,3.006947800022317,800.0,50.0,33.0,10,False,2,up,0.25,16,0.16939550000824966,0.2944235999893863,0.46381909999763593,1.063139100006083,False,near-160,6,1,0,0.625,0.5,up,16,0
37,True,1.6351497999858111,800.0,50.0,33.0,5,False,2,up,0.25,28,0.09513790000346489,0.5008503000135534,0.5959882000170182,0.7450595999835059,True,near-080,6,2,1,1.25,1.0,up,16,0
38,True,3.67157770000631,800.0,800.0,50.0,0,False,0,start,0.25,0,0,0.02164309998624958,0.02164309998624958,0.8914218000136316,False,near-rndm,6,1,0,0.625,0.5,start,16,0
39,True,1.503967399999965,800.0,50.0,33.0,0,False,2,up,0.25,28,0,0.5516723000037018,0.5516723000037018,0.990204099973198,False,near-000,6,2,1,1.25,1.0,up,16,0
40,True,1.8171052999969106,800.0,100.0,50.0,0,False,1,up,0.25,16,0,0.30671559998882003,0.30671559998882003,0.8888557000027504,False,near-rnd2,6,1,0,0.625,0.5,up,16,0
41,True,1.428485799988266,800.0,33.0,50.0,0,False,3,up,0.25,44,0,0.7285161000036169,0.7285161000036169,1.5477451000188012,True,near-rnd3,6,2,2,1.25,1.0,up,16,0
42,True,2.089446899975883,800.0,50.0,33.0,15,False,2,up,0.25,28,0.25154130000737496,0.49343279999447986,0.7449741000018548,0.6538340999977663,True,near-240,5,1,1,0.625,0.5,up,16,0
43,True,4.045897400006652,800.0,50.0,33.0,15,False,2,up,0.25,28,0.24908420001156628,0.493601199996192,0.7426854000077583,0.5307557999913115,True,near-240,6,2,2,1.25,1.0,up,16,0
44,True,2.5612377999932505,800.0,50.0,33.0,10,False,2,up,0.25,16,0.1664765999885276,0.29181660001631826,0.45829320000484586,0.7388912999886088,True,near-160,7,2,1,1.25,1.0,up,16,0
45,True,2.3270673000079114,800.0,800.0,50.0,0,False,0,up,0.25,16,0,0.2825513999850955,0.2825513999850955,0.6501409999909811,True,near-rndm,7,1,1,0.625,0.5,up,16,0
46,True,1.6158885000040755,800.0,50.0,33.0,0,False,2,up,0.25,28,0,0.4885863999952562,0.4885863999952562,0.8115892999921925,True,near-000,7,3,2,1.875,1.0,up,16,0
