trial,primeCorrect,primeTime,primeDepth,stimDepth,extraDepth,driveFrames,nearToFar,diopters,direction,size,intensity,extraLatency,mainLatency,totalLatency,responseTime,correct,caseLabel,caseTrial,trialsAtStep,stepCorrect,expected,w,direction,stepsize,stepChange
1,True,72.96755430000485,800.0,800.0,50.0,0,False,0,start,0.25,60,0,1.000523599999724,1.000523599999724,0.5339019999955781,True,near-rnd2,1,1,1,0.625,0.5,start,16,0
2,True,2.821384399998351,800.0,50.0,33.0,0,False,2,start,0.25,60,0,0.9983848999982001,0.9983848999982001,0.31369519999134354,True,near-000,1,1,1,0.625,0.5,start,16,0
3,True,2.3680596000049263,800.0,100.0,50.0,0,False,1,start,0.25,60,0,1.0053154000052018,1.0053154000052018,0.38263789999473374,True,near-rnd3,1,1,1,0.625,0.5,start,16,0
4,True,1.6436506000027293,800.0,50.0,33.0,10,False,2,start,0.25,60,0.1726939000072889,1.0138225999980932,1.1865165000053821,0.26702679999289103,True,near-160,1,1,1,0.625,0.5,start,16,0
5,True,1.6407756999979028,800.0,33.0,50.0,0,False,3,start,0.25,60,0,0.9870992000069236,0.9870992000069236,0.3903347000014037,True,near-rndm,1,1,1,0.625,0.5,start,16,0
6,True,4.174757300002966,800.0,50.0,33.0,5,False,2,start,0.25,60,0.08897279998927843,1.0121144000004278,1.1010871999897063,0.28980860000592656,True,near-080,1,1,1,0.625,0.5,start,16,0
7,True,2.2277615000057267,800.0,50.0,33.0,15,False,2,start,0.25,60,0.2525408000074094,1.0027097999991383,1.2552506000065478,0.3230336999986321,True,near-240,1,1,1,0.625,0.5,start,16,0
8,True,3.1273208999919007,800.0,50.0,33.0,15,False,2,start,0.25,44,0.25024219999613706,0.7526708999939729,1.00291309999011,0.3483854999940377,True,near-240,2,1,1,0.625,1.0,start,16,0
9,True,6.968837799999164,800.0,33.0,50.0,0,False,3,start,0.25,44,0,0.7268553000030806,0.7268553000030806,0.6424297999910777,True,near-rnd3,2,1,1,0.625,1.0,start,16,0
10,True,3.26970390000497,800.0,50.0,33.0,0,False,2,start,0.25,44,0,0.7428446000121767,0.7428446000121767,0.36676830000942573,True,near-000,2,1,1,0.625,1.0,start,16,0
11,True,2.286563200003002,800.0,800.0,50.0,0,False,0,start,0.25,44,0,0.7359396999963792,0.7359396999963792,0.41543770000862423,True,near-rnd2,2,1,1,0.625,1.0,start,16,0
12,True,1.6363907999912044,800.0,50.0,33.0,5,False,2,start,0.25,44,0.08923299999150913,0.7467586000129813,0.8359916000044905,0.3775335999962408,True,near-080,2,1,1,0.625,1.0,start,16,0
13,True,1.2705217000038829,800.0,100.0,50.0,0,False,1,start,0.25,44,0,0.7507514000026276,0.7507514000026276,0.39438059998792596,True,near-rndm,2,1,1,0.625,1.0,start,16,0
14,True,2.136229399999138,800.0,50.0,33.0,10,False,2,start,0.25,44,0.17108689999440685,0.7438158000004478,0.9149026999948546,0.16576950000307988,True,near-160,2,1,1,0.625,1.0,start,16,0
15,True,1.5412885999976425,800.0,50.0,33.0,15,False,2,start,0.25,28,0.24891829999978654,0.48586729999806266,0.7347855999978492,0.37796919999527745,True,near-240,3,1,1,0.625,1.0,start,16,0
16,True,1.7042646000045352,800.0,33.0,50.0,0,False,3,start,0.25,28,0,0.4707827999955043,0.4707827999955043,0.6539867000101367,False,near-rnd2,3,1,0,0.625,1.0,start,16,0
17,False,3.059852199992747,800.0,50.0,33.0,5,False,2,start,0.25,28,0.09165879999636672,0.49639529999694787,0.5880540999933146,0.6254912000003969,True,near-080,3,1,1,0.625,1.0,start,16,0
18,True,2.1519627000088803,800.0,100.0,50.0,0,False,1,start,0.25,28,0,0.4868834000080824,0.4868834000080824,0.48683330000494607,True,near-rnd3,3,1,1,0.625,1.0,start,16,0
19,True,3.1294839000038337,800.0,50.0,33.0,0,False,2,start,0.25,28,0,0.49486789999355096,0.49486789999355096,0.5005588999920292,True,near-000,3,1,1,0.625,1.0,start,16,0
20,True,1.3266688000003342,800.0,50.0,33.0,10,False,2,start,0.25,28,0.1686517000052845,0.4946182999992743,0.6632700000045588,0.5086735000077169,True,near-160,3,1,1,0.625,1.0,start,16,0
21,True,5.694332300001406,800.0,100.0,50.0,0,False,1,start,0.25,28,0,0.4966356000077212,0.4966356000077212,0.44820139999501407,True,near-rndm,3,1,1,0.625,1.0,start,16,0
22,True,4.402465799998026,800.0,50.0,33.0,5,False,2,start,0.25,28,0.09215870000480209,0.4915471999993315,0.5837059000041336,0.5975078000046778,True,near-080,3,1,1,0.625,1.0,start,16,0
23,True,5.455775199996424,800.0,800.0,50.0,0,False,0,up,0.25,44,0,0.7335957000032067,0.7335957000032067,0.384940000003553,True,near-rnd2,4,1,1,0.625,0.5,up,16,0
24,True,3.34390630001144,800.0,50.0,33.0,0,False,2,start,0.25,12,0,0.2363296999974409,0.2363296999974409,1.930002399996738,True,near-000,4,1,1,0.625,0.5,start,16,0
25,True,2.308634799992433,800.0,50.0,33.0,15,False,2,start,0.25,12,0.24988439999287948,0.2566771999991033,0.5065615999919828,1.0953200000076322,True,near-240,4,1,1,0.625,0.5,start,16,0
26,True,8.475779300002614,800.0,800.0,50.0,0,False,0,start,0.25,12,0,0.3667334000056144,0.3667334000056144,0.4826427999942098,True,near-rndm,4,1,1,0.625,0.5,start,16,0
27,True,2.0722017000080086,800.0,50.0,33.0,10,False,2,start,0.25,12,0.16916410000703763,0.22973219999403227,0.3988963000010699,1.5580587000004016,True,near-160,4,1,1,0.625,0.5,start,16,0
28,True,4.581476699997438,800.0,100.0,50.0,0,False,1,start,0.25,12,0,0.23237260000314564,0.23237260000314564,0.8299038000113796,True,near-rnd3,4,1,1,0.625,0.5,start,16,0
29,True,1.3729581000079634,800.0,50.0,33.0,5,False,2,start,0.25,12,0.08788360000471584,0.23266390000935644,0.3205475000140723,1.5626530000008643,False,near-080,4,1,0,0.625,0.5,start,16,0
30,True,2.6399142000009306,800.0,800.0,50.0,0,False,0,start,0.25,0,0,0.023960099992109463,0.023960099992109463,1.231098699994618,False,near-rndm,5,1,0,0.625,0.5,start,16,0
31,True,8.064473699996597,800.0,800.0,50.0,0,False,0,up,0.25,44,0,0.7344841000012821,0.7344841000012821,0.38547599999583326,True,near-rnd2,5,2,2,1.25,1.0,up,16,0
32,True,4.240868099994259,800.0,50.0,33.0,15,False,2,start,0.25,0,0.25253820000216365,0.03774210000119638,0.29028030000336,1.6265147000085562,False,near-240,5,1,0,0.625,0.5,start,16,0
33,True,1.8338116999948397,800.0,800.0,50.0,0,False,0,start,0.25,0,0,0.024985199997900054,0.024985199997900054,1.0649026000028243,True,near-rnd3,5,1,1,0.625,0.5,start,16,0
34,True,6.327953400003025,800.0,50.0,33.0,0,False,2,start,0.25,0,0,0.033268500003032386,0.033268500003032386,1.959005700002308,False,near-000,5,1,0,0.625,0.5,start,16,0
35,True,8.469241200000397,800.0,50.0,33.0,10,False,2,start,0.25,0,0.1701660999970045,0.03859630000079051,0.208762399997795,1.0255809999944177,False,near-160,5,1,0,0.625,0.5,start,16,0
36,True,1.8295803999935742,800.0,50.0,33.0,10,False,2,up,0.25,16,0.1731354000075953,0.3041977999964729,0.4773332000040682,0.5601005999924382,True,near-160,6,1,1,0.625,0.5,up,16,0
37,True,1.788203500007512,800.0,50.0,33.0,5,False,2,up,0.25,28,0.08887859999958891,0.488545799991698,0.5774243999912869,0.5434410000016214,True,near-080,5,1,1,0.625,0.5,up,16,0
38,True,1.8717567999992752,800.0,800.0,50.0,0,False,0,up,0.25,44,0,0.7332734000083292,0.7332734000083292,0.3332159999990836,True,near-rnd2,6,3,3,1.875,1.0,up,16,0
39,True,1.35597640000924,800.0,800.0,50.0,0,False,0,up,0.25,16,0,0.285945299998275,0.285945299998275,0.5652379999955883,True,near-rndm,6,1,1,0.625,0.5,up,16,0
40,True,1.3041471999895293,800.0,50.0,33.0,15,False,2,up,0.25,16,0.252648900001077,0.3031604999996489,0.5558094000007259,0.7292439000011655,True,near-240,6,1,1,0.625,0.5,up,16,0
41,True,1.262375799997244,800.0,800.0,50.0,0,False,0,start,0.25,0,0,0.023018500010948628,0.023018500010948628,1.5860816999920644,False,near-rnd3,6,1,0,0.625,0.5,start,16,0
42,True,2.244639800002915,800.0,50.0,33.0,0,False,2,up,0.25,16,0,0.3004034000041429,0.3004034000041429,1.0439098999922862,True,near-000,6,1,1,0.625,0.5,up,16,0
43,True,1.9852962000004482,800.0,800.0,50.0,0,False,0,up,0.25,16,0,0.2816940000047907,0.2816940000047907,0.5680404000013368,True,near-rndm,7,2,2,1.25,1.0,up,16,0
44,True,4.783297699992545,800.0,50.0,33.0,10,False,2,up,0.25,16,0.17232670000521466,0.3011098999995738,0.4734366000047885,0.6907449999998789,True,near-160,7,2,2,1.25,1.0,up,16,0
45,True,4.339696399998502,800.0,50.0,33.0,0,False,2,up,0.25,16,0,0.29416700000001583,0.29416700000001583,0.874871299994993,False,near-000,7,2,1,1.25,1.0,up,16,0
46,True,3.174054500006605,800.0,50.0,33.0,15,False,2,up,0.25,16,0.24991189999855123,0.3080006999953184,0.5579125999938697,0.45854330000292975,True,near-240,7,2,2,1.25,1.0,up,16,0
47,True,5.4228192000009585,800.0,100.0,50.0,0,False,1,up,0.25,16,0,0.30290949999471195,0.30290949999471195,0.6707291000057012,True,near-rnd3,7,1,1,0.625,0.5,up,16,0
48,True,2.175913600003696,800.0,50.0,33.0,5,False,2,up,0.25,28,0.09002370000234805,0.4958582999970531,0.5858819999994012,0.4948404000024311,True,near-080,6,2,2,1.25,1.0,up,16,0
49,True,1.9527902999980142,800.0,33.0,50.0,0,False,3,down,0.25,28,0,0.47373789999983273,0.47373789999983273,0.8744011999951908,False,near-rnd2,7,1,0,0.625,0.5,down,8,0
50,True,4.234186500005308,800.0,33.0,50.0,0,False,3,up,0.25,16,0,0.2764690000039991,0.2764690000039991,0.8941862000065157,False,near-rndm,8,3,2,1.875,1.0,up,16,0
51,True,3.819533000001684,800.0,50.0,33.0,10,False,2,up,0.25,16,0.17166300000099,0.3049120000068797,0.4765750000078697,0.8599023999995552,False,near-160,8,3,2,1.875,1.0,up,16,0
52,True,2.7064909000037005,800.0,50.0,33.0,15,False,2,up,0.25,16,0.24785870000778232,0.37853919999906793,0.6263979000068503,0.6747938000044087,True,near-240,8,3,3,1.875,1.0,up,16,0
53,True,2.876865500002168,800.0,33.0,50.0,0,False,3,up,0.25,16,0,0.27927670000644866,0.27927670000644866,1.0348506000009365,False,near-rnd3,8,2,1,1.25,1.0,up,16,0
54,True,1.601003199990373,800.0,50.0,33.0,5,False,2,up,0.25,28,0.09237569999822881,0.49464370000350755,0.5870194000017364,0.49486550000438,True,near-080,7,3,3,1.875,1.0,up,16,0
55,True,2.305392700000084,800.0,50.0,33.0,0,False,2,up,0.25,16,0,0.2950064000033308,0.2950064000033308,1.168453700011014,False,near-000,8,3,1,1.875,1.0,up,16,0
56,True,1.8876296999951592,800.0,800.0,50.0,0,False,0,down,0.25,28,0,0.47909240001172293,0.47909240001172293,0.39210120000643656,True,near-rnd2,8,2,1,1.25,1,down,8,0
57,True,1.6751375000021653,800.0,50.0,33.0,10,False,2,up,0.25,16,0.1687994000094477,0.2980482000129996,0.4668476000224473,0.7262143999978434,True,near-160,9,4,3,2.5,0.5,up,16,0
58,True,1.6526852999959374,800.0,100.0,50.0,0,False,1,up,0.25,16,0,0.3015480999893043,0.3015480999893043,0.5127648999914527,True,near-rnd3,9,3,2,1.875,1.0,up,16,0
59,True,1.9610279000044102,800.0,100.0,50.0,0,False,1,down,0.25,28,0,0.4925301000039326,0.4925301000039326,0.37917070000548847,True,near-rnd2,9,3,2,1.875,1,down,8,0
60,True,4.002100999990944,800.0,50.0,33.0,0,False,2,up,0.25,32,0,0.553763700008858,0.553763700008858,0.5816890999994939,True,near-000,9,1,1,0.625,0.5,up,16,0
61,True,1.4989885999966646,800.0,50.0,33.0,5,False,2,down,0.25,12,0.08789520000573248,0.2351048999989871,0.32300010000471957,0.8295357000024524,False,near-080,8,1,0,0.625,0.5,down,8,0
62,True,3.6354900999867823,800.0,100.0,50.0,0,False,1,up,0.25,16,0,0.30052819999400526,0.30052819999400526,0.6149676999921212,False,near-rndm,9,4,2,2.5,0.5,up,16,0
63,True,4.003166000009514,800.0,50.0,33.0,15,False,2,down,0.25,0,0.2516856000002008,0.03803759999573231,0.2897231999959331,1.091530599995167,False,near-240,9,1,0,0.625,0.5,down,8,0
64,True,2.1813598000007914,800.0,33.0,50.0,0,False,3,up,0.25,16,0,0.28006770000502,0.28006770000502,0.9779355999926338,True,near-rndm,10,5,3,3.125,0.5,up,16,0
65,True,11.76946830000088,800.0,50.0,33.0,15,False,2,down,0.25,0,0.24753239999699872,0.03584309999132529,0.283375499988324,0.8438546999968821,False,near-240,10,2,0,1.25,1,down,8,0
66,True,2.4429955999949016,800.0,800.0,50.0,0,False,0,down,0.25,28,0,0.48156130001007114,0.48156130001007114,0.3858451999985846,True,near-rnd2,10,4,3,2.5,1,down,8,0
67,False,8.732915100001264,800.0,50.0,33.0,0,False,2,up,0.25,32,0,0.5462496999971336,0.5462496999971336,0.5533315999928163,True,near-000,10,2,2,1.25,1.0,up,16,0
68,True,1.7098708000121405,800.0,50.0,33.0,10,False,2,up,0.25,16,0.16942449999623932,0.3028829999966547,0.472307499992894,0.6402199000003748,True,near-160,10,5,4,3.125,0.5,up,16,0
69,True,1.177628299992648,800.0,50.0,33.0,5,False,2,down,0.25,12,0.09051610001188237,0.2325764999986859,0.3230926000105683,1.0425727000110783,True,near-080,9,2,1,1.25,1,down,8,0
70,True,2.4588904999982333,800.0,100.0,50.0,0,False,1,up,0.25,16,0,0.30254089999652933,0.30254089999652933,0.5985521999973571,True,near-rnd3,10,4,3,2.5,0.5,up,16,0
71,False,1.3706204000045545,800.0,50.0,33.0,10,False,2,down,0.25,0,0.1724207000079332,0.035823900005198084,0.20824460001313128,0.7400181000120938,False,near-160,11,1,0,0.625,0.5,down,8,0
72,True,1.8468571999983396,800.0,50.0,33.0,0,False,2,up,0.25,32,0,0.5459754000039538,0.5459754000039538,0.409970799999428,True,near-000,10,2,2,1.25,1.0,up,16,0
73,True,2.3004274000122678,800.0,50.0,33.0,15,False,2,up,0.25,8,0.2539404999988619,0.18151059999945574,0.43545109999831766,0.8861557000054745,False,near-240,11,1,0,0.625,1,up,4,0
74,True,1.813706100001582,800.0,33.0,50.0,0,False,3,up,0.25,16,0,0.34836610000638757,0.34836610000638757,2.6109885000041686,False,near-rnd3,11,5,3,3.125,0.5,up,16,0
75,True,5.769000000000233,800.0,800.0,50.0,0,False,0,down,0.25,28,0,0.4776648999977624,0.4776648999977624,0.3703906000009738,True,near-rnd2,11,5,4,3.125,1,down,8,0
76,True,2.68747109999822,800.0,50.0,33.0,5,False,2,down,0.25,12,0.09210029999667313,0.23203820000344422,0.32413850000011735,0.9524699000030523,False,near-080,10,3,1,1.875,1,down,8,0
77,True,1.5270615000044927,800.0,33.0,50.0,0,False,3,up,0.25,16,0,0.27378079999471083,0.27378079999471083,1.4333144999982323,False,near-rndm,11,6,3,3.75,0.5,up,16,0
78,True,1.9613823999970919,800.0,800.0,50.0,0,False,0,down,0.25,28,0,0.4794790000014473,0.4794790000014473,0.401583800005028,True,near-rnd2,12,6,5,3.75,1,down,8,0
79,True,1.4632453000085661,800.0,800.0,50.0,0,False,0,up,0.25,16,0,0.28167550000944175,0.28167550000944175,0.5092411999939941,True,near-rnd3,12,6,4,3.75,0.5,up,16,0
80,True,1.6146096000011312,800.0,50.0,33.0,0,False,2,up,0.25,32,0,0.5553698000003351,0.5553698000003351,0.4243651000142563,True,near-000,11,3,3,1.875,1.0,up,16,0
