trial,primeCorrect,primeTime,primeDepth,stimDepth,diopters,nearToFar,direction,size,intensity,requestedLatency,actualLatency,responseTime,correct,caseLabel,caseTrial,trialsAtStep,stepCorrect,expected,w,direction,stepsize,stepChange
91,True,212.94670589997259,33.0,33.0,0,True,down,0.25,0,0.0,212.9467527000379,212.94675170001574,False,near_0,13,5,2,3.125,1,down,8,0
92,True,212.94670589997259,50.0,800.0,2,True,down,0.25,12,0.192,212.9467527000379,228.2708412999782,False,near_2,14,3,1,1.875,1,down,8,0
93,True,228.27088270001695,50.0,100.0,1,True,down,0.25,12,0.192,228.2708389999607,228.2708412999782,True,near_1,14,7,5,4.375,1,down,8,0
94,True,228.27088270001695,33.0,800.0,3,True,up,0.25,36,0.5760000000000001,228.2708389999607,220.79769820001093,True,near_3,14,4,2,2.5,1,up,4,0
95,True,220.79765199997928,800.0,50.0,2,False,up,0.25,16,0.256,220.79769900003157,232.37997819998418,False,far_2,14,9,5,5.625,0.5,up,16,1
96,True,232.38002020001295,50.0,50.0,0,True,up,0.25,8,0.128,232.3799760999682,232.37997819998418,True,near_0,14,1,1,0.625,1,up,4,0
97,True,232.38002020001295,800.0,100.0,1,False,down,0.25,16,0.256,232.3799760999682,225.46486270001333,True,far_1,14,3,3,1.875,1,down,8,0
98,True,225.46481549997407,800.0,33.0,3,False,up,0.25,20,0.32,225.4648633000179,243.00009889998182,True,far_3,14,1,1,0.625,1,up,4,0
99,True,243.0001419000182,50.0,100.0,1,True,down,0.25,12,0.192,243.00009689998114,243.00009889998182,False,near_1,15,8,5,5.0,1,down,8,0
100,True,243.0001419000182,800.0,33.0,3,False,up,0.25,20,0.32,243.00009689998114,233.24082550000458,True,far_3,15,2,2,1.25,1,up,4,0
101,True,233.2407781999791,50.0,800.0,2,True,down,0.25,12,0.192,233.24082610000914,245.4360869999946,False,near_2,15,4,1,2.5,1,down,8,0
102,True,245.43612990001566,100.0,33.0,2,False,up,0.25,24,0.384,245.43608499997936,245.4360869999946,True,far_2,15,1,1,0.625,0.5,up,8,0
103,True,245.43612990001566,100.0,50.0,1,False,down,0.25,8,0.128,245.43608499997936,245.4360869999946,True,far_1,15,1,1,0.625,1,down,8,0
104,True,245.43612990001566,800.0,800.0,0,True,up,0.25,8,0.128,245.43608499997936,240.58289399999194,True,near_0,15,2,2,1.25,1,up,4,0
105,True,240.58284689998254,33.0,800.0,3,True,up,0.25,36,0.5760000000000001,240.58289480001258,248.64496780000627,False,near_3,15,5,2,3.125,1,up,4,0
106,True,248.6450104000105,100.0,50.0,1,False,down,0.25,8,0.128,248.6449657999765,248.64496780000627,True,far_1,16,2,2,1.25,1,down,8,0
107,True,248.6450104000105,50.0,800.0,2,True,up,0.25,20,0.32,248.6449657999765,249.82622419999097,False,near_2,16,1,0,0.625,1,up,4,0
108,True,249.82617669997853,100.0,800.0,1,True,down,0.25,12,0.192,249.8262248000101,251.72661779999908,True,near_1,16,9,6,5.625,1,down,8,1
109,True,251.72666070002015,800.0,33.0,3,False,up,0.25,20,0.32,251.7266158999846,253.36126339998737,True,far_3,16,3,3,1.875,1,up,4,0
110,True,253.36121609997645,33.0,800.0,3,True,up,0.25,40,0.64,253.36126390000572,255.94357909999962,True,near_3,16,1,1,0.625,1,up,4,0
111,True,255.9436217000184,100.0,33.0,2,False,up,0.25,24,0.384,255.94357719998516,255.94357909999962,True,far_2,16,2,2,1.25,1,up,8,0
112,True,255.9436217000184,50.0,50.0,0,True,up,0.25,8,0.128,255.94357719998516,255.94357909999962,False,near_0,16,3,2,1.875,1,up,4,0
113,True,255.9436217000184,100.0,800.0,1,True,down,0.25,12,0.192,255.94357719998516,266.2560547999892,False,near_1,17,10,6,6.25,1,down,8,1
114,True,266.25600789998134,800.0,800.0,0,True,up,0.25,8,0.128,266.2560555000091,260.4500082000013,True,near_0,17,4,3,2.5,1,up,4,0
115,True,260.45005040001706,100.0,50.0,1,False,down,0.25,8,0.128,260.45000609998533,260.4500082000013,True,far_1,17,3,3,1.875,1,down,8,0
116,True,260.45005040001706,800.0,33.0,3,False,down,0.25,16,0.256,260.45000609998533,272.51559739999357,True,far_3,17,1,1,0.625,1,down,2,0
117,True,272.5155508999742,800.0,50.0,2,False,up,0.25,24,0.384,272.5155982000142,264.31643029999395,True,far_2,17,3,3,1.875,1,up,8,0
118,True,264.3164719000197,33.0,800.0,3,True,up,0.25,40,0.64,264.3164280999772,276.0973284000065,True,near_3,17,2,2,1.25,1,up,4,0
119,True,276.0972823999764,33.0,100.0,2,True,up,0.25,20,0.32,276.0973292000126,276.0973284000065,False,near_2,17,2,0,1.25,1,up,4,0
120,True,276.0972823999764,50.0,33.0,1,False,down,0.25,0,0.0,276.0973292000126,276.0973284000065,False,far_1,18,1,0,0.625,1,down,8,0
121,True,276.0972823999764,33.0,100.0,2,True,up,0.25,24,0.384,276.0973292000126,276.0973284000065,False,near_2,18,1,0,0.625,1,up,4,0
122,True,276.0972823999764,33.0,50.0,1,True,down,0.25,12,0.192,276.0973292000126,276.0973284000065,False,near_1,18,11,6,6.875,1,down,8,1
123,True,276.0972823999764,800.0,33.0,3,False,down,0.25,16,0.256,276.0973292000126,285.18454289998044,False,far_3,18,2,1,1.25,2,down,2,0
124,True,285.1845843000192,100.0,33.0,2,False,down,0.25,16,0.256,285.18454089997977,285.18454289998044,False,far_2,18,1,0,0.625,1,down,4,0
125,True,285.1845843000192,33.0,800.0,3,True,up,0.25,40,0.64,285.18454089997977,283.83019780000905,True,near_3,18,3,3,1.875,1,up,4,0
126,True,283.8301521999674,50.0,50.0,0,True,up,0.25,8,0.128,283.8301984000136,283.83019780000905,True,near_0,18,5,4,3.125,1,up,4,0
127,True,283.8301521999674,33.0,50.0,1,True,down,0.25,12,0.192,283.8301984000136,283.83019780000905,True,near_1,19,12,7,7.5,1,down,8,1
128,True,283.8301521999674,800.0,33.0,3,False,down,0.25,16,0.256,283.8301984000136,297.4724108999799,False,far_3,19,3,1,1.875,2,down,2,0
129,True,297.47245210003166,800.0,50.0,2,False,down,0.25,16,0.256,297.47240879997844,288.9556136000174,False,far_2,19,2,0,1.25,1,down,4,0
130,True,288.95556789996044,33.0,100.0,2,True,up,0.25,24,0.384,288.95561430000816,288.9556136000174,True,near_2,19,2,1,1.25,1,up,4,0
131,True,288.95556789996044,800.0,100.0,1,False,down,0.25,0,0.0,288.95561430000816,303.1122373999824,False,far_1,19,2,0,1.25,1,down,8,0
132,True,303.1122788000357,800.0,800.0,0,True,up,0.25,8,0.128,303.1122354999825,291.7576539000147,True,near_0,19,6,5,3.75,1,up,4,0
133,False,291.757608099957,33.0,800.0,3,True,down,0.25,36,0.5760000000000001,291.7576545000047,313.9492680999829,False,near_3,19,1,0,0.625,1,down,2,0
134,True,313.94930960003694,100.0,33.0,2,False,up,0.25,20,0.32,313.9492662999837,313.9492680999829,True,far_2,20,1,1,0.625,1,up,2,0
135,True,313.94930960003694,800.0,100.0,1,False,up,0.25,8,0.128,313.9492662999837,296.84875550001743,False,far_1,20,1,0,0.625,1,up,4,0
136,True,296.8487096999597,50.0,800.0,2,True,up,0.25,24,0.384,296.8487560000067,320.27176509996934,True,near_2,20,3,2,1.875,1,up,4,0
137,True,320.27180660003796,800.0,33.0,3,False,down,0.25,16,0.256,320.2717633999855,301.0581554000237,False,far_3,20,4,1,2.5,2,down,2,0
138,True,301.05810949995066,100.0,800.0,1,True,down,0.25,12,0.192,301.0581557000114,323.9499901999661,True,near_1,20,13,8,8.125,1,down,8,1
139,True,323.95003150004777,33.0,800.0,3,True,down,0.25,36,0.5760000000000001,323.9499884999823,308.28527300003043,True,near_3,19,1,1,0.625,1,down,2,0
140,True,308.2852271999436,33.0,33.0,0,True,down,0.25,4,0.064,308.28527340000437,308.28527300003043,False,near_0,20,1,0,0.625,1,down,2,0
141,True,308.2852271999436,800.0,33.0,3,False,down,0.25,16,0.256,308.28527340000437,333.9296411999676,True,far_3,21,5,2,3.125,2,down,2,0
142,True,333.92968270005076,100.0,100.0,0,True,down,0.25,4,0.064,333.929639399983,333.9296411999676,True,near_0,21,2,1,1.25,2,down,2,0
143,True,333.92968270005076,50.0,33.0,1,False,up,0.25,8,0.128,333.929639399983,333.9296411999676,True,far_1,21,2,1,1.25,1,up,4,0
144,True,333.92968270005076,100.0,800.0,1,True,down,0.25,12,0.192,333.929639399983,318.957819200019,False,near_1,21,14,8,8.75,1,down,8,1
145,True,318.957773299946,33.0,800.0,3,True,down,0.25,36,0.5760000000000001,318.95781970000826,340.08595559997775,True,near_3,20,2,2,1.25,2,down,2,0
146,True,340.0859970000456,800.0,50.0,2,False,up,0.25,20,0.32,340.08595369997784,321.9321553000191,False,far_2,21,2,1,1.25,2,up,2,0
147,True,321.9321095999476,33.0,100.0,2,True,up,0.25,24,0.384,321.9321559000091,321.9321553000191,False,near_2,21,4,2,2.5,1,up,4,0
148,True,321.9321095999476,100.0,100.0,0,True,down,0.25,4,0.064,321.9321559000091,321.9321553000191,True,near_0,22,3,2,1.875,2,down,2,0
149,True,321.9321095999476,33.0,100.0,2,True,up,0.25,24,0.384,321.9321559000091,321.9321553000191,True,near_2,22,5,3,3.125,1,up,4,0
150,True,321.9321095999476,100.0,800.0,1,True,down,0.25,12,0.192,321.9321559000091,363.2438880999689,True,near_1,22,15,9,9.375,1,down,8,1
151,True,363.2439295000513,33.0,800.0,3,True,down,0.25,36,0.5760000000000001,363.24388619998354,326.29790200002026,True,near_3,21,3,3,1.875,2,down,2,0
152,True,326.2978553999419,800.0,100.0,1,False,up,0.25,8,0.128,326.2979025000095,378.0721467999683,True,far_1,22,3,2,1.875,1,up,4,0
153,True,378.0721890000568,800.0,50.0,2,False,up,0.25,20,0.32,378.07214489998296,331.2060963000258,False,far_2,22,3,1,1.875,2,up,2,0
154,True,331.20605009993596,800.0,33.0,3,False,down,0.25,16,0.256,331.2060970000166,381.176986499966,False,far_3,22,6,2,3.75,2,down,2,0
155,True,381.17702830005146,800.0,33.0,3,False,down,0.25,16,0.256,381.17698429997836,334.35945070002344,False,far_3,23,7,2,4.375,2,down,2,0
156,True,334.35940449994814,800.0,50.0,2,False,up,0.25,20,0.32,334.35945160001575,388.97413989997585,True,far_2,23,4,2,2.5,2,up,2,0
157,True,388.974181600046,50.0,50.0,0,True,down,0.25,4,0.064,388.9741375999729,388.97413989997585,True,near_0,23,4,3,2.5,2,down,2,0
158,True,388.974181600046,33.0,800.0,3,True,down,0.25,36,0.5760000000000001,388.9741375999729,348.8021641000232,True,near_3,22,4,4,2.5,2,down,2,0
159,True,348.8021179999487,33.0,100.0,2,True,up,0.25,24,0.384,348.8021650000155,348.8021641000232,True,near_2,23,6,4,3.75,1,up,4,0
160,False,348.8021179999487,33.0,50.0,1,True,down,0.25,12,0.192,348.8021650000155,348.8021641000232,False,near_1,23,16,9,10.0,1,down,8,1
161,True,348.8021179999487,100.0,50.0,1,False,up,0.25,8,0.128,348.8021650000155,348.8021641000232,True,far_1,23,4,3,2.5,1,up,4,0
162,True,348.8021179999487,33.0,800.0,3,True,down,0.25,36,0.5760000000000001,348.8021650000155,406.102911999973,False,near_3,23,5,4,3.125,2,down,2,0
163,True,406.1029535000416,33.0,50.0,1,True,down,0.25,12,0.192,406.10290959998383,406.102911999973,False,near_1,23,16,9,10.0,1,down,8,1
164,True,406.1029535000416,800.0,33.0,3,False,up,0.25,18,0.28800000000000003,406.10290959998383,355.4576832000166,False,far_3,24,1,0,0.625,2,up,1,0
165,True,355.45763729995815,50.0,50.0,0,True,down,0.25,4,0.064,355.4576844000112,355.4576832000166,True,near_0,24,5,4,3.125,2,down,2,0
166,True,355.45763729995815,50.0,33.0,1,False,up,0.25,8,0.128,355.4576844000112,355.4576832000166,False,far_1,24,5,3,3.125,1,up,4,0
167,True,355.45763729995815,800.0,50.0,2,False,up,0.25,20,0.32,355.4576844000112,415.0638655999792,False,far_2,24,5,2,3.125,2,up,2,0
168,True,415.06390730003477,33.0,100.0,2,True,up,0.25,24,0.384,415.06386309998925,415.0638655999792,False,near_2,24,7,4,4.375,1,up,4,0
169,True,415.06390730003477,33.0,800.0,3,True,down,0.25,36,0.5760000000000001,415.06386309998925,360.3306771000207,True,near_3,24,6,5,3.75,2,down,2,0
170,True,360.33063059995766,800.0,50.0,2,False,up,0.25,20,0.32,360.3306778999977,417.87897269996756,False,far_2,25,6,2,3.75,2,up,2,0
171,True,417.8790150000423,33.0,33.0,0,True,down,0.25,4,0.064,417.8789705999952,417.87897269996756,True,near_0,25,6,5,3.75,2,down,2,0
172,True,417.8790150000423,800.0,33.0,3,False,up,0.25,18,0.28800000000000003,417.8789705999952,368.8881562000315,True,far_3,25,2,1,1.25,2,up,1,0
173,True,368.88810969995393,100.0,800.0,1,True,down,0.25,12,0.192,368.88815699999395,421.0435046999628,False,near_1,24,17,9,10.625,1,down,8,2
174,True,421.04354660003446,50.0,33.0,1,False,up,0.25,8,0.128,421.04350250000425,421.0435046999628,False,far_1,25,6,3,3.75,1,up,4,0
175,True,421.04354660003446,33.0,100.0,2,True,up,0.25,24,0.384,421.04350250000425,421.0435046999628,False,near_2,25,8,4,5.0,1,up,4,0
176,True,421.04354660003446,100.0,33.0,2,False,up,0.25,20,0.32,421.04350250000425,421.0435046999628,True,far_2,26,7,3,4.375,2,up,2,0
177,True,421.04354660003446,33.0,100.0,2,True,up,0.25,24,0.384,421.04350250000425,421.0435046999628,True,near_2,26,9,5,5.625,1,up,4,1
178,True,421.04354660003446,100.0,800.0,1,True,up,0.25,14,0.224,421.04350250000425,390.09693480003625,False,near_1,25,1,0,0.625,1,up,1,0
179,True,390.0968886999617,50.0,50.0,0,True,down,0.25,4,0.064,390.09693559998414,390.09693480003625,True,near_0,26,7,6,4.375,2,down,2,0
