trial,primeIter,primeCorrect,primeTime,primeDepth,stimDepth,diopters,nearToFar,direction,size,intensity,requestedLatency,actualLatency,totalLatency,responseTime,correct,caseLabel,caseTrial,trialsAtStep,stepCorrect,expected,w,direction,stepsize,stepChange
21,3,True,1.5765503000002354,33.0,50.0,1,True,start,0.16666666666666666,28,0.448,0.4953533000079915,0.4953533000079915,0.6103736000368372,True,near_1,3,1,1,0.625,1.0,start,16,0
22,1,True,2.836931199999526,800.0,50.0,2,False,start,0.16666666666666666,12,0.192,0.23369510000338778,0.23369510000338778,0.9050305000273511,False,far_2,4,1,0,0.625,0.5,start,16,0
23,4,True,1.853746000037063,33.0,50.0,1,True,start,0.16666666666666666,12,0.192,0.2285476999823004,0.2285476999823004,0.9806987000047229,False,near_1,4,1,0,0.625,0.5,start,16,0
24,4,True,1.323705399991013,50.0,50.0,0,True,start,0.16666666666666666,12,0.192,0.2506232999730855,0.2506232999730855,0.5468722999794409,True,near_0,4,1,1,0.625,0.5,start,16,0
25,3,True,2.368298999965191,33.0,800.0,3,True,start,0.16666666666666666,12,0.192,0.22943119995761663,0.22943119995761663,1.8399115999927744,False,near_3,4,1,0,0.625,0.5,start,16,0
26,3,True,2.5863765999674797,50.0,800.0,2,True,start,0.16666666666666666,12,0.192,0.2453467000159435,0.2453467000159435,0.9579899000236765,False,near_2,4,1,0,0.625,0.5,start,16,0
27,2,True,1.4632209000410512,800.0,33.0,3,False,up,0.16666666666666666,44,0.704,0.7375669999746606,0.7375669999746606,0.5567942999769002,True,far_3,4,1,1,0.625,0.5,up,8,0
28,1,True,3.1874250999535434,800.0,100.0,1,False,start,0.16666666666666666,12,0.192,0.2361440999666229,0.2361440999666229,0.988544300023932,False,far_1,4,1,0,0.625,0.5,start,16,0
29,1,True,1428.2524186999653,33.0,50.0,1,True,up,0.16666666666666666,28,0.448,0.4775658000144176,0.4775658000144176,0.764634000021033,True,near_1,5,1,1,0.625,0.5,up,8,0
30,2,True,1.7369077000184916,33.0,33.0,0,True,start,0.16666666666666666,0,0.0,0.015937199990730733,0.015937199990730733,1.5417209999868646,False,near_0,5,1,0,0.625,0.5,start,16,0
31,4,True,1.3576782000018284,800.0,33.0,3,False,up,0.16666666666666666,44,0.704,0.7511688999948092,0.7511688999948092,0.47417269996367395,True,far_3,5,2,2,1.25,1,up,8,0
32,1,True,4.460814399993978,100.0,33.0,2,False,up,0.16666666666666666,28,0.448,0.475171500002034,0.475171500002034,0.5554193000425585,True,far_2,5,1,1,0.625,0.5,up,8,0
33,4,True,1.7793920999974944,33.0,800.0,3,True,up,0.16666666666666666,28,0.448,0.48592379997717217,0.48592379997717217,0.788046499947086,True,near_3,5,1,1,0.625,0.5,up,8,0
34,3,True,0.6927740999963135,100.0,50.0,1,False,up,0.16666666666666666,28,0.448,0.5224615000188351,0.5224615000188351,0.41246789996512234,True,far_1,5,1,1,0.625,0.5,up,8,0
35,3,True,2.1527268999489024,33.0,100.0,2,True,up,0.16666666666666666,28,0.448,0.4964756999979727,0.4964756999979727,0.760778299998492,False,near_2,5,1,0,0.625,0.5,up,8,0
36,1,True,3.8166419999906793,800.0,33.0,3,False,up,0.16666666666666666,44,0.704,0.7248769999714568,0.7248769999714568,1.3106621999759227,True,far_3,6,3,3,1.875,1,up,8,0
37,2,True,1.434927400026936,50.0,100.0,1,True,up,0.16666666666666666,28,0.448,0.5062208999879658,0.5062208999879658,0.8254987999680452,True,near_1,6,2,2,1.25,1,up,8,0
38,3,True,1.4998723999597132,50.0,33.0,1,False,up,0.16666666666666666,28,0.448,0.49368720001075417,0.49368720001075417,0.450272899994161,True,far_1,6,2,2,1.25,1,up,8,0
39,2,True,3.3924438999965787,800.0,50.0,2,False,up,0.16666666666666666,28,0.448,0.5009693999891169,0.5009693999891169,0.7727835000259802,True,far_2,6,2,2,1.25,1,up,8,0
