trial,primeIter,primeCorrect,primeTime,primeDepth,stimDepth,diopters,nearToFar,direction,size,intensity,requestedLatency,actualLatency,totalLatency,responseTime,correct,caseLabel,caseTrial,trialsAtStep,stepCorrect,expected,w,direction,stepsize,stepChange
1,2,True,1.1660254999878816,50.0,100.0,1,True,start,0.16666666666666666,60,0.96,1.0251738000079058,1.0251738000079058,0.33659500000067055,True,near_1,1,1,1,0.625,0.5,start,16,0
2,1,True,1.4585270999814384,33.0,100.0,2,True,start,0.16666666666666666,60,0.96,0.9907374999602325,0.9907374999602325,0.3712898999801837,True,near_2,1,1,1,0.625,0.5,start,16,0
3,2,True,9.563573399966117,33.0,800.0,3,True,start,0.16666666666666666,60,0.96,0.9917167000239715,0.9917167000239715,0.4664202000130899,True,near_3,1,1,1,0.625,0.5,start,16,0
4,1,True,3.551349899964407,100.0,33.0,2,False,start,0.16666666666666666,60,0.96,0.9885246999911033,0.9885246999911033,0.7026699999696575,False,far_2,1,1,0,0.625,0.5,start,16,0
5,2,True,1.2422706999932416,800.0,100.0,1,False,start,0.16666666666666666,60,0.96,1.0063944000285119,1.0063944000285119,0.24013480002759025,True,far_1,1,1,1,0.625,0.5,start,16,0
6,4,True,1.5653399000293575,50.0,50.0,0,True,start,0.16666666666666666,60,0.96,1.0392296999925748,1.0392296999925748,0.33614379999926314,True,near_0,1,1,1,0.625,0.5,start,16,0
7,2,True,1.664814200019464,800.0,33.0,3,False,start,0.16666666666666666,60,0.96,0.9854384000063874,0.9854384000063874,0.386539300030563,True,far_3,1,1,1,0.625,0.5,start,16,0
8,2,True,1.7908518000040203,50.0,800.0,2,True,start,0.16666666666666666,44,0.704,0.7556808999506757,0.7556808999506757,0.6479654000140727,True,near_2,2,1,1,0.625,1.0,start,16,0
9,3,True,2.9346144999726675,100.0,800.0,1,True,start,0.16666666666666666,44,0.704,0.7685072000022046,0.7685072000022046,1.695337400014978,False,near_1,2,1,0,0.625,1.0,start,16,0
10,3,True,6.683844500046689,800.0,100.0,1,False,start,0.16666666666666666,44,0.704,0.7674491000361741,0.7674491000361741,0.47896209999453276,True,far_1,2,1,1,0.625,1.0,start,16,0
11,3,True,3.4072533000144176,100.0,33.0,2,False,start,0.16666666666666666,60,0.96,1.0239835000247695,1.0239835000247695,0.3656090999720618,True,far_2,2,2,1,1.25,1.0,start,16,0
12,2,True,1.354545500013046,50.0,50.0,0,True,start,0.16666666666666666,44,0.704,0.7416433999896981,0.7416433999896981,0.3394141999888234,True,near_0,2,1,1,0.625,1.0,start,16,0
13,2,True,1.47067850001622,800.0,33.0,3,False,start,0.16666666666666666,44,0.704,0.734602399985306,0.734602399985306,0.5439096999471076,True,far_3,2,1,1,0.625,1.0,start,16,0
14,3,True,1.2476470000110567,33.0,800.0,3,True,start,0.16666666666666666,44,0.704,0.7378444999922067,0.7378444999922067,0.6711716999998316,True,near_3,2,1,1,0.625,1.0,start,16,0
15,2,True,1.594041100004688,800.0,33.0,3,False,start,0.16666666666666666,28,0.448,0.4831044999882579,0.4831044999882579,1.231437599984929,True,far_3,3,1,1,0.625,1.0,start,16,0
16,1,True,3.8327952999970876,50.0,100.0,1,True,start,0.16666666666666666,44,0.704,0.7464878999744542,0.7464878999744542,0.4272415000014007,True,near_1,3,2,1,1.25,1.0,start,16,0
17,1,True,1.5921966000460088,50.0,33.0,1,False,start,0.16666666666666666,28,0.448,0.46977460000198334,0.46977460000198334,0.9443814000114799,True,far_1,3,1,1,0.625,1.0,start,16,0
18,1,True,1.6578384999884292,33.0,800.0,3,True,start,0.16666666666666666,28,0.448,0.47594249999383464,0.47594249999383464,1.6423756000003777,True,near_3,3,1,1,0.625,1.0,start,16,0
19,2,True,1.3666273999842815,50.0,800.0,2,True,start,0.16666666666666666,28,0.448,0.5004906000103801,0.5004906000103801,0.9688823000178672,True,near_2,3,1,1,0.625,1.0,start,16,0
20,3,True,1.3093103999854065,800.0,800.0,0,True,start,0.16666666666666666,28,0.448,0.4986351000261493,0.4986351000261493,0.44866920000640675,True,near_0,3,1,1,0.625,1.0,start,16,0
21,1,True,6.414534699986689,800.0,50.0,2,False,start,0.16666666666666666,44,0.704,0.7465235000126995,0.7465235000126995,0.41084350005257875,True,far_2,3,1,1,0.625,1.0,start,16,0
22,4,True,1.2235505999997258,800.0,33.0,3,False,start,0.16666666666666666,12,0.192,0.24143170000752434,0.24143170000752434,2.2344219000078738,False,far_3,4,1,0,0.625,0.5,start,16,0
23,4,True,2.01385940000182,100.0,50.0,1,False,start,0.16666666666666666,12,0.192,0.2680793000035919,0.2680793000035919,3.0136698000133038,True,far_1,4,1,1,0.625,0.5,start,16,0
24,1,True,2.6558186000329442,33.0,800.0,3,True,start,0.16666666666666666,12,0.192,0.2143443000386469,0.2143443000386469,1.2039858000352979,False,near_3,4,1,0,0.625,0.5,start,16,0
25,1,True,1.3146185000077821,50.0,100.0,1,True,start,0.16666666666666666,28,0.448,0.48653350002132356,0.48653350002132356,0.7072255000239238,True,near_1,4,1,1,0.625,0.5,start,16,0
26,2,True,2.7124164999695495,33.0,100.0,2,True,start,0.16666666666666666,12,0.192,0.23172949999570847,0.23172949999570847,1.1590200000209734,True,near_2,4,1,1,0.625,0.5,start,16,0
27,1,True,1.2676412999862805,50.0,50.0,0,True,start,0.16666666666666666,12,0.192,0.23133969999616966,0.23133969999616966,0.619560300023295,True,near_0,4,1,1,0.625,0.5,start,16,0
28,4,True,0.8460630999761634,100.0,33.0,2,False,start,0.16666666666666666,28,0.448,0.520336999965366,0.520336999965366,1.0640745999990031,True,far_2,4,1,1,0.625,0.5,start,16,0
29,2,True,2.0458840999635868,33.0,800.0,3,True,up,0.16666666666666666,20,0.32,0.35538419999647886,0.35538419999647886,5.238973600033205,False,near_3,5,1,0,0.625,0.5,up,8,0
