trial,primeCorrect,primeTime,primeDepth,stimDepth,diopters,nearToFar,orientation,contrast,frequency,intensity,requestedLatency,actualLatency,responseTime,correct,caseLabel,caseTrial,trialsAtStep,stepCorrect,expected,w,direction,stepsize,stepChange
1,True,10.725480600027367,800.0,33.0,3,False,90,1.0,[20. 20.],60,0.96,0.9622812999878079,0.42743289982900023,True,far_3,1,1,1,0.75,0.5,start,8,0
2,True,4.541367100086063,33.0,800.0,3,True,90,1.0,[20. 20.],60,0.96,0.9654117999598384,0.3703122998122126,True,near_3,1,1,1,0.75,0.5,start,8,0
