trial,primeCorrect,primeTime,primeDepth,stimDepth,diopters,nearToFar,direction,size,intensity,requestedLatency,actualLatency,responseTime,correct,caseLabel,caseTrial,trialsAtStep,stepCorrect,expected,w,direction,stepsize,stepChange
1,True,0,100.0,50.0,1,False,start,0.25,60,0.96,0,0,True,far_1,1,1,1,0.75,0.5,start,8,0
2,True,0,33.0,800.0,3,True,start,0.25,60,0.96,0,0,True,near_3,1,1,1,0.75,0.5,start,8,0
3,True,0,33.0,100.0,2,True,start,0.25,60,0.96,0,0,True,near_2,1,1,1,0.75,0.5,start,8,0
4,True,0,800.0,33.0,3,False,start,0.25,60,0.96,0,0,True,far_3,1,1,1,0.75,0.5,start,8,0
5,True,0,100.0,33.0,2,False,start,0.25,60,0.96,0,0,True,far_2,1,1,1,0.75,0.5,start,8,0
6,True,0,800.0,800.0,0,True,start,0.25,60,0.96,0,0,True,near_0,1,1,1,0.75,0.5,start,8,0
7,True,0,50.0,100.0,1,True,start,0.25,60,0.96,0,0,True,near_1,1,1,1,0.75,0.5,start,8,0
8,True,0,800.0,33.0,3,False,start,0.25,60,0.96,0,0,True,far_3,2,2,2,1.5,1.0,start,8,0
9,True,0,33.0,800.0,3,True,start,0.25,60,0.96,0,0,True,near_3,2,2,2,1.5,1.0,start,8,0
10,True,0,800.0,100.0,1,False,start,0.25,60,0.96,0,0,True,far_1,2,2,2,1.5,1.0,start,8,0
11,True,0,100.0,33.0,2,False,start,0.25,60,0.96,0,0,True,far_2,2,2,2,1.5,1.0,start,8,0
12,True,0,50.0,50.0,0,True,start,0.25,60,0.96,0,0,True,near_0,2,2,2,1.5,1.0,start,8,0
13,True,0,50.0,800.0,2,True,start,0.25,60,0.96,0,0,True,near_2,2,2,2,1.5,1.0,start,8,0
14,True,0,100.0,800.0,1,True,start,0.25,60,0.96,0,0,True,near_1,2,2,2,1.5,1.0,start,8,0
15,True,0,33.0,100.0,2,True,start,0.25,60,0.96,0,0,True,near_2,3,3,3,2.25,1.0,start,8,0
16,True,0,33.0,800.0,3,True,start,0.25,60,0.96,0,0,True,near_3,3,3,3,2.25,1.0,start,8,0
17,True,0,50.0,33.0,1,False,start,0.25,60,0.96,0,0,True,far_1,3,3,3,2.25,1.0,start,8,0
18,True,0,33.0,50.0,1,True,start,0.25,60,0.96,0,0,True,near_1,3,3,3,2.25,1.0,start,8,0
19,True,0,100.0,33.0,2,False,start,0.25,60,0.96,0,0,True,far_2,3,3,3,2.25,1.0,start,8,0
20,True,0,50.0,50.0,0,True,start,0.25,60,0.96,0,0,True,near_0,3,3,3,2.25,1.0,start,8,0
21,True,0,800.0,33.0,3,False,start,0.25,60,0.96,0,0,True,far_3,3,3,3,2.25,1.0,start,8,0
22,True,0,100.0,33.0,2,False,down,0.25,52,0.8320000000000001,0,0,True,far_2,4,1,1,0.75,0.5,down,8,0
23,True,0,33.0,800.0,3,True,down,0.25,52,0.8320000000000001,0,0,True,near_3,4,1,1,0.75,0.5,down,8,0
24,True,0,33.0,33.0,0,True,down,0.25,52,0.8320000000000001,0,0,True,near_0,4,1,1,0.75,0.5,down,8,0
25,True,0,50.0,100.0,1,True,down,0.25,52,0.8320000000000001,0,0,True,near_1,4,1,1,0.75,0.5,down,8,0
26,True,0,800.0,33.0,3,False,down,0.25,52,0.8320000000000001,0,0,True,far_3,4,1,1,0.75,0.5,down,8,0
27,True,0,33.0,100.0,2,True,down,0.25,52,0.8320000000000001,0,0,True,near_2,4,1,1,0.75,0.5,down,8,0
28,True,0,100.0,50.0,1,False,down,0.25,52,0.8320000000000001,0,0,True,far_1,4,1,1,0.75,0.5,down,8,0
29,True,0,33.0,800.0,3,True,down,0.25,52,0.8320000000000001,0,0,True,near_3,5,2,2,1.5,1.0,down,8,0
30,True,0,50.0,800.0,2,True,down,0.25,52,0.8320000000000001,0,0,True,near_2,5,2,2,1.5,1.0,down,8,0
31,True,0,800.0,800.0,0,True,down,0.25,52,0.8320000000000001,0,0,True,near_0,5,2,2,1.5,1.0,down,8,0
32,True,0,800.0,100.0,1,False,down,0.25,52,0.8320000000000001,0,0,True,far_1,5,2,2,1.5,1.0,down,8,0
33,True,0,100.0,33.0,2,False,down,0.25,52,0.8320000000000001,0,0,True,far_2,5,2,2,1.5,1.0,down,8,0
34,True,0,33.0,50.0,1,True,down,0.25,52,0.8320000000000001,0,0,True,near_1,5,2,2,1.5,1.0,down,8,0
