trial,primeCorrect,primeTime,primeDepth,stimDepth,diopters,nearToFar,orientation,contrast,frequency,intensity,requestedLatency,actualLatency,responseTime,correct,caseLabel,caseTrial,trialsAtStep,stepCorrect,expected,w,direction,stepsize,stepChange
157,True,2.2896369001828134,33.0,33.0,0,True,90,1.0,[14. 14.],2,0.032,0.03402350004762411,0.5361120000015944,True,near_0,23,9,9,6.75,2,down,1,1
158,True,5.123514200095087,50.0,100.0,1,True,90,1.0,[14. 14.],2,0.032,0.03833679994568229,0.6111228000372648,True,near_1,23,9,9,6.75,2,down,1,1
159,True,1.1247829999774694,100.0,33.0,2,False,90,1.0,[14. 14.],6,0.096,0.09925389988347888,0.5738808000460267,True,far_2,22,6,5,4.5,1,up,2,0
160,True,3.8614954000804573,100.0,50.0,1,False,90,1.0,[14. 14.],2,0.032,0.03891419991850853,1.2700462001375854,True,far_1,23,7,7,5.25,2,down,1,0
161,True,1.7629740999545902,33.0,100.0,2,True,90,1.0,[14. 14.],9,0.14400000000000002,0.18257679999805987,0.5793795001227409,True,near_2,22,4,4,3.0,2,up,1,0
162,True,1.55790779995732,33.0,100.0,2,True,0,1.0,[14. 14.],9,0.14400000000000002,0.14882230013608932,0.7782093998976052,False,near_2,23,5,4,3.75,2,up,1,0
163,True,1.1930563999339938,100.0,100.0,0,True,0,1.0,[14. 14.],1,0.016,0.021150300046429038,0.677778699900955,True,near_0,24,1,1,0.75,2,down,1,0
164,True,1.7587297998834401,800.0,33.0,3,False,0,1.0,[14. 14.],9,0.14400000000000002,0.1470025999005884,0.733791199978441,False,far_3,24,3,1,2.25,2,up,1,0
165,True,2.018853399902582,100.0,50.0,1,False,90,1.0,[14. 14.],2,0.032,0.03558399993926287,0.5790408998727798,True,far_1,24,8,8,6.0,2,down,1,0
166,True,1.4553868998773396,33.0,800.0,3,True,90,1.0,[14. 14.],8,0.128,0.13299959991127253,0.986163399880752,True,near_3,23,1,1,0.75,1,up,2,0
167,True,1.8072035000659525,800.0,50.0,2,False,90,1.0,[14. 14.],6,0.096,0.10026609990745783,0.6830323999747634,True,far_2,23,7,6,5.25,1,up,2,0
168,True,1.7240513998549432,50.0,100.0,1,True,90,1.0,[14. 14.],1,0.016,0.020938899833709,1.2754018001724035,True,near_1,24,1,1,0.75,2,down,1,0
169,True,1.6014217999763787,50.0,50.0,0,True,0,1.0,[14. 14.],1,0.016,0.02373560005798936,0.5127357998862863,True,near_0,25,2,2,1.5,2,down,1,0
170,True,4.25041459989734,33.0,800.0,3,True,90,1.0,[14. 14.],8,0.128,0.1318792998790741,0.8496757000684738,False,near_3,24,2,1,1.5,1,up,2,0
171,True,1.4051859001629055,50.0,800.0,2,True,90,1.0,[14. 14.],9,0.14400000000000002,0.14802660001441836,0.5550579999107867,False,near_2,24,6,4,4.5,2,up,1,0
172,True,1.4089768000412732,800.0,33.0,3,False,90,1.0,[14. 14.],9,0.14400000000000002,0.1463095999788493,0.6951148000080138,True,far_3,25,4,2,3.0,2,up,1,0
173,True,2.236133199883625,33.0,50.0,1,True,0,1.0,[14. 14.],1,0.016,0.02044899994507432,0.5627878999803215,True,near_1,25,2,2,1.5,2,down,1,0
174,True,2.11341720004566,100.0,33.0,2,False,0,1.0,[14. 14.],6,0.096,0.09839709987863898,0.5959817999973893,True,far_2,24,8,7,6.0,1,up,2,0
175,True,1.4003375000320375,50.0,33.0,1,False,90,1.0,[14. 14.],2,0.032,0.03418719978071749,0.5527208999264985,True,far_1,25,9,9,6.75,2,down,1,1
176,True,1.643606400117278,800.0,800.0,0,True,90,1.0,[14. 14.],1,0.016,0.019990799948573112,0.6400461001321673,True,near_0,26,3,3,2.25,2,down,1,0
177,True,3.3074648999609053,800.0,50.0,2,False,90,1.0,[14. 14.],6,0.096,0.10274589993059635,0.48564179986715317,True,far_2,25,9,8,6.75,1,up,2,1
178,True,3.071371000027284,33.0,100.0,2,True,90,1.0,[14. 14.],9,0.14400000000000002,0.1503316001035273,0.5226443998981267,True,near_2,25,7,5,5.25,2,up,1,0
179,True,2.010838699992746,800.0,100.0,1,False,0,1.0,[14. 14.],1,0.016,0.020790900103747845,0.6699643000029027,True,far_1,26,1,1,0.75,2,down,1,0
180,True,3.2006647000089288,33.0,800.0,3,True,0,1.0,[14. 14.],8,0.128,0.13174380012787879,0.7807128999847919,False,near_3,25,3,1,2.25,1,up,2,0
181,True,1.33672900008969,800.0,33.0,3,False,90,1.0,[14. 14.],9,0.14400000000000002,0.14620940014719963,0.7016998000908643,True,far_3,26,5,3,3.75,2,up,1,0
182,True,2.1107315998524427,33.0,50.0,1,True,0,1.0,[14. 14.],1,0.016,0.020181499887257814,0.615601200144738,True,near_1,26,3,3,2.25,2,down,1,0
183,True,1.2371259999927133,50.0,800.0,2,True,90,1.0,[14. 14.],9,0.14400000000000002,0.14783629984594882,0.6726404000073671,True,near_2,26,8,6,6.0,2,up,1,0
184,True,1.5349971998948604,100.0,100.0,0,True,0,1.0,[14. 14.],1,0.016,0.02020040014758706,0.5842798000667244,True,near_0,27,4,4,3.0,2,down,1,0
185,True,2.144607499940321,800.0,33.0,3,False,90,1.0,[14. 14.],9,0.14400000000000002,0.14608460012823343,0.7221158999018371,False,far_3,27,6,3,4.5,2,up,1,0
186,True,3.007474899990484,800.0,50.0,2,False,0,1.0,[14. 14.],5,0.08,0.08627980016171932,0.6203523001167923,True,far_2,26,1,1,0.75,1,down,1,0
187,True,6.2279254999011755,33.0,800.0,3,True,0,1.0,[14. 14.],10,0.16,0.16293160011991858,1.24067180021666,True,near_3,26,1,1,0.75,1,up,4,0
188,True,3.9780528000555933,800.0,100.0,1,False,90,1.0,[14. 14.],1,0.016,0.02154690003953874,2.097908199997619,False,far_1,27,2,1,1.5,2,down,1,0
189,True,3.2579857998061925,33.0,50.0,1,True,0,1.0,[14. 14.],1,0.016,0.021382400067523122,0.5279283998534083,True,near_1,27,4,4,3.0,2,down,1,0
190,True,2.989644099958241,100.0,33.0,2,False,90,1.0,[14. 14.],5,0.08,0.08285699994303286,0.5590678001753986,True,far_2,27,2,2,1.5,2,down,1,0
191,True,6.259846500121057,800.0,33.0,3,False,0,1.0,[14. 14.],9,0.14400000000000002,0.1474154000170529,0.8643837999552488,False,far_3,28,7,3,5.25,2,up,1,0
192,True,2.2021863001864403,50.0,800.0,2,True,90,1.0,[14. 14.],9,0.14400000000000002,0.146948000183329,0.8863130998797715,True,near_2,27,9,7,6.75,2,up,1,1
193,True,1.7377100000157952,33.0,33.0,0,True,0,1.0,[14. 14.],1,0.016,0.01994400005787611,0.5060795000754297,True,near_0,28,5,5,3.75,2,down,1,0
194,True,4.677516499999911,100.0,50.0,1,False,0,1.0,[14. 14.],1,0.016,0.021851700032129884,0.5662938000168651,True,far_1,28,3,2,2.25,2,down,1,0
195,True,1.8733910999726504,33.0,800.0,3,True,0,1.0,[14. 14.],10,0.16,0.16459020017646253,1.0076314001344144,True,near_3,27,2,2,1.5,1,up,4,0
196,True,1.6544307000003755,100.0,800.0,1,True,0,1.0,[14. 14.],1,0.016,0.056418600026518106,0.7082285000942647,True,near_1,28,5,5,3.75,2,down,1,0
197,True,2.57408279995434,33.0,800.0,3,True,90,1.0,[14. 14.],10,0.16,0.16499110008589923,0.7859902000054717,False,near_3,28,3,2,2.25,1,up,4,0
198,True,1.658407400129363,33.0,50.0,1,True,90,1.0,[14. 14.],1,0.016,0.0210274001583457,0.4755798999685794,True,near_1,29,6,6,4.5,2,down,1,0
199,True,1.330541100120172,50.0,33.0,1,False,0,1.0,[14. 14.],1,0.016,0.01922059990465641,0.599877200089395,True,far_1,29,4,3,3.0,2,down,1,0
200,True,1.975752499885857,800.0,33.0,3,False,0,1.0,[14. 14.],10,0.16,0.16263390006497502,0.8250421998091042,True,far_3,29,1,1,0.75,2,up,1,0
201,True,1.5582689000293612,33.0,100.0,2,True,90,1.0,[14. 14.],9,0.14400000000000002,0.15109250019304454,1.7921267000492662,False,near_2,28,10,7,7.5,2,up,1,1
202,True,1.7505650001112372,33.0,33.0,0,True,0,1.0,[14. 14.],1,0.016,0.02000169991515577,0.5927182999439538,True,near_0,29,6,6,4.5,2,down,1,0
203,True,2.0189006000291556,800.0,50.0,2,False,0,1.0,[14. 14.],5,0.08,0.08425500011071563,0.537593699991703,True,far_2,28,3,3,2.25,2,down,1,0
204,True,3.769445599988103,50.0,50.0,0,True,0,1.0,[14. 14.],1,0.016,0.022603800054639578,0.5255800001323223,True,near_0,30,7,7,5.25,2,down,1,0
205,True,1.0751080000773072,50.0,100.0,1,True,90,1.0,[14. 14.],1,0.016,0.02157840016297996,0.6121831000782549,True,near_1,30,7,7,5.25,2,down,1,0
206,True,2.109625000040978,50.0,800.0,2,True,0,1.0,[14. 14.],9,0.14400000000000002,0.14689429989084601,0.778191199991852,True,near_2,29,11,8,8.25,2,up,1,1
207,True,1.3779632998630404,100.0,33.0,2,False,90,1.0,[14. 14.],5,0.08,0.08188509987667203,0.5604582999367267,True,far_2,29,4,4,3.0,2,down,1,0
208,True,1.2350870999507606,33.0,800.0,3,True,90,1.0,[14. 14.],10,0.16,0.165149400010705,1.534490599995479,True,near_3,29,4,3,3.0,1,up,4,0
209,True,1.365165099967271,100.0,50.0,1,False,0,1.0,[14. 14.],1,0.016,0.021646599983796477,0.7148027000948787,True,far_1,30,5,4,3.75,2,down,1,0
210,True,1.8306247000582516,800.0,33.0,3,False,0,1.0,[14. 14.],10,0.16,0.16300810012035072,1.237194700166583,False,far_3,30,2,1,1.5,2,up,1,0
211,True,5.717077600071207,33.0,800.0,3,True,90,1.0,[14. 14.],10,0.16,0.16387829999439418,0.6558945002034307,False,near_3,30,5,3,3.75,1,up,4,0
212,True,1.7167779000010341,100.0,50.0,1,False,90,1.0,[14. 14.],1,0.016,0.022180699976161122,0.880691499914974,False,far_1,31,6,4,4.5,2,down,1,0
213,True,2.108098200056702,800.0,50.0,2,False,0,1.0,[14. 14.],5,0.08,0.08623649994842708,0.6672473999205977,True,far_2,30,5,5,3.75,2,down,1,0
214,True,4.698218199890107,50.0,100.0,1,True,90,1.0,[14. 14.],1,0.016,0.021106800064444542,0.6819508001208305,True,near_1,31,8,8,6.0,2,down,1,0
215,True,1.5069994002114981,800.0,800.0,0,True,0,1.0,[14. 14.],1,0.016,0.019215899985283613,0.6330206000711769,True,near_0,31,8,8,6.0,2,down,1,0
216,True,1.7325573000125587,50.0,800.0,2,True,0,1.0,[14. 14.],9,0.14400000000000002,0.14709060010500252,0.6083025999832898,True,near_2,30,12,9,9.0,2,up,1,1
217,True,1.4477140000090003,800.0,33.0,3,False,0,1.0,[14. 14.],10,0.16,0.16381950001232326,0.7807293001096696,True,far_3,31,3,2,2.25,2,up,1,0
218,True,1.8206001999787986,33.0,100.0,2,True,0,1.0,[14. 14.],9,0.14400000000000002,0.14834899990819395,0.6269427000079304,True,near_2,31,13,10,9.75,2,up,1,1
219,True,3.143298099981621,800.0,33.0,3,False,90,1.0,[14. 14.],10,0.16,0.1627777002286166,1.2220785999670625,False,far_3,32,4,2,3.0,2,up,1,0
220,True,2.0228133001364768,100.0,33.0,2,False,0,1.0,[14. 14.],5,0.08,0.08187499991618097,0.8456216000486165,True,far_2,31,6,6,4.5,2,down,1,0
221,True,1.2160332000348717,33.0,800.0,3,True,90,1.0,[14. 14.],10,0.16,0.16354430001229048,0.6740359000395983,False,near_3,31,6,3,4.5,1,up,4,0
222,True,1.4179301999974996,100.0,50.0,1,False,90,1.0,[14. 14.],1,0.016,0.022467499831691384,3.4387763999402523,True,far_1,32,7,5,5.25,2,down,1,0
223,True,1.9891119000967592,33.0,100.0,2,True,0,1.0,[14. 14.],9,0.14400000000000002,0.14876579982228577,0.6146684000268579,True,near_2,32,14,11,10.5,2,up,1,1
224,True,1.3155757999047637,33.0,800.0,3,True,0,1.0,[14. 14.],14,0.224,0.2280822000466287,0.6243776001501828,True,near_3,32,1,1,0.75,1,up,8,0
225,True,1.7360644999425858,800.0,33.0,3,False,90,1.0,[14. 14.],10,0.16,0.16207799990661442,0.7290629001799971,False,far_3,33,5,2,3.75,2,up,1,0
226,True,2.1399311998393387,800.0,100.0,1,False,90,1.0,[14. 14.],1,0.016,0.024053999921306968,0.6307423000689596,True,far_1,33,8,6,6.0,2,down,1,0
227,True,3.2489994999486953,100.0,33.0,2,False,0,1.0,[14. 14.],5,0.08,0.08190680015832186,0.8068509998265654,True,far_2,32,7,7,5.25,2,down,1,0
228,True,2.1046607999596745,800.0,33.0,3,False,0,1.0,[14. 14.],10,0.16,0.16377740004099905,0.5718747000209987,True,far_3,34,6,3,4.5,2,up,1,0
229,True,2.6313714999705553,50.0,800.0,2,True,90,1.0,[14. 14.],9,0.14400000000000002,0.14718560012988746,0.8346078000031412,False,near_2,33,15,11,11.25,2,up,1,1
230,True,2.1430524999741465,33.0,800.0,3,True,90,1.0,[14. 14.],14,0.224,0.2267930000089109,0.5395290998276323,False,near_3,33,2,1,1.5,0.5,up,8,0
231,True,3.369830699870363,100.0,33.0,2,False,0,1.0,[14. 14.],5,0.08,0.0840137000195682,0.553184499964118,True,far_2,33,8,8,6.0,2,down,1,0
232,True,1.9573407999705523,33.0,800.0,3,True,90,1.0,[14. 14.],14,0.224,0.22907630004920065,0.6390808001160622,False,near_3,34,3,1,2.25,0.5,up,8,0
233,True,2.1783853999804705,33.0,100.0,2,True,90,1.0,[14. 14.],9,0.14400000000000002,0.15214230003766716,1.0531327000353485,True,near_2,34,16,12,12.0,2,up,1,1
234,True,1.4910579998977482,800.0,33.0,3,False,0,1.0,[14. 14.],10,0.16,0.16382090002298355,0.7055657999590039,True,far_3,35,7,4,5.25,2,up,1,0
235,True,1.6459721000865102,800.0,33.0,3,False,0,1.0,[14. 14.],10,0.16,0.1623956998810172,0.8228142999578267,True,far_3,36,8,5,6.0,2,up,1,0
236,True,3.2548634000122547,33.0,800.0,3,True,0,1.0,[14. 14.],22,0.352,0.3570624999701977,2.343762200092897,False,near_3,35,1,0,0.75,0.5,up,8,0
237,True,1.6545414999127388,800.0,33.0,3,False,90,1.0,[14. 14.],10,0.16,0.1624218998476863,1.1141919000074267,False,far_3,37,9,5,6.75,2,up,1,1
238,True,1.2694808000233024,33.0,800.0,3,True,90,1.0,[14. 14.],30,0.48,0.48415899998508394,0.6183214001357555,True,near_3,36,1,1,0.75,0.5,up,8,0
239,True,2.420412400038913,800.0,33.0,3,False,0,1.0,[14. 14.],10,0.16,0.16209160001017153,1.1751657000277191,False,far_3,38,10,5,7.5,2,up,1,1
240,True,1.943876199889928,33.0,800.0,3,True,90,1.0,[14. 14.],30,0.48,0.4830962000414729,0.5134953998494893,True,near_3,37,2,2,1.5,0.5,up,8,0
241,True,2.026694999774918,33.0,800.0,3,True,90,1.0,[14. 14.],30,0.48,0.4844048998784274,0.3624965001363307,True,near_3,38,3,3,2.25,0.5,up,8,0
242,True,6.686324699781835,800.0,33.0,3,False,0,1.0,[14. 14.],11,0.176,0.1782911999616772,0.7400322000030428,False,far_3,39,1,0,0.75,2,up,1,0
243,True,0.9519158999901265,33.0,800.0,3,True,90,1.0,[14. 14.],22,0.352,0.36344469990581274,0.4770664998795837,True,near_3,39,1,1,0.75,0.5,down,4,0
244,True,1.9491806000005454,800.0,33.0,3,False,90,1.0,[14. 14.],11,0.176,0.17895910004153848,0.8664879000280052,True,far_3,40,2,1,1.5,2,up,1,0
245,True,1.8626363000366837,800.0,33.0,3,False,90,1.0,[14. 14.],11,0.176,0.17824449995532632,0.9681247998960316,True,far_3,41,3,2,2.25,2,up,1,0
246,True,2.126879299990833,33.0,800.0,3,True,90,1.0,[14. 14.],22,0.352,0.3564336998388171,0.5036327999550849,True,near_3,40,2,2,1.5,1,down,4,0
247,True,1.7757708998396993,800.0,33.0,3,False,0,1.0,[14. 14.],11,0.176,0.1792063000611961,0.8070345998276025,False,far_3,42,4,2,3.0,2,up,1,0
248,True,2.1477349000051618,33.0,800.0,3,True,0,1.0,[14. 14.],22,0.352,0.3579412999097258,0.436271799961105,True,near_3,41,3,3,2.25,1,down,4,0
249,True,2.3220971999689937,800.0,33.0,3,False,90,1.0,[14. 14.],11,0.176,0.17839329992420971,0.6639479999430478,True,far_3,43,5,3,3.75,2,up,1,0
250,True,3.8020437001250684,33.0,800.0,3,True,90,1.0,[14. 14.],22,0.352,0.3546691997908056,0.5062528001144528,True,near_3,42,4,4,3.0,1,down,4,0
251,True,1.2007399001158774,800.0,33.0,3,False,90,1.0,[14. 14.],11,0.176,0.18010980007238686,0.7441728999838233,True,far_3,44,6,4,4.5,2,up,1,0
252,True,5.38428910006769,33.0,800.0,3,True,0,1.0,[14. 14.],22,0.352,0.3565478001255542,0.7661218999419361,True,near_3,43,5,5,3.75,1,down,4,0
253,True,6.6482926001772285,33.0,800.0,3,True,90,1.0,[14. 14.],18,0.28800000000000003,0.2910074000246823,0.6314559001475573,True,near_3,44,1,1,0.75,1,down,4,0
254,True,4.839014299912378,800.0,33.0,3,False,0,1.0,[14. 14.],11,0.176,0.1782645001076162,0.6884870000649244,False,far_3,45,7,4,5.25,2,up,1,0
255,True,14.308926899917424,33.0,800.0,3,True,90,1.0,[14. 14.],18,0.28800000000000003,0.29300469998270273,0.9799600001424551,True,near_3,45,2,2,1.5,1,down,4,0
256,True,3.605211399961263,800.0,33.0,3,False,0,1.0,[14. 14.],11,0.176,0.1789557000156492,0.7906704000197351,True,far_3,46,8,5,6.0,2,up,1,0
257,True,1.0985170998610556,33.0,800.0,3,True,90,1.0,[14. 14.],18,0.28800000000000003,0.2915089000016451,0.659583400003612,True,near_3,46,3,3,2.25,1,down,4,0
258,True,1.8247430000919849,800.0,33.0,3,False,90,1.0,[14. 14.],11,0.176,0.17913409997709095,0.7195674001704901,True,far_3,47,9,6,6.75,2,up,1,1
259,True,1.7607746999710798,800.0,33.0,3,False,0,1.0,[14. 14.],11,0.176,0.17833829997107387,0.9858504999428988,False,far_3,48,10,6,7.5,2,up,1,1
260,True,1.5201381999067962,33.0,800.0,3,True,0,1.0,[14. 14.],18,0.28800000000000003,0.29277030006051064,0.5100688000675291,True,near_3,47,4,4,3.0,1,down,4,0
261,True,1.3070565001107752,33.0,800.0,3,True,0,1.0,[14. 14.],18,0.28800000000000003,0.2922018999233842,0.6406417998950928,True,near_3,48,5,5,3.75,1,down,4,0
262,True,1.7359430000651628,800.0,33.0,3,False,0,1.0,[14. 14.],11,0.176,0.17807379993610084,1.009590300032869,True,far_3,49,11,7,8.25,2,up,1,1
263,True,1.3489289002027363,33.0,800.0,3,True,90,1.0,[14. 14.],14,0.224,0.22703450010158122,0.5832437998615205,True,near_3,49,1,1,0.75,1,down,4,0
264,True,3.047816399950534,800.0,33.0,3,False,0,1.0,[14. 14.],11,0.176,0.17789630009792745,0.6859657000750303,True,far_3,50,12,8,9.0,2,up,1,1
265,True,1.8510890998877585,800.0,33.0,3,False,0,1.0,[14. 14.],11,0.176,0.17812459985725582,0.638962100027129,True,far_3,51,13,9,9.75,2,up,1,1
266,True,1.4388777001295239,33.0,800.0,3,True,0,1.0,[14. 14.],14,0.224,0.22804609988816082,0.7537028999067843,True,near_3,50,2,2,1.5,1,down,4,0
267,True,1.7454142000060529,33.0,800.0,3,True,0,1.0,[14. 14.],14,0.224,0.2281448000576347,0.6504668998531997,True,near_3,51,3,3,2.25,1,down,4,0
268,True,3.3441476998850703,800.0,33.0,3,False,90,1.0,[14. 14.],11,0.176,0.1798909001518041,0.9324391998816282,False,far_3,52,14,9,10.5,2,up,1,1
269,True,1.5230625001713634,800.0,33.0,3,False,90,1.0,[14. 14.],11,0.176,0.17819130001589656,0.5973628000356257,True,far_3,53,15,10,11.25,2,up,1,1
270,True,1.3221007001120597,33.0,800.0,3,True,0,1.0,[14. 14.],14,0.224,0.22666590008884668,0.8955971000250429,False,near_3,52,4,3,3.0,1,down,4,0
271,True,1.842891399981454,800.0,33.0,3,False,90,1.0,[14. 14.],11,0.176,0.1774540999904275,0.5370227999519557,True,far_3,54,16,11,12.0,2,up,1,1
272,True,1.406140899984166,33.0,800.0,3,True,90,1.0,[14. 14.],14,0.224,0.22788050002418458,0.6510938000865281,True,near_3,53,5,4,3.75,1,down,4,0
273,True,1.8619371000677347,33.0,800.0,3,True,90,1.0,[14. 14.],14,0.224,0.2283775000832975,0.524047699989751,True,near_3,54,6,5,4.5,1,down,4,0
274,True,1.6345969000831246,33.0,800.0,3,True,90,1.0,[14. 14.],14,0.224,0.22785229980945587,0.6184698999859393,True,near_3,55,7,6,5.25,1,down,4,0
275,True,1.8260966001544148,33.0,800.0,3,True,90,1.0,[14. 14.],14,0.224,0.227475400082767,0.5577143002301455,True,near_3,56,8,7,6.0,1,down,4,0
276,True,2.6083760000765324,33.0,800.0,3,True,0,1.0,[14. 14.],14,0.224,0.2283824000041932,0.7230020000133663,False,near_3,57,9,7,6.75,1,down,4,1
277,True,1.6900649999734014,33.0,800.0,3,True,0,1.0,[14. 14.],14,0.224,0.22862339997664094,1.0192495000083,False,near_3,58,10,7,7.5,1,down,4,1
278,True,1.477707700105384,33.0,800.0,3,True,0,1.0,[14. 14.],14,0.224,0.22868900001049042,0.915517499903217,False,near_3,59,11,7,8.25,1,down,4,1
279,True,1.8204896000679582,33.0,800.0,3,True,90,1.0,[14. 14.],16,0.256,0.25995080010034144,0.4606982001569122,True,near_3,60,1,1,0.75,1,up,1,0
280,True,1.6959640998393297,33.0,800.0,3,True,0,1.0,[14. 14.],16,0.256,0.2605489999987185,1.0330473999492824,False,near_3,61,2,1,1.5,2,up,1,0
281,False,2.8732255999930203,33.0,800.0,3,True,90,1.0,[14. 14.],16,0.256,0.2600040999241173,0.43396029993891716,True,near_3,62,3,2,2.25,2,up,1,0
282,True,2.882831299910322,33.0,800.0,3,True,90,1.0,[14. 14.],16,0.256,0.2597576000262052,0.4749781000427902,True,near_3,62,3,2,2.25,2,up,1,0
283,False,2.1131879999302328,33.0,800.0,3,True,0,1.0,[14. 14.],16,0.256,0.25994680006988347,1.3841275998856872,True,near_3,63,4,3,3.0,2,up,1,0
284,True,1.3076326998416334,33.0,800.0,3,True,0,1.0,[14. 14.],16,0.256,0.2587014001328498,0.5985387000255287,False,near_3,63,4,2,3.0,2,up,1,0
285,True,1.8148688999935985,33.0,800.0,3,True,0,1.0,[14. 14.],16,0.256,0.25943049998022616,0.8185013998299837,False,near_3,64,5,2,3.75,2,up,1,0
286,True,1.3821709998883307,33.0,800.0,3,True,90,1.0,[14. 14.],16,0.256,0.26176210003905,0.642827200004831,True,near_3,65,6,3,4.5,2,up,1,0
287,True,1.5619077999144793,33.0,800.0,3,True,90,1.0,[14. 14.],16,0.256,0.2587481001392007,0.6877025999128819,True,near_3,66,7,4,5.25,2,up,1,0
288,True,1.7493255999870598,33.0,800.0,3,True,0,1.0,[14. 14.],16,0.256,0.25897229998372495,0.5792370000854135,False,near_3,67,8,4,6.0,2,up,1,0
289,True,2.0888936000410467,33.0,800.0,3,True,90,1.0,[14. 14.],16,0.256,0.2602413999848068,0.5856556000653654,True,near_3,68,9,5,6.75,2,up,1,1
290,True,4.806043800199404,33.0,800.0,3,True,0,1.0,[14. 14.],16,0.256,0.2596791998948902,0.7225412998814136,False,near_3,69,10,5,7.5,2,up,1,1
291,True,2.3471286999993026,33.0,800.0,3,True,0,1.0,[14. 14.],17,0.272,0.27680180012248456,0.5831621999386698,False,near_3,70,1,0,0.75,2,up,1,0
292,True,1.7083979998715222,33.0,800.0,3,True,90,1.0,[14. 14.],17,0.272,0.27657680003903806,0.6584163999650627,True,near_3,71,2,1,1.5,2,up,1,0
293,True,1.446235500043258,33.0,800.0,3,True,90,1.0,[14. 14.],17,0.272,0.2779413000680506,0.4440198000520468,True,near_3,72,3,2,2.25,2,up,1,0
294,True,2.897379099857062,33.0,800.0,3,True,0,1.0,[14. 14.],17,0.272,0.2763958000577986,0.45096999988891184,False,near_3,73,4,2,3.0,2,up,1,0
295,True,8.949184500146657,33.0,800.0,3,True,0,1.0,[14. 14.],17,0.272,0.2749419000465423,0.6180046999361366,True,near_3,74,5,3,3.75,2,up,1,0
296,True,2.8027389999479055,33.0,800.0,3,True,0,1.0,[14. 14.],17,0.272,0.2746506000403315,0.5972351999953389,True,near_3,75,6,4,4.5,2,up,1,0
