trial,primeCorrect,primeTime,primeDepth,stimDepth,diopters,nearToFar,orientation,contrast,frequency,intensity,requestedLatency,actualLatency,responseTime,correct,caseLabel,caseTrial,trialsAtStep,stepCorrect,expected,w,direction,stepsize,stepChange
30,True,1.677521700039506,50.0,800.0,2,True,90,1.0,[14. 14.],28,0.448,0.4526621999684721,0.5969624000135809,True,near_2,5,1,1,0.75,0.5,start,8,0
31,True,2.4774686000309885,800.0,50.0,2,False,0,1.0,[14. 14.],28,0.448,0.45567910000681877,0.35070179984904826,True,far_2,5,1,1,0.75,0.5,start,8,0
32,True,2.107217200100422,800.0,800.0,0,True,0,1.0,[14. 14.],28,0.448,0.4517053000163287,0.4129770998843014,True,near_0,5,1,1,0.75,0.5,start,8,0
33,True,1.6584955998696387,50.0,33.0,1,False,0,1.0,[14. 14.],28,0.448,0.4517051998991519,0.3532877000980079,True,far_1,5,1,1,0.75,0.5,start,8,0
34,True,2.101261399919167,50.0,100.0,1,True,90,1.0,[14. 14.],28,0.448,0.4541058000177145,0.3746271999552846,True,near_1,5,1,1,0.75,0.5,start,8,0
35,True,3.129115799907595,800.0,33.0,3,False,0,1.0,[14. 14.],28,0.448,0.4496038001962006,0.3670185999944806,True,far_3,5,1,1,0.75,0.5,start,8,0
36,True,1.673560299910605,100.0,33.0,2,False,0,1.0,[14. 14.],20,0.32,0.3227707000914961,0.43586779991164804,True,far_2,6,1,1,0.75,0.5,start,8,0
37,True,1.7730686999857426,800.0,33.0,3,False,0,1.0,[14. 14.],20,0.32,0.3213158000726253,0.4162403999362141,True,far_3,6,1,1,0.75,0.5,start,8,0
38,True,1.4120020000264049,33.0,800.0,3,True,0,1.0,[14. 14.],28,0.448,0.4584152000024915,0.6407292000949383,True,near_3,5,1,1,0.75,0.5,start,8,0
39,True,2.4909848000388592,100.0,50.0,1,False,0,1.0,[14. 14.],20,0.32,0.3264758998993784,0.3677097000181675,True,far_1,6,1,1,0.75,0.5,start,8,0
40,True,1.8911210999358445,100.0,100.0,0,True,90,1.0,[14. 14.],20,0.32,0.3251108000986278,0.3609637999907136,True,near_0,6,1,1,0.75,0.5,start,8,0
41,True,2.4113137999083847,33.0,100.0,2,True,0,1.0,[14. 14.],20,0.32,0.3273483000230044,0.663062899839133,True,near_2,6,1,1,0.75,0.5,start,8,0
42,True,3.57321560010314,100.0,800.0,1,True,0,1.0,[14. 14.],20,0.32,0.3236734000965953,0.44395269989036024,True,near_1,6,1,1,0.75,0.5,start,8,0
43,True,1.371032499941066,800.0,100.0,1,False,0,1.0,[14. 14.],12,0.192,0.19849919993430376,0.4431998999789357,True,far_1,7,1,1,0.75,0.5,start,8,0
44,True,2.394122999859974,800.0,800.0,0,True,0,1.0,[14. 14.],12,0.192,0.19546799990348518,0.46259919996373355,True,near_0,7,1,1,0.75,0.5,start,8,0
45,True,2.032793999882415,33.0,800.0,3,True,0,1.0,[14. 14.],20,0.32,0.32477100007236004,0.9760197999421507,True,near_3,6,1,1,0.75,0.5,start,8,0
46,True,1.789460300002247,50.0,800.0,2,True,90,1.0,[14. 14.],12,0.192,0.19568549981340766,0.7159480000846088,True,near_2,7,1,1,0.75,0.5,start,8,0
47,True,7.658218200085685,100.0,33.0,2,False,90,1.0,[14. 14.],12,0.192,0.19515849999152124,0.5035653999075294,True,far_2,7,1,1,0.75,0.5,start,8,0
48,True,2.674301400082186,33.0,50.0,1,True,90,1.0,[14. 14.],12,0.192,0.1981215998530388,0.7250003998633474,True,near_1,7,1,1,0.75,0.5,start,8,0
49,True,2.563177099917084,800.0,33.0,3,False,90,1.0,[14. 14.],12,0.192,0.19392989994958043,0.8958089000079781,True,far_3,7,1,1,0.75,0.5,start,8,0
50,True,2.612615999998525,800.0,50.0,2,False,0,1.0,[14. 14.],4,0.064,0.06859209993854165,1.0800625998526812,True,far_2,8,1,1,0.75,0.5,start,8,0
51,True,1.6921358001418412,800.0,33.0,3,False,0,1.0,[14. 14.],4,0.064,0.0668641000520438,0.6133175001014024,False,far_3,8,1,0,0.75,0.5,start,8,0
52,True,6.016944000031799,50.0,100.0,1,True,0,1.0,[14. 14.],4,0.064,0.07838970003649592,0.5798579000402242,True,near_1,8,1,1,0.75,0.5,start,8,0
53,True,2.0137879999820143,800.0,100.0,1,False,0,1.0,[14. 14.],4,0.064,0.07043960015289485,0.5362160999793559,True,far_1,8,1,1,0.75,0.5,start,8,0
54,True,8.369382000062615,33.0,800.0,3,True,0,1.0,[14. 14.],12,0.192,0.19623470003716648,0.8118405998684466,True,near_3,7,1,1,0.75,0.5,start,8,0
55,True,3.5693963000085205,50.0,800.0,2,True,90,1.0,[14. 14.],4,0.064,0.06956440000794828,0.8474583998322487,False,near_2,8,1,0,0.75,0.5,start,8,0
56,True,2.1745945001021028,100.0,100.0,0,True,90,1.0,[14. 14.],4,0.064,0.07212390005588531,0.6230158000253141,True,near_0,8,1,1,0.75,0.5,start,8,0
57,True,2.081601799931377,33.0,100.0,2,True,0,1.0,[14. 14.],8,0.128,0.1352688001934439,0.7717858999967575,True,near_2,9,1,1,0.75,0.5,up,2,0
58,True,1.2429215000011027,100.0,800.0,1,True,90,1.0,[14. 14.],0,0.0,0.004904600093141198,0.9418864999897778,False,near_1,9,1,0,0.75,0.5,start,8,1
59,True,2.578365000197664,33.0,800.0,3,True,90,1.0,[14. 14.],4,0.064,0.06676780013367534,1.043203900102526,True,near_3,8,1,1,0.75,0.5,start,8,0
60,True,1.4874444000888616,100.0,50.0,1,False,0,1.0,[14. 14.],0,0.0,0.005527300061658025,1.0206005000509322,True,far_1,9,1,1,0.75,0.5,start,8,1
61,True,1.5343466999474913,50.0,50.0,0,True,90,1.0,[14. 14.],0,0.0,0.003559800097718835,0.905064299935475,False,near_0,9,1,0,0.75,0.5,start,8,1
62,True,1.9613720001652837,800.0,33.0,3,False,90,1.0,[14. 14.],8,0.128,0.13053149986080825,0.7479264999274164,True,far_3,9,1,1,0.75,0.5,up,2,0
63,True,1.6812277000863105,100.0,33.0,2,False,90,1.0,[14. 14.],0,0.0,0.0018480999860912561,1.221748200012371,False,far_2,9,1,0,0.75,0.5,start,8,1
64,True,1.6437753001227975,33.0,800.0,3,True,0,1.0,[14. 14.],0,0.0,0.0040941000916063786,1.1549271000549197,True,near_3,9,1,1,0.75,0.5,start,8,1
65,True,1.9108235000167042,33.0,50.0,1,True,0,1.0,[14. 14.],4,0.064,0.06816829997114837,0.6222725000698119,True,near_1,10,1,1,0.75,0.5,up,2,0
66,True,2.2440979999955744,100.0,50.0,1,False,0,1.0,[14. 14.],0,0.0,0.005868100095540285,0.8867142000235617,True,far_1,10,1,1,0.75,0.5,start,8,1
67,True,3.2065338001120836,100.0,33.0,2,False,90,1.0,[14. 14.],4,0.064,0.09827860002405941,0.5836108000949025,True,far_2,10,1,1,0.75,0.5,up,2,0
68,True,2.78282369999215,33.0,100.0,2,True,90,1.0,[14. 14.],8,0.128,0.13246260001324117,0.6224682000465691,True,near_2,10,2,2,1.5,1,up,2,0
69,True,2.892740400042385,800.0,33.0,3,False,0,1.0,[14. 14.],8,0.128,0.13100970000959933,0.8535205000080168,False,far_3,10,2,1,1.5,1,up,2,0
70,True,1.7692366999108344,100.0,100.0,0,True,90,1.0,[14. 14.],4,0.064,0.10608659987337887,0.5334582000505179,True,near_0,10,1,1,0.75,0.5,up,2,0
71,True,2.284704799996689,800.0,50.0,2,False,0,1.0,[14. 14.],4,0.064,0.07061400008387864,0.9471052999142557,False,far_2,11,2,1,1.5,1,up,2,0
72,True,0.8793726000003517,50.0,33.0,1,False,0,1.0,[14. 14.],0,0.0,0.0007454999722540379,1.4472179999575019,False,far_1,11,1,0,0.75,0.5,start,8,1
73,True,2.324933599913493,50.0,800.0,2,True,0,1.0,[14. 14.],8,0.128,0.13264990015886724,0.9419239000417292,True,near_2,11,3,3,2.25,1,up,2,0
74,True,3.8462738001253456,33.0,50.0,1,True,90,1.0,[14. 14.],4,0.064,0.06769339996390045,0.5067873999942094,True,near_1,11,2,2,1.5,1,up,2,0
75,True,3.9626291000749916,800.0,800.0,0,True,90,1.0,[14. 14.],4,0.064,0.06768480013124645,0.6278540999628603,True,near_0,11,2,2,1.5,1,up,2,0
76,True,4.735580299980938,33.0,800.0,3,True,90,1.0,[14. 14.],0,0.0,0.004324899986386299,1.0148924000095576,True,near_3,10,1,1,0.75,0.5,start,8,1
77,True,7.135249499930069,800.0,33.0,3,False,90,1.0,[14. 14.],8,0.128,0.13140309997834265,0.6570590999908745,True,far_3,11,3,2,2.25,1,up,2,0
78,True,1.862906499998644,33.0,100.0,2,True,0,1.0,[14. 14.],8,0.128,0.1343171999324113,0.9249685001559556,False,near_2,12,4,3,3.0,1,up,2,0
79,True,3.7306067999452353,800.0,50.0,2,False,90,1.0,[14. 14.],4,0.064,0.07080850005149841,0.5784591000992805,True,far_2,12,3,2,2.25,1,up,2,0
80,True,2.0559690000955015,800.0,33.0,3,False,90,1.0,[14. 14.],8,0.128,0.13085329998284578,0.55798069993034,True,far_3,12,4,3,3.0,1,up,2,0
81,True,1.4766321000643075,33.0,800.0,3,True,90,1.0,[14. 14.],0,0.0,0.004328500013798475,1.5963951000012457,True,near_3,11,1,1,0.75,0.5,start,8,1
82,True,3.5584296002052724,50.0,33.0,1,False,0,1.0,[14. 14.],4,0.064,0.06614689994603395,0.5535226000938565,True,far_1,12,1,1,0.75,0.5,up,2,0
83,True,1.5283131999894977,800.0,800.0,0,True,0,1.0,[14. 14.],4,0.064,0.06769359996542335,0.45584510010667145,True,near_0,12,3,3,2.25,1,up,2,0
84,True,2.3415313998702914,100.0,800.0,1,True,0,1.0,[14. 14.],4,0.064,0.06805630004964769,0.5627013999037445,True,near_1,12,3,3,2.25,1,up,2,0
85,True,1.3513758000917733,100.0,800.0,1,True,0,1.0,[14. 14.],4,0.064,0.06809880002401769,0.5759002999402583,True,near_1,13,4,4,3.0,1,up,2,0
86,True,1.91876389994286,33.0,800.0,3,True,0,1.0,[14. 14.],0,0.0,0.004421700024977326,1.0538190000224859,True,near_3,12,1,1,0.75,0.5,start,8,1
87,True,1.136923500103876,800.0,800.0,0,True,90,1.0,[14. 14.],4,0.064,0.06851169979199767,0.5318068999331445,True,near_0,13,4,4,3.0,1,up,2,0
88,True,1.3690963999833912,50.0,800.0,2,True,90,1.0,[14. 14.],8,0.128,0.13319259998388588,0.8377164998091757,True,near_2,13,5,4,3.75,1,up,2,0
89,True,1.1219059999566525,800.0,50.0,2,False,0,1.0,[14. 14.],4,0.064,0.06808959995396435,1.0707117998972535,False,far_2,13,4,2,3.0,1,up,2,0
90,True,1.2810278001707047,800.0,100.0,1,False,90,1.0,[14. 14.],4,0.064,0.07106900005601346,0.6535736999940127,True,far_1,13,2,2,1.5,1,up,2,0
91,True,7.354426800040528,800.0,33.0,3,False,90,1.0,[14. 14.],8,0.128,0.13044460001401603,0.6359806000255048,True,far_3,13,5,4,3.75,1,up,2,0
92,True,1.436550899874419,33.0,800.0,3,True,0,1.0,[14. 14.],0,0.0,0.003843100043013692,0.9873701999895275,False,near_3,13,1,0,0.75,0.5,start,8,1
93,True,2.6031224001199007,33.0,33.0,0,True,0,1.0,[14. 14.],4,0.064,0.06718510016798973,0.5458913999609649,True,near_0,14,5,5,3.75,1,up,2,0
94,True,1.607504399958998,100.0,800.0,1,True,90,1.0,[14. 14.],4,0.064,0.06692349980585277,0.5853144999127835,True,near_1,14,5,5,3.75,1,up,2,0
95,True,2.407191399950534,100.0,33.0,2,False,0,1.0,[14. 14.],4,0.064,0.06629240000620484,1.7472826999146491,True,far_2,14,5,3,3.75,1,up,2,0
96,True,1.934671799885109,33.0,100.0,2,True,90,1.0,[14. 14.],8,0.128,0.13263810006901622,0.9785477998666465,True,near_2,14,6,5,4.5,1,up,2,0
97,True,0.8972775000147521,100.0,50.0,1,False,90,1.0,[14. 14.],4,0.064,0.06906190002337098,0.5372814000584185,True,far_1,14,3,3,2.25,1,up,2,0
98,True,2.5005379000212997,800.0,33.0,3,False,90,1.0,[14. 14.],8,0.128,0.1310395000036806,0.8441836999263614,True,far_3,14,6,5,4.5,1,up,2,0
99,True,3.5915689000394195,33.0,50.0,1,True,0,1.0,[14. 14.],2,0.032,0.03807300003245473,0.6356778000481427,True,near_1,15,1,1,0.75,1,down,1,0
100,True,1.8879942998755723,50.0,33.0,1,False,90,1.0,[14. 14.],4,0.064,0.0675145999994129,0.509388200007379,True,far_1,15,4,4,3.0,1,up,2,0
101,True,1.1392554000485688,33.0,100.0,2,True,0,1.0,[14. 14.],8,0.128,0.13479539984837174,0.9716167999431491,False,near_2,15,7,5,5.25,1,up,2,0
102,True,2.129167899955064,800.0,33.0,3,False,90,1.0,[14. 14.],8,0.128,0.13026040000841022,0.6931986000854522,True,far_3,15,7,6,5.25,1,up,2,0
103,True,1.4168477000202984,33.0,800.0,3,True,0,1.0,[14. 14.],4,0.064,0.06723870011046529,2.0314992999192327,False,near_3,14,1,0,0.75,0.5,up,2,0
104,True,1.3529755999334157,100.0,33.0,2,False,90,1.0,[14. 14.],4,0.064,0.06574429990723729,1.0588779000099748,True,far_2,15,6,4,4.5,1,up,2,0
105,True,3.871302899904549,33.0,33.0,0,True,90,1.0,[14. 14.],2,0.032,0.033150099916383624,0.5907974001020193,True,near_0,15,1,1,0.75,1,down,1,0
106,True,2.3543300998862833,100.0,33.0,2,False,90,1.0,[14. 14.],4,0.064,0.06657839985564351,0.8441775999963284,False,far_2,16,7,4,5.25,1,up,2,0
107,True,0.9714357999619097,33.0,800.0,3,True,90,1.0,[14. 14.],4,0.064,0.06848090002313256,0.929873300017789,True,near_3,15,2,1,1.5,1,up,2,0
108,True,6.007594199851155,50.0,33.0,1,False,0,1.0,[14. 14.],4,0.064,0.06576420017518103,0.5548332999460399,True,far_1,16,5,5,3.75,1,up,2,0
109,True,2.384408700047061,800.0,33.0,3,False,90,1.0,[14. 14.],8,0.128,0.13153380015864968,0.7313125000800937,False,far_3,16,8,6,6.0,1,up,2,0
110,False,1.3865618999116123,50.0,800.0,2,True,90,1.0,[14. 14.],8,0.128,0.13234189990907907,0.6614417999517173,True,near_2,16,8,6,6.0,1,up,2,0
111,True,2.677216400159523,33.0,50.0,1,True,0,1.0,[14. 14.],2,0.032,0.036077699856832623,0.6172771998681128,True,near_1,16,2,2,1.5,2,down,1,0
112,True,1.8074670999776572,800.0,800.0,0,True,0,1.0,[14. 14.],2,0.032,0.03706800006330013,0.5130572998896241,True,near_0,16,2,2,1.5,2,down,1,0
113,True,2.085821600165218,100.0,50.0,1,False,0,1.0,[14. 14.],2,0.032,0.035506000043824315,0.7397096999920905,True,far_1,17,1,1,0.75,1,down,1,0
114,True,1.2779322999995202,100.0,100.0,0,True,0,1.0,[14. 14.],2,0.032,0.037863200064748526,0.5968003999441862,True,near_0,17,3,3,2.25,2,down,1,0
115,True,2.1030342001467943,33.0,800.0,3,True,0,1.0,[14. 14.],4,0.064,0.0668527998495847,0.8894578998442739,True,near_3,16,3,2,2.25,1,up,2,0
116,True,2.9197144000791013,800.0,33.0,3,False,0,1.0,[14. 14.],8,0.128,0.1319609999191016,0.7147369999438524,True,far_3,17,9,7,6.75,1,up,2,1
117,True,5.3114885000977665,33.0,50.0,1,True,0,1.0,[14. 14.],2,0.032,0.03814959991723299,0.5543459001928568,True,near_1,17,3,3,2.25,2,down,1,0
118,True,1.5116566999349743,800.0,50.0,2,False,0,1.0,[14. 14.],6,0.096,0.10067369998432696,0.6020178000908345,True,far_2,17,1,1,0.75,1,up,2,0
119,True,1.3203796001616865,33.0,100.0,2,True,0,1.0,[14. 14.],8,0.128,0.13508909987285733,0.6498541999608278,True,near_2,16,8,6,6.0,1,up,2,0
120,True,1.7460260998923331,33.0,800.0,3,True,90,1.0,[14. 14.],4,0.064,0.06749420007690787,1.2745529999956489,False,near_3,17,4,2,3.0,1,up,2,0
121,True,1.800800699973479,800.0,33.0,3,False,90,1.0,[14. 14.],8,0.128,0.1312019000761211,1.0250931000337005,False,far_3,18,10,7,7.5,1,up,2,1
122,True,1.4971701002214104,50.0,100.0,1,True,0,1.0,[14. 14.],2,0.032,0.03957200003787875,0.583107199985534,True,near_1,18,4,4,3.0,2,down,1,0
123,True,1.5617023999802768,800.0,800.0,0,True,90,1.0,[14. 14.],2,0.032,0.037371500162407756,0.6936398998368531,True,near_0,18,4,4,3.0,2,down,1,0
124,True,3.1585676001850516,50.0,800.0,2,True,0,1.0,[14. 14.],8,0.128,0.13169419998303056,0.9682422000914812,False,near_2,17,9,6,6.75,1,up,2,1
125,True,2.445475999964401,800.0,100.0,1,False,90,1.0,[14. 14.],2,0.032,0.03656639996916056,0.5770950999576598,True,far_1,18,2,2,1.5,2,down,1,0
126,True,1.5061603002250195,100.0,33.0,2,False,90,1.0,[14. 14.],6,0.096,0.09821319999173284,0.6447674999944866,True,far_2,18,2,2,1.5,1,up,2,0
127,True,1.7576517998240888,800.0,33.0,3,False,90,1.0,[14. 14.],8,0.128,0.13129900000058115,1.2277633999474347,True,far_3,19,11,8,8.25,1,up,2,1
128,True,2.0277338000014424,33.0,800.0,3,True,0,1.0,[14. 14.],4,0.064,0.06942610000260174,0.9044713000766933,True,near_3,18,5,3,3.75,1,up,2,0
129,True,1.6183064999058843,100.0,800.0,1,True,0,1.0,[14. 14.],2,0.032,0.03689039987511933,0.6613181000575423,True,near_1,19,5,5,3.75,2,down,1,0
130,True,3.5036092998925596,33.0,100.0,2,True,0,1.0,[14. 14.],8,0.128,0.13400860014371574,0.7129671999718994,False,near_2,18,10,6,7.5,1,up,2,1
131,True,1.7216664999723434,50.0,33.0,1,False,90,1.0,[14. 14.],2,0.032,0.03615709999576211,0.4890094001311809,True,far_1,19,3,3,2.25,2,down,1,0
132,True,1.3445574999786913,100.0,100.0,0,True,0,1.0,[14. 14.],2,0.032,0.038283699890598655,0.5903592999093235,True,near_0,19,5,5,3.75,2,down,1,0
133,True,1.3199203999247402,800.0,50.0,2,False,90,1.0,[14. 14.],6,0.096,0.1022091000340879,0.6597132000606507,False,far_2,19,3,2,2.25,1,up,2,0
134,True,1.250898899976164,50.0,800.0,2,True,90,1.0,[14. 14.],9,0.14400000000000002,0.14793589990586042,0.8458237999584526,True,near_2,19,1,1,0.75,1,up,1,0
135,True,2.681887599872425,800.0,33.0,3,False,90,1.0,[14. 14.],8,0.128,0.13105510012246668,0.6674921999219805,False,far_3,20,12,8,9.0,1,up,2,1
136,True,1.3951556000392884,33.0,50.0,1,True,0,1.0,[14. 14.],2,0.032,0.0366327001247555,0.5993793001398444,True,near_1,20,6,6,4.5,2,down,1,0
137,True,1.7786167999729514,33.0,800.0,3,True,0,1.0,[14. 14.],4,0.064,0.06816509994678199,1.1938581999856979,True,near_3,19,6,4,4.5,1,up,2,0
138,False,2.0276589000131935,800.0,50.0,2,False,90,1.0,[14. 14.],6,0.096,0.10110000008717179,0.5949830000754446,True,far_2,20,4,3,3.0,1,up,2,0
139,True,2.2188051999546587,800.0,100.0,1,False,90,1.0,[14. 14.],2,0.032,0.039146700175479054,0.5949707000982016,True,far_1,20,4,4,3.0,2,down,1,0
140,True,4.971051100175828,100.0,100.0,0,True,90,1.0,[14. 14.],2,0.032,0.03632669989019632,0.5538071999326348,True,near_0,20,6,6,4.5,2,down,1,0
141,True,1.577286700019613,33.0,800.0,3,True,0,1.0,[14. 14.],4,0.064,0.06827319995500147,1.0138400001451373,False,near_3,20,7,4,5.25,1,up,2,0
142,True,1.6531980000436306,33.0,100.0,2,True,90,1.0,[14. 14.],9,0.14400000000000002,0.16713079996407032,0.5276818999554962,True,near_2,20,2,2,1.5,2,up,1,0
143,True,1.548002100083977,800.0,33.0,3,False,0,1.0,[14. 14.],8,0.128,0.1311053999233991,0.7014704998582602,False,far_3,21,13,8,9.75,1,up,2,1
144,True,1.3544387000147253,100.0,33.0,2,False,90,1.0,[14. 14.],6,0.096,0.09901989996433258,0.5374323001597077,True,far_2,20,4,3,3.0,1,up,2,0
145,True,4.009624500060454,800.0,800.0,0,True,90,1.0,[14. 14.],2,0.032,0.03664160007610917,0.6050567999482155,True,near_0,21,7,7,5.25,2,down,1,0
146,True,1.8654630999080837,50.0,33.0,1,False,0,1.0,[14. 14.],2,0.032,0.034894500160589814,0.611793499905616,True,far_1,21,5,5,3.75,2,down,1,0
147,True,1.8120108000002801,50.0,100.0,1,True,90,1.0,[14. 14.],2,0.032,0.03944889991544187,0.574030099902302,True,near_1,21,7,7,5.25,2,down,1,0
148,True,1.5013794000260532,800.0,33.0,3,False,90,1.0,[14. 14.],9,0.14400000000000002,0.14790720003657043,0.6676423999015242,True,far_3,22,1,1,0.75,1,up,1,0
149,True,1.8692950000986457,100.0,800.0,1,True,0,1.0,[14. 14.],2,0.032,0.03491570008918643,0.7755038999021053,True,near_1,22,8,8,6.0,2,down,1,0
150,True,1.6331712999381125,50.0,800.0,2,True,90,1.0,[14. 14.],9,0.14400000000000002,0.14779299986548722,1.7645905998069793,True,near_2,21,3,3,2.25,2,up,1,0
151,True,2.3329347998369485,800.0,800.0,0,True,0,1.0,[14. 14.],2,0.032,0.03589920001104474,0.7892099998425692,True,near_0,22,8,8,6.0,2,down,1,0
152,True,1.1218034999910742,800.0,100.0,1,False,90,1.0,[14. 14.],2,0.032,0.03843450010754168,0.5617882998194546,True,far_1,22,6,6,4.5,2,down,1,0
153,True,3.8854908000212163,33.0,800.0,3,True,90,1.0,[14. 14.],6,0.096,0.10056460020132363,0.8371663999278098,False,near_3,21,1,0,0.75,1,up,2,0
154,True,1.8853072000201792,100.0,33.0,2,False,90,1.0,[14. 14.],6,0.096,0.09900839999318123,0.5577913001179695,True,far_2,21,5,4,3.75,1,up,2,0
155,True,2.9042446999810636,800.0,33.0,3,False,0,1.0,[14. 14.],9,0.14400000000000002,0.14688999997451901,0.5764379999600351,False,far_3,23,2,1,1.5,2,up,1,0
156,True,2.2595172999426723,33.0,800.0,3,True,0,1.0,[14. 14.],6,0.096,0.10164599982090294,0.9498274999205023,False,near_3,22,2,0,1.5,1,up,2,0
