trial,primeIter,primeCorrect,primeTime,primeDepth,stimDepth,extraDepth,driveFrames,nearToFar,diopters,direction,size,intensity,extraLatency,mainLatency,totalLatency,responseTime,correct,caseLabel,caseTrial,trialsAtStep,stepCorrect,expected,w,direction,stepsize,stepChange
1,3,True,1.9784934000344947,33.0,800.0,100.0,0,True,3,start,0.16666666666666666,60,0,0.9938889000331983,0.9938889000331983,0.570272000040859,True,far-rnd3,1,1,1,0.625,0.5,start,16,0
2,2,True,1.8391620999900624,33.0,100.0,800.0,5,True,2,start,0.16666666666666666,60,0.089028500020504,1.0051175000262447,1.0941460000467487,2.1980312000378035,True,far-080,1,1,1,0.625,0.5,start,16,0
3,3,True,5.395799099991564,33.0,100.0,800.0,10,True,2,start,0.16666666666666666,60,0.17381509998813272,1.0143938999972306,1.1882089999853633,0.5065791999804787,True,far-160,1,1,1,0.625,0.5,start,16,0
4,2,True,1.697629300004337,33.0,100.0,800.0,0,True,2,start,0.16666666666666666,60,0,0.998583399981726,0.998583399981726,0.6470198999741115,True,far-000,1,1,1,0.625,0.5,start,16,0
5,4,True,2.1373829999938607,33.0,50.0,100.0,0,True,1,start,0.16666666666666666,60,0,1.0043171999859624,1.0043171999859624,0.6725314999930561,True,far-rnd1,1,1,1,0.625,0.5,start,16,0
6,4,True,1.5463808000204153,33.0,33.0,100.0,0,False,0,start,0.16666666666666666,60,0,0.9875248000025749,0.9875248000025749,0.11566189996665344,True,far-rnd0,1,1,1,0.625,0.5,start,16,0
7,3,True,2.6131523000076413,33.0,100.0,800.0,5,True,2,start,0.16666666666666666,44,0.0929426999646239,0.7514621000154875,0.8444047999801114,0.8638083999976516,True,far-080,2,1,1,0.625,1.0,start,16,0
8,3,True,2.4327822999912314,33.0,100.0,800.0,10,True,2,start,0.16666666666666666,44,0.1735983999678865,0.7561953000258654,0.9297936999937519,0.376316899957601,True,far-160,2,1,1,0.625,1.0,start,16,0
9,2,True,2.1769557999796234,33.0,50.0,100.0,0,True,1,start,0.16666666666666666,44,0,0.7359235000330955,0.7359235000330955,0.2567420999985188,True,far-rnd1,2,1,1,0.625,1.0,start,16,0
10,1,True,3.641615999978967,33.0,100.0,800.0,0,True,2,start,0.16666666666666666,44,0,0.7311686999746598,0.7311686999746598,0.6246033000061288,True,far-000,2,1,1,0.625,1.0,start,16,0
11,2,True,1.3326661000028253,33.0,33.0,100.0,0,False,0,start,0.16666666666666666,44,0,0.7229281999752857,0.7229281999752857,0.27965310000581667,True,far-rnd0,2,1,1,0.625,1.0,start,16,0
12,3,True,3.175073300022632,33.0,800.0,100.0,0,True,3,start,0.16666666666666666,44,0,0.739097399986349,0.739097399986349,1.2696725000278093,True,far-rnd3,2,1,1,0.625,1.0,start,16,0
13,4,True,1.8869956000125967,33.0,33.0,100.0,0,False,0,start,0.16666666666666666,28,0,0.47687480004969984,0.47687480004969984,0.5878116000094451,True,far-rnd0,3,1,1,0.625,1.0,start,16,0
