trial,primeIter,primeCorrect,primeTime,primeDepth,stimDepth,extraDepth,driveFrames,nearToFar,diopters,direction,size,intensity,extraLatency,mainLatency,totalLatency,responseTime,correct,caseLabel,caseTrial,trialsAtStep,stepCorrect,expected,w,direction,stepsize,stepChange
1,4,True,1.3351525999605656,33.0,800.0,100.0,0,True,3,start,0.16666666666666666,60,0,1.0055909000802785,1.0055909000802785,0.46391699998639524,True,far-rnd3,1,1,1,0.625,0.5,start,16,0
2,1,True,8.213080600136891,33.0,100.0,800.0,5,True,2,start,0.16666666666666666,60,0.09034919994883239,1.000295199919492,1.0906443998683244,0.5437030999455601,True,far-080,1,1,1,0.625,0.5,start,16,0
3,1,True,5.58327169995755,33.0,100.0,800.0,10,True,2,start,0.16666666666666666,60,0.1715627999510616,1.0128585998900235,1.184421399841085,0.388162299990654,True,far-160,1,1,1,0.625,0.5,start,16,0
4,2,True,1.884925200138241,33.0,100.0,800.0,15,True,2,start,0.16666666666666666,60,0.25129280006513,1.0082457000389695,1.2595385001040995,0.37758390000090003,True,far-240,1,1,1,0.625,0.5,start,16,0
5,1,True,6.159195400075987,33.0,33.0,100.0,0,False,0,start,0.16666666666666666,60,0,0.9743526000529528,0.9743526000529528,0.42900170013308525,True,far-rnd0,1,1,1,0.625,0.5,start,16,0
6,3,True,1.6687047998420894,33.0,100.0,800.0,0,True,2,start,0.16666666666666666,60,0,0.9995905000250787,0.9995905000250787,0.46769289998337626,True,far-000,1,1,1,0.625,0.5,start,16,0
7,2,True,0.9742667998652905,33.0,50.0,100.0,0,True,1,start,0.16666666666666666,60,0,0.9969337000511587,0.9969337000511587,0.4238970000296831,True,far-rnd1,1,1,1,0.625,0.5,start,16,0
8,1,True,3.1421290999278426,33.0,33.0,100.0,0,False,0,start,0.16666666666666666,44,0,0.7182523000519723,0.7182523000519723,0.5420941000338644,True,far-rnd0,2,1,1,0.625,1.0,start,16,0
9,1,True,2.3347873999737203,33.0,100.0,800.0,5,True,2,start,0.16666666666666666,44,0.08788070012815297,0.7683920999988914,0.8562728001270443,0.5256914000492543,True,far-080,2,1,1,0.625,1.0,start,16,0
10,2,True,3.0078855000901967,33.0,50.0,100.0,0,True,1,start,0.16666666666666666,44,0,0.7345949998125434,0.7345949998125434,0.5378521999809891,True,far-rnd1,2,1,1,0.625,1.0,start,16,0
11,1,True,5.163046799832955,33.0,100.0,800.0,15,True,2,start,0.16666666666666666,44,0.2508578998968005,0.7548976000398397,1.0057554999366403,0.5497467999812216,True,far-240,2,1,1,0.625,1.0,start,16,0
12,1,True,16.112007099902257,33.0,100.0,800.0,10,True,2,start,0.16666666666666666,44,0.17092010006308556,0.7483555998187512,0.9192756998818368,0.5261701000854373,True,far-160,2,1,1,0.625,1.0,start,16,0
