trial,primeIter,primeCorrect,primeTime,primeDepth,stimDepth,extraDepth,driveFrames,nearToFar,diopters,direction,size,intensity,extraLatency,mainLatency,totalLatency,responseTime,correct,caseLabel,caseTrial,trialsAtStep,stepCorrect,expected,w,direction,stepsize,stepChange
1,1,True,2.3525565999443643,33.0,800.0,100.0,0,True,3,start,0.16666666666666666,60,0,0.9867037999792956,0.9867037999792956,0.6674005999811925,True,far-rnd3,1,1,1,0.625,0.5,start,16,0
2,1,True,1.8179624999756925,33.0,100.0,800.0,0,True,2,start,0.16666666666666666,60,0,0.9933992000296712,0.9933992000296712,0.7904900999856181,True,far-000,1,1,1,0.625,0.5,start,16,0
3,2,True,1.139062600035686,33.0,100.0,800.0,10,True,2,start,0.16666666666666666,60,0.17853089998243377,1.0042825000127777,1.1828133999952115,0.32860409998102114,True,far-160,1,1,1,0.625,0.5,start,16,0
4,1,True,1.6369622999918647,33.0,33.0,100.0,0,False,0,start,0.16666666666666666,60,0,0.9737827000208199,0.9737827000208199,0.23105020000366494,True,far-rnd0,1,1,1,0.625,0.5,start,16,0
5,1,True,1.733654999989085,33.0,50.0,100.0,0,True,1,start,0.16666666666666666,60,0,0.9918923999648541,0.9918923999648541,0.18438539997441694,True,far-rnd1,1,1,1,0.625,0.5,start,16,0
6,1,True,1.5470357000012882,33.0,100.0,800.0,5,True,2,start,0.16666666666666666,60,0.0952652000123635,1.0087289999937639,1.1039942000061274,0.22239569999510422,True,far-080,1,1,1,0.625,0.5,start,16,0
7,2,True,1.2676182999857701,33.0,800.0,100.0,0,True,3,start,0.16666666666666666,44,0,0.7342714999685995,0.7342714999685995,1.0507106000441127,False,far-rnd3,2,1,0,0.625,1.0,start,16,0
8,1,True,1.9289527999935672,33.0,100.0,800.0,0,True,2,start,0.16666666666666666,44,0,0.7404262999771163,0.7404262999771163,0.5056379000307061,True,far-000,2,1,1,0.625,1.0,start,16,0
9,2,True,1.296663000015542,33.0,100.0,800.0,5,True,2,start,0.16666666666666666,44,0.09379479999188334,0.7482586999540217,0.8420534999459051,0.337831599987112,True,far-080,2,1,1,0.625,1.0,start,16,0
10,1,True,1.5289384000352584,33.0,100.0,800.0,10,True,2,start,0.16666666666666666,44,0.17162749997805804,0.747554500005208,0.919181999983266,0.4056699999491684,True,far-160,2,1,1,0.625,1.0,start,16,0
11,1,True,1.4141094000078738,33.0,33.0,100.0,0,False,0,start,0.16666666666666666,44,0,0.7199774999753572,0.7199774999753572,0.4393637000466697,True,far-rnd0,2,1,1,0.625,1.0,start,16,0
12,2,True,1.9080535999964923,33.0,50.0,100.0,0,True,1,start,0.16666666666666666,44,0,0.7399165999959223,0.7399165999959223,0.47877609997522086,True,far-rnd1,2,1,1,0.625,1.0,start,16,0
13,2,True,1.0676165000186302,33.0,100.0,800.0,5,True,2,start,0.16666666666666666,28,0.09101530001498759,0.500622299965471,0.5916375999804586,1.102433399995789,False,far-080,3,1,0,0.625,1.0,start,16,0
