primeCorrect,primeTime,primeDepth,stimDepth,diopters,nearToFar,orientation,contrast,frequency,requestedLatency,actualLatency,responseTime,correct
True,5.02912699999797,33.0,33.0,0,True,0,1.0,[20. 20.],0.96,0.9624526000006881,1.1471085999983188,True
True,2.178245800001605,33.0,800.0,3,True,90,1.0,[20. 20.],0.96,0.9630348999999114,2.38254120000056,True
True,2.5852020000020275,33.0,100.0,2,True,90,1.0,[20. 20.],0.96,0.9648955000011483,0.8841745999998238,False
True,3.8636207999988983,33.0,50.0,1,True,90,1.0,[20. 20.],0.96,0.9647132999998576,1.096348200000648,True
True,7.112065799999982,800.0,50.0,2,False,90,1.0,[20. 20.],0.96,0.9648538000001281,0.6615721999987727,True
True,7.456347499999538,800.0,33.0,3,False,90,1.0,[20. 20.],0.96,0.9622690999967745,1.5119208000032813,True
True,2.3161962000012863,100.0,50.0,1,False,90,1.0,[20. 20.],0.96,0.9653999000001932,0.20176890000220737,True
True,2.952997600001254,800.0,33.0,3,False,90,1.0,[20. 20.],0.8320000000000001,0.8345713000016985,1.5121843999986595,True
True,5.083450400001311,100.0,33.0,2,False,0,1.0,[20. 20.],0.8320000000000001,0.8345590000026277,0.7738061000018206,True
True,2.8095453000023554,50.0,100.0,1,True,90,1.0,[20. 20.],0.8320000000000001,0.8364142999998876,1.0165902999979153,True
True,2.347997500000929,33.0,800.0,3,True,90,1.0,[20. 20.],0.8320000000000001,0.8349613999998837,2.4760834999979124,True
True,1.814031799996883,50.0,800.0,2,True,0,1.0,[20. 20.],1.088,1.0910627000012028,0.24020200000086334,True
True,5.696174299999257,100.0,100.0,0,True,90,1.0,[20. 20.],0.8320000000000001,0.8394277000006696,0.22755939999842667,True
True,3.201452400000562,50.0,33.0,1,False,90,1.0,[20. 20.],0.8320000000000001,0.8358850999975402,0.2955956000005244,True
False,2.5915991999972903,800.0,50.0,2,False,90,1.0,[20. 20.],0.704,0.7073555000024498,1.7897594999994908,True
True,11.370717400001013,100.0,800.0,1,True,0,1.0,[20. 20.],0.704,0.7069817000010516,2.0504642999985663,True
