primeCorrect,primeTime,primeDepth,stimDepth,diopters,nearToFar,orientation,contrast,frequency,requestedLatency,actualLatency,responseTime,correct
True,17.084182899212465,100.0,33.0,2,False,0,1.0,[20. 20.],0.96,0.9617336862138472,1.1136241871863604,True
True,3.921954795718193,50.0,50.0,0,True,0,1.0,[20. 20.],0.96,0.965202818159014,0.4239636957645416,True
True,4.483945660991594,33.0,100.0,2,True,0,1.0,[20. 20.],0.96,0.9671042425907217,1.4555691590649076,True
True,33.46438333467813,33.0,800.0,3,True,90,1.0,[20. 20.],0.96,0.9625389471184462,0.3666749264812097,True
True,33.71527928271098,800.0,33.0,3,False,90,1.0,[20. 20.],0.96,0.9619967303005978,0.6305597384343855,True
True,3.3753594862646423,800.0,100.0,1,False,90,1.0,[20. 20.],0.96,0.9672294597839937,0.6194438539096154,True
True,3.211636107705999,100.0,800.0,1,True,90,1.0,[20. 20.],0.96,0.9636667815502733,0.4329939957242459,True
True,3.2778161771129817,100.0,100.0,0,True,0,1.0,[20. 20.],0.8320000000000001,0.8363751530414447,0.42696333659114316,True
True,5.148359493527096,100.0,50.0,1,False,90,1.0,[20. 20.],0.8320000000000001,0.8372458083904348,0.44087886629858986,True
True,88.15586871257983,800.0,33.0,3,False,90,1.0,[20. 20.],0.8320000000000001,0.8337426596553996,0.6079030520049855,True
True,9.07430804305477,100.0,33.0,2,False,90,1.0,[20. 20.],0.8320000000000001,0.8338766742381267,0.5334202327067032,True
True,12.44769983063452,33.0,50.0,1,True,90,1.0,[20. 20.],0.8320000000000001,0.8608974876115099,0.41088891006074846,True
True,7.8234695717692375,33.0,100.0,2,True,90,1.0,[20. 20.],0.8320000000000001,0.8390674692345783,0.5781013614032418,True
True,3.9578469682019204,33.0,800.0,3,True,0,1.0,[20. 20.],0.8320000000000001,0.8348473273799755,1.420012169808615,True
True,4.951274678693153,33.0,50.0,1,True,90,1.0,[20. 20.],0.704,0.7080031963996589,0.4431984633556567,True
True,7.167724170314614,800.0,800.0,0,True,0,1.0,[20. 20.],0.704,0.7734480913495645,0.7774679442518391,True
True,29.910916622087825,100.0,50.0,1,False,0,1.0,[20. 20.],0.704,0.7102286606677808,0.47668042487930506,True
True,10.312964084383566,50.0,800.0,2,True,0,1.0,[20. 20.],0.704,0.7061747908592224,1.1224503859994002,True
True,7.841205545293633,33.0,800.0,3,True,0,1.0,[20. 20.],0.704,0.7085633014212362,3.117057542724069,False
True,4.914327104226686,800.0,50.0,2,False,90,1.0,[20. 20.],0.704,0.7080260697985068,0.5674388393526897,True
False,1.6163776456960477,800.0,33.0,3,False,90,1.0,[20. 20.],0.704,0.7052935786196031,0.671583176299464,True
True,5.839079785626382,100.0,33.0,2,False,90,1.0,[20. 20.],0.5760000000000001,0.5782274583471008,0.6131011781399138,True
True,5.599035798339173,800.0,33.0,3,False,90,1.0,[20. 20.],0.704,0.7066460415371694,2.1599222890799865,True
True,5.351011048129294,100.0,100.0,0,True,90,1.0,[20. 20.],0.5760000000000001,0.5832733883871697,0.46664428198710084,True
