primeCorrect,primeTime,primeDepth,stimDepth,diopters,nearToFar,orientation,contrast,frequency,requestedLatency,actualLatency,responseTime,correct
True,19.603072699999757,50.0,100.0,1,True,90,1.0,[20. 20.],0.96,0.9647616999991442,0.37836500000048545,True
True,1.9688489000000118,50.0,100.0,1,True,0,1.0,[20. 20.],0.96,0.9661668000007921,0.3465868000002956,True
True,2.6965803999992204,50.0,100.0,1,True,0,1.0,[20. 20.],0.96,0.9678063999999722,0.3332176999992953,True
True,2.1541640000014013,50.0,100.0,1,True,90,1.0,[20. 20.],0.8320000000000001,0.8384059999989404,0.3949401999998372,True
True,1.8842440000007628,50.0,100.0,1,True,0,1.0,[20. 20.],0.8320000000000001,0.8384354000008898,0.3867632000001322,True
True,1.6147931999985303,50.0,100.0,1,True,0,1.0,[20. 20.],0.8320000000000001,0.8376058999983798,0.4736047000005783,True
True,4.7259080999992875,50.0,100.0,1,True,0,1.0,[20. 20.],0.8320000000000001,0.8392908000005264,0.3829053000008571,True
True,1.4036274000009143,50.0,100.0,1,True,0,1.0,[20. 20.],0.8320000000000001,0.8374648999997589,0.3205032999994728,True
True,4.640802600000825,50.0,100.0,1,True,0,1.0,[20. 20.],0.768,0.7755297000003338,0.46665849999953934,True
True,4.665823100000125,50.0,100.0,1,True,0,1.0,[20. 20.],0.768,0.7759032000012667,0.39878759999919566,True
True,3.491588100001536,50.0,100.0,1,True,0,1.0,[20. 20.],0.768,0.7757333999998082,0.34943310000016936,True
True,2.1613930000003165,50.0,100.0,1,True,90,1.0,[20. 20.],0.768,0.7730508000004193,0.34825760000057926,True
True,1.2099092999997083,50.0,100.0,1,True,0,1.0,[20. 20.],0.768,0.7751399999997375,0.2572810000001482,True
True,1.7599417999990692,50.0,100.0,1,True,90,1.0,[20. 20.],0.704,0.7135219000010693,0.47795009999936156,True
True,10.324709300000904,50.0,100.0,1,True,90,1.0,[20. 20.],0.704,0.7083371999997325,0.2736089999998512,True
False,3.6084144999986165,50.0,100.0,1,True,0,1.0,[20. 20.],0.704,0.7085444000003918,0.3445565000001807,True
True,1.4326492000000144,50.0,100.0,1,True,0,1.0,[20. 20.],0.704,0.7110005000013189,0.43261700000039127,True
True,2.774500400000761,50.0,100.0,1,True,90,1.0,[20. 20.],0.704,0.7114509000002727,0.26533460000064224,True
True,1.4019066000000748,50.0,100.0,1,True,90,1.0,[20. 20.],0.704,0.7118826999994781,0.38684529999954975,True
True,1.641059999999925,50.0,100.0,1,True,0,1.0,[20. 20.],0.64,0.645887099999527,0.41602120000061404,True
True,1.865538000000015,50.0,100.0,1,True,90,1.0,[20. 20.],0.64,0.6455368000006274,0.39716039999984787,True
True,1.5088479999994888,50.0,100.0,1,True,90,1.0,[20. 20.],0.64,0.6463318999994954,0.21692090000033204,False
True,2.0419142999999167,50.0,100.0,1,True,90,1.0,[20. 20.],0.64,0.6485708000000159,0.2946129000010842,True
True,2.410504299999957,50.0,100.0,1,True,0,1.0,[20. 20.],0.64,0.6475621000008687,0.404627599999003,True
True,1.3880391000002419,50.0,100.0,1,True,0,1.0,[20. 20.],0.64,0.6470267999993666,0.4239231999999902,True
True,1.6834079000000202,50.0,100.0,1,True,90,1.0,[20. 20.],0.64,0.6597862000016903,0.4070389000007708,True
True,6.201781100000517,50.0,100.0,1,True,90,1.0,[20. 20.],0.512,0.5197357000015472,0.4835122999993473,True
True,2.298100300000442,50.0,100.0,1,True,90,1.0,[20. 20.],0.512,0.5176536999988457,0.36930150000080175,True
True,4.696563100000276,50.0,100.0,1,True,90,1.0,[20. 20.],0.512,0.5173835000005056,0.34384139999929175,True
True,1.2945155999987037,50.0,100.0,1,True,0,1.0,[20. 20.],0.384,0.3908162000006996,0.6225342999987333,True
True,5.759425999998712,50.0,100.0,1,True,0,1.0,[20. 20.],0.384,0.43318360000012035,0.47259889999986626,True
True,1.4694742000010592,50.0,100.0,1,True,90,1.0,[20. 20.],0.384,0.3900078000006033,0.40875749999941036,True
True,2.3237140999990515,50.0,100.0,1,True,0,1.0,[20. 20.],0.256,0.2612422999991395,0.6791637999995146,True
