primeCorrect,primeTime,primeDepth,stimDepth,diopters,nearToFar,orientation,contrast,frequency,requestedLatency,actualLatency,responseTime,correct
True,15.993762199999765,50.0,800.0,2,True,90,1.0,[20. 20.],0.96,0.9638741000089794,0.3878882999997586,True
True,3.0915588999632746,33.0,800.0,3,True,90,1.0,[20. 20.],0.96,0.9660511999391019,0.4257142001297325,True
True,2.1587606999091804,800.0,100.0,1,False,90,1.0,[20. 20.],0.96,0.9669433999806643,0.18352680001407862,True
True,3.1327082000207156,800.0,33.0,3,False,0,1.0,[20. 20.],0.96,0.9633204999845475,0.31683359993621707,True
True,2.2951319999992847,50.0,100.0,1,True,0,1.0,[20. 20.],0.96,0.9675805999431759,0.33270510006695986,True
True,4.357718199957162,100.0,33.0,2,False,0,1.0,[20. 20.],0.96,0.9626639001071453,0.35617000004276633,True
True,4.282646700041369,33.0,33.0,0,True,90,1.0,[20. 20.],0.96,0.9640982998535037,0.2803935999982059,True
True,4.253851499874145,50.0,800.0,2,True,0,1.0,[20. 20.],0.8320000000000001,0.8372726000379771,0.5282890000380576,True
True,3.326236099936068,50.0,50.0,0,True,90,1.0,[20. 20.],0.8320000000000001,0.8364352001808584,0.3162815000396222,True
True,1.7884001999627799,100.0,50.0,1,False,90,1.0,[20. 20.],0.8320000000000001,0.8367956001311541,0.39906750014051795,True
True,2.148015599930659,800.0,33.0,3,False,90,1.0,[20. 20.],0.8320000000000001,0.835026599932462,0.40895409998483956,True
True,2.198283800156787,100.0,800.0,1,True,90,1.0,[20. 20.],0.8320000000000001,0.8360639999154955,0.4271213000174612,True
True,3.809749900130555,100.0,33.0,2,False,0,1.0,[20. 20.],0.8320000000000001,0.8344574000220746,0.3298309000674635,True
True,1.3656727001070976,33.0,800.0,3,True,0,1.0,[20. 20.],0.8320000000000001,0.8357861000113189,0.45768490014597774,True
True,1.949638299876824,100.0,800.0,1,True,0,1.0,[20. 20.],0.704,0.7091318999882787,0.44847699999809265,True
True,2.6193526999559253,50.0,800.0,2,True,0,1.0,[20. 20.],0.704,0.7074359999969602,0.46167010022327304,True
True,5.640596599783748,33.0,800.0,3,True,0,1.0,[20. 20.],0.704,0.7091703999321908,0.46707650017924607,True
True,4.408831199863926,800.0,800.0,0,True,0,1.0,[20. 20.],0.704,0.7086320999078453,0.34458209993317723,True
True,1.6997891999781132,800.0,33.0,3,False,90,1.0,[20. 20.],0.704,0.707374099874869,0.5211739998776466,True
True,1.8426652001217008,800.0,50.0,2,False,0,1.0,[20. 20.],0.704,0.7076916000805795,0.3963772999122739,True
True,4.689694100059569,800.0,100.0,1,False,0,1.0,[20. 20.],0.704,0.7098057998809963,0.39373479993082583,True
True,18.384449600009248,100.0,800.0,1,True,0,1.0,[20. 20.],0.5760000000000001,0.5823101999703795,0.7763808998279274,True
True,22.189158900175244,100.0,50.0,1,False,0,1.0,[20. 20.],0.5760000000000001,0.581535000121221,0.489832199877128,True
True,6.252072599949315,800.0,33.0,3,False,0,1.0,[20. 20.],0.5760000000000001,0.6217720999848098,0.3826842000707984,True
True,2.7499392000027,50.0,800.0,2,True,90,1.0,[20. 20.],0.5760000000000001,0.5812776000238955,0.557951700175181,True
True,5.168801299994811,50.0,50.0,0,True,90,1.0,[20. 20.],0.5760000000000001,0.6017965001519769,0.304305300116539,True
True,2.3024438999127597,100.0,33.0,2,False,0,1.0,[20. 20.],0.5760000000000001,0.5786699000746012,0.3984099000226706,True
True,1.5938187998253852,33.0,800.0,3,True,90,1.0,[20. 20.],0.5760000000000001,0.5808105999603868,0.7059372998774052,True
True,4.1578571000136435,33.0,100.0,2,True,90,1.0,[20. 20.],0.448,0.4549619001336396,0.5382744998205453,True
True,8.070881800027564,50.0,33.0,1,False,0,1.0,[20. 20.],0.448,0.45061279996298254,0.38675489998422563,True
True,1.524825300090015,33.0,33.0,0,True,90,1.0,[20. 20.],0.448,0.4519603999797255,0.2461955000180751,True
True,2.0127981000114232,800.0,50.0,2,False,90,1.0,[20. 20.],0.448,0.456357300048694,0.754495200002566,True
True,3.0608221001457423,50.0,100.0,1,True,90,1.0,[20. 20.],0.448,0.4565572999417782,0.4141671999823302,True
