primeCorrect,primeTime,primeDepth,stimDepth,diopters,nearToFar,orientation,contrast,frequency,requestedLatency,actualLatency,responseTime,correct
True,27.579094887711108,50.0,800.0,2,True,0,1.0,[20. 20.],0.96,0.9636500664055347,0.5157889490947127,True
True,3.6772428760305047,50.0,33.0,1,False,90,1.0,[20. 20.],0.96,0.9612463065423071,0.33108861232176423,True
True,4.40542158158496,100.0,50.0,1,False,90,1.0,[20. 20.],0.96,0.9662450239993632,0.3954159365966916,True
True,1.8356024427339435,100.0,33.0,2,False,0,1.0,[20. 20.],0.96,0.961452167481184,0.25681957183405757,True
True,4.249371934682131,50.0,100.0,1,True,0,1.0,[20. 20.],0.96,0.9673458794131875,0.36201901733875275,True
True,5.73466536635533,100.0,800.0,1,True,0,1.0,[20. 20.],0.96,0.9642858291044831,0.21553279599174857,True
True,3.37509996118024,50.0,800.0,2,True,0,1.0,[20. 20.],0.8320000000000001,0.8954867562279105,0.30395695101469755,True
True,2.304333189036697,50.0,100.0,1,True,90,1.0,[20. 20.],0.8320000000000001,0.8365537417121232,0.35915778996422887,True
True,4.6575336321257055,50.0,33.0,1,False,90,1.0,[20. 20.],0.8320000000000001,0.8345194752328098,0.36493889428675175,True
True,3.26162298489362,100.0,33.0,2,False,0,1.0,[20. 20.],0.8320000000000001,0.83525934163481,0.32405797531828284,True
True,1.5513685182668269,100.0,800.0,1,True,90,1.0,[20. 20.],0.8320000000000001,0.8344552535563707,0.32813178608193994,True
True,4.208125920966268,100.0,50.0,1,False,90,1.0,[20. 20.],0.8320000000000001,0.8368572541512549,0.14301884872838855,True
True,2.027248960919678,100.0,33.0,2,False,0,1.0,[20. 20.],0.704,0.7057706946507096,0.3367043249309063,True
True,2.000541337300092,100.0,50.0,1,False,90,1.0,[20. 20.],0.704,0.7100641480647027,0.29928256710991263,True
True,1.8553495155647397,50.0,800.0,2,True,90,1.0,[20. 20.],0.704,0.7083474700339139,0.6649666065350175,True
True,2.889814446680248,50.0,100.0,1,True,0,1.0,[20. 20.],0.704,0.7361603481695056,0.3730736128054559,True
True,2.1220351457595825,100.0,800.0,1,True,0,1.0,[20. 20.],0.704,0.7089231172576547,0.41139535093680024,True
True,1.3917749607935548,50.0,33.0,1,False,90,1.0,[20. 20.],0.704,0.7054900554940104,0.317194783128798,True
True,2.1268089413642883,50.0,33.0,1,False,90,1.0,[20. 20.],0.5760000000000001,0.5783397727645934,0.3484791391529143,True
True,3.662276929244399,100.0,33.0,2,False,90,1.0,[20. 20.],0.5760000000000001,0.5785450469702482,0.3524077916517854,True
True,1.6108331927098334,50.0,100.0,1,True,0,1.0,[20. 20.],0.5760000000000001,0.5803658277727664,0.3338428037241101,True
True,1.5213694712147117,50.0,800.0,2,True,0,1.0,[20. 20.],0.5760000000000001,0.579712176695466,0.8429368855431676,True
True,7.794825627002865,100.0,50.0,1,False,0,1.0,[20. 20.],0.5760000000000001,0.5815819296985865,0.39864812325686216,True
True,8.366174350958318,100.0,800.0,1,True,90,1.0,[20. 20.],0.5760000000000001,0.5801288825459778,0.34608740266412497,True
True,9.721516095567495,100.0,50.0,1,False,90,1.0,[20. 20.],0.448,0.45207334170117974,0.3795670182444155,True
True,2.0294187078252435,100.0,800.0,1,True,0,1.0,[20. 20.],0.448,0.4525378472171724,0.4342781319282949,True
True,2.8431453853845596,50.0,800.0,2,True,0,1.0,[20. 20.],0.448,0.45244635408744216,1.0291676870547235,True
True,2.2145674214698374,50.0,100.0,1,True,0,1.0,[20. 20.],0.448,0.454506719019264,0.5147130195982754,True
True,2.639678306411952,50.0,33.0,1,False,90,1.0,[20. 20.],0.448,0.4497340968810022,0.2652211459353566,True
True,1.3294986179098487,100.0,33.0,2,False,90,1.0,[20. 20.],0.448,0.4499616576358676,0.9497424541041255,True
True,1.813101471401751,100.0,800.0,1,True,90,1.0,[20. 20.],0.32,0.3234606278128922,0.4694835157133639,True
True,1.2974626659415662,100.0,33.0,2,False,90,1.0,[20. 20.],0.32,0.32254099985584617,2.0718966592103243,False
True,1.9861950250342488,50.0,100.0,1,True,0,1.0,[20. 20.],0.32,0.3271540948189795,0.6844779071398079,True
True,1.3423188640736043,50.0,800.0,2,True,0,1.0,[20. 20.],0.32,0.3246594285592437,1.6618942399509251,True
True,1.203292302787304,100.0,50.0,1,False,0,1.0,[20. 20.],0.32,0.32610162533819675,0.4998837267048657,True
True,2.3210205053910613,50.0,33.0,1,False,0,1.0,[20. 20.],0.32,0.32254393259063363,0.5243453588336706,True
True,2.8908848045393825,100.0,33.0,2,False,0,1.0,[20. 20.],0.384,0.3861337364651263,0.608654354698956,True
True,2.5865255161188543,100.0,50.0,1,False,90,1.0,[20. 20.],0.192,0.19777512224391103,2.590839497745037,False
True,1.9706680937670171,50.0,800.0,2,True,90,1.0,[20. 20.],0.192,0.19523940095677972,1.7341908900998533,False
True,4.2290624105371535,50.0,100.0,1,True,90,1.0,[20. 20.],0.192,0.19609627360478044,1.1703663407824934,True
True,1.6141257886774838,50.0,33.0,1,False,0,1.0,[20. 20.],0.192,0.19395086634904146,0.5269145108759403,True
True,1.7699587251991034,100.0,800.0,1,True,0,1.0,[20. 20.],0.192,0.19666400318965316,0.5811552531085908,True
True,2.363404030445963,50.0,33.0,1,False,90,1.0,[20. 20.],0.064,0.06526366760954261,1.7599348984658718,False
True,6.7236154628917575,100.0,800.0,1,True,90,1.0,[20. 20.],0.064,0.06820641783997416,1.1235969886183739,False
True,1.547042807098478,100.0,33.0,2,False,0,1.0,[20. 20.],0.384,0.3857410759665072,0.5311343595385551,True
True,2.6987409368157387,100.0,50.0,1,False,0,1.0,[20. 20.],0.256,0.2609719727188349,0.7972701480612159,True
True,1.7436126773245633,50.0,800.0,2,True,0,1.0,[20. 20.],0.256,0.2590421033091843,1.405810136348009,True
True,1.8856151257641613,50.0,100.0,1,True,90,1.0,[20. 20.],0.064,0.06989025184884667,1.884411339648068,False
True,3.626484168227762,100.0,33.0,2,False,0,1.0,[20. 20.],0.384,0.3860029471106827,0.5757565451785922,True
True,3.1316258437000215,50.0,800.0,2,True,0,1.0,[20. 20.],0.256,0.29479498229920864,0.8086449708789587,True
True,1.4032703093253076,50.0,100.0,1,True,0,1.0,[20. 20.],0.128,0.13399265380576253,0.6361173875629902,True
True,6.676048473920673,100.0,800.0,1,True,0,1.0,[20. 20.],0.128,0.18443406652659178,0.43110342137515545,True
True,1.5008646440692246,50.0,33.0,1,False,0,1.0,[20. 20.],0.128,0.12988248094916344,0.4709614892490208,True
True,1.6114516542293131,100.0,50.0,1,False,90,1.0,[20. 20.],0.256,0.2620279616676271,0.5971584203653038,True
True,2.1036540251225233,100.0,800.0,1,True,90,1.0,[20. 20.],0.128,0.13115957845002413,0.6644293749704957,True
True,3.2599898828193545,50.0,33.0,1,False,90,1.0,[20. 20.],0.128,0.12998159881681204,0.5519620534032583,True
True,2.292626408394426,50.0,100.0,1,True,0,1.0,[20. 20.],0.128,0.13235896546393633,0.9448842033743858,True
True,4.376913703978062,50.0,800.0,2,True,0,1.0,[20. 20.],0.256,0.2909015198238194,0.9065240500494838,True
True,1.50530178938061,100.0,50.0,1,False,0,1.0,[20. 20.],0.256,0.2616787017323077,0.6069907550700009,True
True,3.3273400142788887,100.0,33.0,2,False,0,1.0,[20. 20.],0.352,0.354030922986567,0.5461237654089928,True
True,2.969004200771451,100.0,50.0,1,False,0,1.0,[20. 20.],0.224,0.2292125541716814,0.6067658336833119,True
True,4.623232626821846,50.0,33.0,1,False,90,1.0,[20. 20.],0.128,0.1297115166671574,0.5244535678066313,True
True,4.7820523008704185,100.0,800.0,1,True,0,1.0,[20. 20.],0.128,0.13056956231594086,0.6757408562116325,True
True,1.5724680540151894,50.0,800.0,2,True,90,1.0,[20. 20.],0.224,0.22837738133966923,1.2978479946032166,False
True,6.740578139666468,50.0,100.0,1,True,0,1.0,[20. 20.],0.128,0.1328744967468083,0.563398752361536,True
True,2.237429968547076,100.0,33.0,2,False,0,1.0,[20. 20.],0.352,0.3534846007823944,0.45038921432569623,True
True,6.600396472495049,100.0,800.0,1,True,0,1.0,[20. 20.],0.096,0.10008988063782454,0.5606372291222215,True
True,2.1995997158810496,100.0,50.0,1,False,90,1.0,[20. 20.],0.224,0.23084800178185105,1.0232446501031518,False
True,2.0767396613955498,50.0,33.0,1,False,90,1.0,[20. 20.],0.096,0.09801631886512041,0.6078854571096599,True
True,2.8944307677447796,50.0,800.0,2,True,90,1.0,[20. 20.],0.24,0.24380724737420678,1.1428731041960418,False
True,4.348065951839089,50.0,100.0,1,True,0,1.0,[20. 20.],0.096,0.10113003384321928,0.694580911193043,True
True,4.874118311330676,100.0,33.0,2,False,0,1.0,[20. 20.],0.352,0.3543728510849178,0.5585724655538797,True
True,6.7084861770272255,50.0,100.0,1,True,90,1.0,[20. 20.],0.096,0.10110481455922127,0.7764738309197128,False
True,3.5378286400809884,100.0,33.0,2,False,0,1.0,[20. 20.],0.32,0.321984120644629,0.5227814638055861,True
True,7.219910998828709,100.0,800.0,1,True,0,1.0,[20. 20.],0.096,0.0988473859615624,0.8208271078765392,True
