primeCorrect,primeTime,primeDepth,stimDepth,diopters,nearToFar,orientation,contrast,frequency,requestedLatency,actualLatency,responseTime,correct
False,32.43989443057217,50.0,33.0,1,False,0,1.0,[20. 20.],0.96,0.9628755965968594,2.693367741187103,True
True,22.232783149927855,800.0,50.0,2,False,0,1.0,[20. 20.],0.96,0.9669244810938835,7.066316136741079,True
True,4.397568968357518,50.0,50.0,0,True,0,1.0,[20. 20.],0.96,0.9668617260176688,0.3820910097565502,True
False,11.019218345638365,800.0,33.0,3,False,0,1.0,[20. 20.],0.96,0.9618416017619893,1.031045651412569,True
True,5.9204469110118225,33.0,800.0,3,True,0,1.0,[20. 20.],0.96,0.9645257068332285,12.804726875503547,True
True,5.462092475965619,50.0,100.0,1,True,90,1.0,[20. 20.],0.96,0.9656998745631427,1.1235195706831291,True
True,5.517604451510124,50.0,800.0,2,True,90,1.0,[20. 20.],0.96,0.9651136704487726,0.9892899716505781,True
True,7.016191139467992,800.0,100.0,1,False,0,1.0,[20. 20.],0.96,0.9670359157025814,0.5839862759457901,True
True,3.793133582104929,33.0,800.0,3,True,0,1.0,[20. 20.],0.8320000000000001,0.8358596218749881,1.065227011218667,True
True,8.084280844195746,800.0,33.0,3,False,0,1.0,[20. 20.],0.96,0.9620404243469238,0.4246446192264557,True
True,12.555031780852005,50.0,50.0,0,True,0,1.0,[20. 20.],0.8320000000000001,0.8351710739079863,4.346426984644495,True
False,8.259248257032596,800.0,50.0,2,False,0,1.0,[20. 20.],0.8320000000000001,0.8370463992469013,0.2144474828382954,True
True,3.998667184729129,33.0,50.0,1,True,90,1.0,[20. 20.],0.8320000000000001,0.8379393415525556,0.3433807174442336,True
True,5.440961562446319,50.0,800.0,2,True,0,1.0,[20. 20.],0.8320000000000001,0.8358478919835761,2.0071672910125926,True
True,7.6738772607641295,33.0,33.0,0,True,0,1.0,[20. 20.],0.704,0.7070436867652461,0.36868778546340764,True
True,4.00955433526542,100.0,33.0,2,False,0,1.0,[20. 20.],0.8320000000000001,0.8339916276745498,0.46550735691562295,True
True,6.620860831462778,800.0,33.0,3,False,90,1.0,[20. 20.],0.8320000000000001,0.8345397096127272,2.5744612654671073,True
True,6.6874147929484025,50.0,800.0,2,True,90,1.0,[20. 20.],0.704,0.7092838133685291,2.2605256482493132,True
True,3.7026220831321552,50.0,33.0,1,False,0,1.0,[20. 20.],0.8320000000000001,0.8332095334772021,0.5550350064877421,True
True,2.932417028932832,33.0,800.0,3,True,0,1.0,[20. 20.],0.704,0.7092524358304217,2.6866145173553377,False
True,10.558063678909093,100.0,800.0,1,True,90,1.0,[20. 20.],0.704,0.7087591914460063,0.8408806257648394,True
True,5.313863184768707,33.0,800.0,3,True,90,1.0,[20. 20.],0.768,0.7708103193435818,1.284347411710769,True
True,8.046426838147454,800.0,800.0,0,True,90,1.0,[20. 20.],0.5760000000000001,0.5798001509392634,0.7672250609612092,True
True,4.965515714487992,33.0,100.0,2,True,90,1.0,[20. 20.],0.5760000000000001,0.5834628270240501,0.6006175817456096,True
True,3.703597135026939,33.0,50.0,1,True,90,1.0,[20. 20.],0.5760000000000001,0.5828311693621799,0.903084829566069,True
True,7.7776782035361975,800.0,33.0,3,False,0,1.0,[20. 20.],0.704,0.7058255317388102,2.4537900192663074,True
True,3.5297294047195464,100.0,50.0,1,False,0,1.0,[20. 20.],0.704,0.7087811852106825,1.8424427615245804,True
True,61.37389676179737,800.0,50.0,2,False,90,1.0,[20. 20.],0.704,0.7104430254548788,0.8907331950031221,True
True,247.69845560588874,33.0,33.0,0,True,0,1.0,[20. 20.],0.448,0.4491983314510435,0.9837710313731804,True
True,12.80505062197335,800.0,50.0,2,False,90,1.0,[20. 20.],0.5760000000000001,0.5811564262257889,2.014444257132709,False
True,2.5802180303726345,33.0,50.0,1,True,0,1.0,[20. 20.],0.448,0.4546724045649171,1.0976342163048685,True
True,6.385995909222402,800.0,33.0,3,False,0,1.0,[20. 20.],0.5760000000000001,0.5767518309876323,1.1892621129518375,True
True,2.6572603242238984,50.0,800.0,2,True,0,1.0,[20. 20.],0.448,0.45236219151411206,1.221502752858214,True
True,10.454266548389569,800.0,100.0,1,False,0,1.0,[20. 20.],0.5760000000000001,0.584588901954703,2.8730256666895,True
True,2.761524893110618,33.0,800.0,3,True,0,1.0,[20. 20.],0.768,0.7715994516620412,0.9952760569285601,True
