primeCorrect,primeTime,primeDepth,stimDepth,diopters,nearToFar,orientation,contrast,frequency,requestedLatency,actualLatency,responseTime,correct
True,24.539323000004515,33.0,800.0,3,True,0,1.0,[20. 20.],0.96,0.9649491000454873,0.5183205001521856,True
True,3.6022163999732584,800.0,33.0,3,False,90,1.0,[20. 20.],0.96,0.962638100143522,0.4079432999715209,True
True,5.808411400066689,33.0,50.0,1,True,90,1.0,[20. 20.],0.96,0.9653407000005245,0.4704609999898821,True
True,1.4534320998936892,50.0,800.0,2,True,0,1.0,[20. 20.],0.96,0.9636092998553067,0.4779718997888267,True
True,1.3985176000278443,50.0,50.0,0,True,0,1.0,[20. 20.],0.96,0.9669713999610394,0.3569627001415938,True
True,1.9123939001001418,50.0,33.0,1,False,0,1.0,[20. 20.],0.96,0.9636153001338243,0.41198550001718104,True
True,3.802252999972552,800.0,50.0,2,False,90,1.0,[20. 20.],0.96,0.9664618000388145,0.35255459998734295,True
True,1.999288400169462,800.0,50.0,2,False,0,1.0,[20. 20.],0.96,1.0036718999035656,0.4330976998899132,True
True,5.9467358000110835,50.0,100.0,1,True,0,1.0,[20. 20.],0.96,0.965220200130716,0.2634282000362873,True
True,11.156507299980149,800.0,100.0,1,False,90,1.0,[20. 20.],0.96,0.9666035000700504,0.45423480006866157,True
True,1.4411118999123573,50.0,50.0,0,True,90,1.0,[20. 20.],0.96,0.9649036000482738,0.12498100008815527,False
