trial,primeCorrect,primeTime,primeDepth,stimDepth,diopters,nearToFar,orientation,contrast,frequency,intensity,requestedLatency,actualLatency,responseTime,correct,caseLabel,caseTrial,trialsAtStep,stepCorrect,expected,w,direction,stepsize,stepChange
1,True,17.161209600046277,800.0,33.0,3,False,90,1.0,[20. 20.],60,0.96,0.9623539999593049,0.781280699884519,True,far_3,1,1,1,0.75,0.5,start,8,0
2,False,1.6790497999172658,50.0,800.0,2,True,0,1.0,[20. 20.],60,0.96,0.9650852999184281,0.32478999998420477,True,near_2,1,1,1,0.75,0.5,start,8,0
