primeCorrect,primeTime,primeDepth,stimDepth,diopters,nearToFar,orientation,contrast,frequency,requestedLatency,actualLatency,responseTime,correct
True,41.53433076944202,800.0,33.0,3,False,0,1.0,[20. 20.],0.96,0.9612732860259712,0.48811946948990226,True
True,3.178628036286682,50.0,800.0,2,True,90,1.0,[20. 20.],0.96,0.9647787804715335,0.4092836668714881,True
True,3.1408235891722143,33.0,50.0,1,True,90,1.0,[20. 20.],0.96,0.965014845598489,0.07346202060580254,True
True,3.8819583146832883,800.0,800.0,0,True,0,1.0,[20. 20.],0.96,0.963227201718837,0.11586959194391966,True
True,1.5424473071470857,800.0,50.0,2,False,90,1.0,[20. 20.],0.96,0.9640743974596262,0.35900412732735276,True
True,1.9471310749650002,100.0,50.0,1,False,0,1.0,[20. 20.],0.96,0.9644940360449255,0.23578601656481624,True
True,2.061421816237271,33.0,800.0,3,True,0,1.0,[20. 20.],0.96,0.9633049126714468,0.41970396554097533,True
True,2.255740122869611,33.0,800.0,3,True,0,1.0,[20. 20.],0.8320000000000001,0.8364194338209927,0.4290709150955081,True
True,6.051458692643791,800.0,50.0,2,False,0,1.0,[20. 20.],0.8320000000000001,0.8375390567816794,0.31115884566679597,True
True,1.10195670183748,50.0,800.0,2,True,0,1.0,[20. 20.],0.8320000000000001,0.8873570230789483,0.3272403101436794,True
True,2.2280498230829835,800.0,100.0,1,False,90,1.0,[20. 20.],0.8320000000000001,0.8359481827355921,0.3558593285270035,True
True,2.033571402542293,800.0,800.0,0,True,0,1.0,[20. 20.],0.8320000000000001,0.8357300059869885,0.1306622289121151,True
True,1.664920859504491,50.0,100.0,1,True,0,1.0,[20. 20.],0.8320000000000001,0.83930822648108,0.2177221905440092,True
True,1.4581119185313582,800.0,33.0,3,False,0,1.0,[20. 20.],0.8320000000000001,0.8339001345448196,0.24177122209221125,True
True,1.6548961531370878,800.0,33.0,3,False,0,1.0,[20. 20.],0.704,0.705985059030354,0.41257010446861386,True
True,2.269131910521537,33.0,33.0,0,True,90,1.0,[20. 20.],0.704,0.7064885669387877,0.34690673975273967,True
True,3.0506525514647365,800.0,100.0,1,False,90,1.0,[20. 20.],0.704,0.7116186595521867,0.29581402195617557,True
True,2.5864463387988508,33.0,800.0,3,True,0,1.0,[20. 20.],0.704,0.7065656911581755,0.5092113809660077,True
True,2.279770093038678,50.0,100.0,1,True,0,1.0,[20. 20.],0.704,0.7108480017632246,0.3057651221752167,True
True,1.509180003311485,100.0,33.0,2,False,90,1.0,[20. 20.],0.704,0.7059246497228742,0.3716284832917154,True
True,1.3825783892534673,50.0,800.0,2,True,90,1.0,[20. 20.],0.704,0.7068624589592218,0.42107783583924174,True
True,1.5719797951169312,800.0,800.0,0,True,90,1.0,[20. 20.],0.5760000000000001,0.5797063112258911,0.28723913663998246,True
True,1.3620327999815345,800.0,100.0,1,False,0,1.0,[20. 20.],0.5760000000000001,0.5802206695079803,0.3783207111991942,True
True,1.1780541483312845,800.0,33.0,3,False,90,1.0,[20. 20.],0.5760000000000001,0.5780034163035452,0.27506609074771404,True
True,2.1112562040798366,33.0,800.0,3,True,0,1.0,[20. 20.],0.5760000000000001,0.5785576561465859,0.7145141973160207,True
True,3.5210800347849727,50.0,100.0,1,True,90,1.0,[20. 20.],0.5760000000000001,0.583381010685116,0.32808691915124655,True
True,1.9206231534481049,50.0,800.0,2,True,0,1.0,[20. 20.],0.5760000000000001,0.5789629258215427,0.8966785185039043,True
True,1.9919309695251286,800.0,50.0,2,False,90,1.0,[20. 20.],0.5760000000000001,0.5816561221145093,0.5031663523986936,True
True,2.41592956148088,800.0,33.0,3,False,0,1.0,[20. 20.],0.448,0.4497097572311759,0.5421232669614255,True
True,5.009386597201228,50.0,800.0,2,True,0,1.0,[20. 20.],0.448,0.4918472464196384,0.7800549841485918,True
True,2.5891888006590307,100.0,800.0,1,True,0,1.0,[20. 20.],0.448,0.451663086656481,0.46421207720413804,True
True,2.986045174766332,100.0,33.0,2,False,0,1.0,[20. 20.],0.448,0.44942530570551753,0.4660217151977122,True
True,5.960792358033359,33.0,33.0,0,True,90,1.0,[20. 20.],0.448,0.4492719369009137,0.37773568043485284,True
True,1.069696120917797,33.0,800.0,3,True,90,1.0,[20. 20.],0.448,0.4502472821623087,1.8848623563535511,True
True,1.4346329625695944,50.0,33.0,1,False,0,1.0,[20. 20.],0.448,0.449599202722311,0.3144353129900992,True
True,2.016990535426885,50.0,100.0,1,True,90,1.0,[20. 20.],0.32,0.3243799624033272,0.5224140230566263,True
True,7.323388781864196,50.0,800.0,2,True,0,1.0,[20. 20.],0.32,0.3240840742364526,1.8536771186627448,True
True,4.212726993020624,33.0,800.0,3,True,0,1.0,[20. 20.],0.32,0.3232691362500191,1.2503443472087383,False
True,1.5695563880726695,800.0,50.0,2,False,0,1.0,[20. 20.],0.32,0.3230292587541044,0.6000310843810439,True
True,1.398953102529049,100.0,100.0,0,True,0,1.0,[20. 20.],0.32,0.3275344385765493,0.3957968666218221,True
True,3.7877445509657264,800.0,100.0,1,False,0,1.0,[20. 20.],0.32,0.3239186820574105,0.4148049526847899,True
True,1.500607171561569,800.0,33.0,3,False,90,1.0,[20. 20.],0.32,0.3688320638611913,0.47218286991119385,True
