trial,primeCorrect,primeTime,primeDepth,stimDepth,extraDepth,driveFrames,nearToFar,diopters,direction,size,intensity,extraLatency,mainLatency,totalLatency,responseTime,correct,caseLabel,caseTrial,trialsAtStep,stepCorrect,expected,w,direction,stepsize,stepChange
1,True,9.723336199996993,800.0,50.0,33.0,10,False,2,start,0.25,60,0.18189210000855383,1.0184528000099817,1.2003449000185356,14.910108199997921,True,near-160,1,1,1,0.625,0.5,start,16,0
2,True,5.585307599991211,800.0,33.0,50.0,0,False,3,start,0.25,60,0,0.9796726999920793,0.9796726999920793,21.864672800002154,True,near-rnd2,1,1,1,0.625,0.5,start,16,0
3,True,5.468526500000735,800.0,100.0,50.0,0,False,1,start,0.25,60,0,1.0043436999985715,1.0043436999985715,28.917655799989006,True,near-rnd3,1,1,1,0.625,0.5,start,16,0
4,True,2.2451860000001034,800.0,50.0,33.0,15,False,2,start,0.25,60,0.25428910000482574,1.0125340999948094,1.266823199999635,32.83261240000138,True,near-240,1,1,1,0.625,0.5,start,16,0
5,True,2.7332912999991095,800.0,33.0,50.0,0,False,3,start,0.25,60,0,0.9754431000037584,0.9754431000037584,37.00934370000323,True,near-rndm,1,1,1,0.625,0.5,start,16,0
6,False,8.530947799998103,800.0,50.0,33.0,5,False,2,start,0.25,60,0.09334370000578929,0.9960045000043465,1.0893482000101358,47.11568940000143,True,near-080,1,1,1,0.625,0.5,start,16,0
7,True,9.465351100006956,800.0,50.0,33.0,0,False,2,start,0.25,60,0,0.9995625000010477,0.9995625000010477,57.91053290000127,True,near-000,1,1,1,0.625,0.5,start,16,0
8,True,3.3731206999946153,800.0,50.0,33.0,0,False,2,start,0.25,60,0,1.0016617000073893,1.0016617000073893,62.70125329999428,True,near-000,2,2,2,1.25,1.0,start,16,0
9,True,4.172904000006383,800.0,50.0,33.0,10,False,2,start,0.25,60,0.17034279998915736,1.0099955999903614,1.1803383999795187,68.44797769999423,True,near-160,2,2,2,1.25,1.0,start,16,0
10,True,4.701923699991312,800.0,50.0,33.0,5,False,2,start,0.25,60,0.09110780000628438,1.0050575000059325,1.096165300012217,74.40292880000197,True,near-080,1,1,1,0.625,0.5,start,16,0
11,True,4.090762399995583,800.0,33.0,50.0,0,False,3,start,0.25,60,0,0.982477999990806,0.982477999990806,79.54502450001019,True,near-rndm,2,2,2,1.25,1.0,start,16,0
12,True,1.935299999997369,800.0,800.0,50.0,0,False,0,start,0.25,60,0,0.9857622999988962,0.9857622999988962,82.84786909999093,True,near-rnd3,2,2,2,1.25,1.0,start,16,0
13,True,2.7391245999897365,800.0,800.0,50.0,0,False,0,start,0.25,60,0,0.9859037999995053,0.9859037999995053,87.056021100012,True,near-rnd2,2,2,2,1.25,1.0,start,16,0
14,True,2.4624197999946773,800.0,50.0,33.0,15,False,2,start,0.25,60,0.24617239998769946,1.011838100006571,1.2580104999942705,91.1859333000175,True,near-240,2,2,2,1.25,1.0,start,16,0
15,True,3.3760808000079123,800.0,50.0,33.0,15,False,2,start,0.25,60,0.2509062000026461,1.0060267000080785,1.2569329000107246,96.18029030000616,True,near-240,3,3,3,1.875,1.0,start,16,0
16,True,2.49852040001133,800.0,800.0,50.0,0,False,0,start,0.25,60,0,0.9895189000089886,0.9895189000089886,100.08157209999627,True,near-rnd3,3,3,3,1.875,1.0,start,16,0
17,True,0.970761799995671,800.0,50.0,33.0,5,False,2,start,0.25,60,0.09013129999220837,1.005384000003687,1.0955152999958955,102.5512136999896,True,near-080,2,2,2,1.25,1.0,start,16,0
18,True,1.8603339999972377,800.0,100.0,50.0,0,False,1,start,0.25,60,0,1.0080916000006255,1.0080916000006255,105.76397470000666,True,near-rndm,3,3,3,1.875,1.0,start,16,0
19,True,6.584911800004193,800.0,50.0,33.0,0,False,2,start,0.25,60,0,1.000009700001101,1.000009700001101,113.73897160000342,True,near-000,3,3,3,1.875,1.0,start,16,0
20,True,2.2842888000013772,800.0,50.0,33.0,10,False,2,start,0.25,60,0.16671560000395402,1.0134480999986408,1.1801637000025949,117.54010949999793,True,near-160,3,3,3,1.875,1.0,start,16,0
21,True,4.964803399998345,800.0,100.0,50.0,0,False,1,start,0.25,60,0,1.0086240999953588,1.0086240999953588,123.72773220001545,True,near-rnd2,3,3,3,1.875,1.0,start,16,0
22,True,1.8477304999978514,800.0,33.0,50.0,0,False,3,down,0.25,44,0,0.7242778000072576,0.7242778000072576,126.74167750000197,True,near-rndm,4,1,1,0.625,0.5,down,16,0
23,True,35.33634860000166,800.0,50.0,33.0,5,False,2,start,0.25,60,0.09012920000532176,1.0006595000013476,1.0907887000066694,164.09918079999625,True,near-080,3,3,3,1.875,1.0,start,16,0
24,True,1.3948116999963531,800.0,50.0,33.0,0,False,2,down,0.25,44,0,0.7489192999928491,0.7489192999928491,166.54848040001525,True,near-000,4,1,1,0.625,0.5,down,16,0
25,True,1.1722333000070648,800.0,50.0,33.0,10,False,2,down,0.25,44,0.18380919999617618,0.7567366000002949,0.940545799996471,169.09441410000727,True,near-160,4,1,1,0.625,0.5,down,16,0
26,True,2.580609700002242,800.0,50.0,33.0,15,False,2,down,0.25,44,0.25399290000495967,0.7443495000043185,0.9983424000092782,173.01137150000432,True,near-240,4,1,1,0.625,0.5,down,16,0
27,True,1.1828213999979198,800.0,100.0,50.0,0,False,1,down,0.25,44,0,0.7479839000006905,0.7479839000006905,175.32196839999233,True,near-rnd3,4,1,1,0.625,0.5,down,16,0
28,True,1.202858600008767,800.0,100.0,50.0,0,False,1,down,0.25,44,0,0.7484693000005791,0.7484693000005791,177.70173220000288,True,near-rnd2,4,1,1,0.625,0.5,down,16,0
29,True,1.773412800001097,800.0,50.0,33.0,5,False,2,down,0.25,44,0.09554629999911413,0.7510643000132404,0.8466106000123546,180.79041109999525,True,near-080,4,1,1,0.625,0.5,down,16,0
30,True,1.7272500999970362,800.0,33.0,50.0,0,False,3,down,0.25,44,0,0.7307830000063404,0.7307830000063404,183.58892480000213,True,near-rnd2,5,2,2,1.25,1.0,down,16,0
