trial,primeCorrect,primeTime,primeDepth,stimDepth,extraDepth,driveFrames,nearToFar,diopters,direction,size,intensity,extraLatency,mainLatency,totalLatency,responseTime,correct,caseLabel,caseTrial,trialsAtStep,stepCorrect,expected,w,direction,stepsize,stepChange
1,True,3.0512771999999586,800.0,50.0,33.0,0,False,2,start,0.25,60,0,1.0061977999998817,1.0061977999998817,0.5660912000000735,True,near-000,1,1,1,0.625,0.5,start,16,0
2,False,7.680169700000079,800.0,50.0,33.0,10,False,2,start,0.25,60,0.17092379999985496,1.0011773999999605,1.1721011999998154,0.45377189999999246,True,near-160,1,1,1,0.625,0.5,start,16,0
3,True,3.2494212999999945,800.0,100.0,50.0,0,False,1,start,0.25,60,0,1.0013085000000501,1.0013085000000501,0.5262495000001763,True,near-rnd2,1,1,1,0.625,0.5,start,16,0
4,True,10.704500899999857,800.0,33.0,50.0,0,False,3,start,0.25,60,0,0.9867740999998205,0.9867740999998205,0.3936145000000124,True,near-rnd3,1,1,1,0.625,0.5,start,16,0
5,True,3.67692390000002,800.0,50.0,33.0,15,False,2,start,0.25,60,0.25113729999998213,1.00141009999993,1.2525473999999122,0.3079389999998057,True,near-240,1,1,1,0.625,0.5,start,16,0
6,True,3.053196200000002,800.0,800.0,50.0,0,False,0,start,0.25,60,0,1.105467100000169,1.105467100000169,5.4002100999998675,True,near-rndm,1,1,1,0.625,0.5,start,16,0
7,True,4.987177400000064,800.0,50.0,33.0,5,False,2,start,0.25,60,0.08835329999988062,1.0007164000001012,1.0890696999999818,2.110302499999989,True,near-080,1,1,1,0.625,0.5,start,16,0
8,True,6.94932289999997,800.0,50.0,33.0,0,False,2,start,0.25,44,0,0.7455630000001747,0.7455630000001747,0.6619377000001805,True,near-000,2,1,1,0.625,1.0,start,16,0
9,True,3.803482199999962,800.0,50.0,33.0,10,False,2,start,0.25,60,0.17164709999997285,1.0079565999999431,1.179603699999916,0.11976870000012241,True,near-160,1,1,1,0.625,0.5,start,16,0
10,True,3.5792575000000397,800.0,800.0,50.0,0,False,0,start,0.25,44,0,0.7308992000000671,0.7308992000000671,0.5498901999999362,True,near-rndm,2,1,1,0.625,1.0,start,16,0
11,True,6.7179621000000225,800.0,33.0,50.0,0,False,3,start,0.25,44,0,0.7285882000001038,0.7285882000001038,0.6434856999999283,True,near-rnd3,2,1,1,0.625,1.0,start,16,0
12,True,6.643785399999842,800.0,50.0,33.0,15,False,2,start,0.25,44,0.254456300000129,0.7556592000000819,1.0101155000002109,0.39815009999983886,True,near-240,2,1,1,0.625,1.0,start,16,0
13,True,3.371958599999971,800.0,50.0,33.0,5,False,2,start,0.25,44,0.08662150000009206,0.7465723000000253,0.8331938000001173,0.32211800000004587,True,near-080,2,1,1,0.625,1.0,start,16,0
14,True,14.32460489999994,800.0,100.0,50.0,0,False,1,start,0.25,44,0,0.7469513999999435,0.7469513999999435,0.3194074000000455,True,near-rnd2,2,1,1,0.625,1.0,start,16,0
15,False,3.3189647000001514,800.0,50.0,33.0,10,False,2,start,0.25,44,0.1686713999999938,0.7460822000000462,0.91475360000004,1.7134516999999505,True,near-160,2,1,1,0.625,1.0,start,16,0
16,True,4.113974399999961,800.0,50.0,33.0,15,False,2,start,0.25,28,0.253543099999888,0.4970484000000397,0.7505914999999277,0.8174337999998897,True,near-240,3,1,1,0.625,1.0,start,16,0
17,True,4.514457499999935,800.0,33.0,50.0,0,False,3,start,0.25,28,0,0.47554079999986243,0.47554079999986243,3.0889372999999978,True,near-rnd3,3,1,1,0.625,1.0,start,16,0
18,True,3.3034009000000424,800.0,50.0,33.0,5,False,2,start,0.25,28,0.09191439999995055,0.5012453000001642,0.5931597000001148,5.501286800000116,False,near-080,3,1,0,0.625,1.0,start,16,0
19,True,4.171125300000085,800.0,800.0,50.0,0,False,0,start,0.25,28,0,0.4774970000000849,0.4774970000000849,1.0527093999999124,True,near-rndm,3,1,1,0.625,1.0,start,16,0
20,True,5.332209299999931,800.0,100.0,50.0,0,False,1,start,0.25,28,0,0.4926546000001508,0.4926546000001508,0.8570823000000019,True,near-rnd2,3,1,1,0.625,1.0,start,16,0
21,False,4.456179499999962,800.0,50.0,33.0,0,False,2,start,0.25,28,0,0.5134802000000036,0.5134802000000036,2.6175428999999895,False,near-000,3,1,0,0.625,1.0,start,16,0
22,False,4.119419899999912,800.0,50.0,33.0,10,False,2,start,0.25,44,0.17019680000021253,0.7563161999999011,0.9265130000001136,0.37242280000009487,True,near-160,2,1,1,0.625,1.0,start,16,0
23,False,3.7514212999999472,800.0,50.0,33.0,5,False,2,up,0.25,44,0.08790799999997034,0.7467772999998488,0.8346852999998191,0.35260730000004514,True,near-080,4,1,1,0.625,0.5,up,16,0
24,True,3.237832600000047,800.0,50.0,33.0,15,False,2,start,0.25,12,0.25055380000003424,0.22996650000004593,0.48052030000008017,1.5244098000000577,True,near-240,4,1,1,0.625,0.5,start,16,0
25,True,2.6281026000001475,800.0,50.0,33.0,0,False,2,start,0.25,28,0,0.48825540000007095,0.48825540000007095,2.365799200000083,True,near-000,3,1,1,0.625,1.0,start,16,0
26,True,4.99396559999991,800.0,100.0,50.0,0,False,1,start,0.25,12,0,0.2398062999998274,0.2398062999998274,1.0801212999999734,True,near-rnd2,4,1,1,0.625,0.5,start,16,0
27,False,4.424533299999894,800.0,800.0,50.0,0,False,0,start,0.25,12,0,0.29318209999996725,0.29318209999996725,0.825049399999898,True,near-rndm,4,1,1,0.625,0.5,start,16,0
28,True,2.759011399999963,800.0,33.0,50.0,0,False,3,start,0.25,12,0,0.21221310000009908,0.21221310000009908,1.1279438999999911,True,near-rnd3,4,1,1,0.625,0.5,start,16,0
29,True,2.3539221000000907,800.0,33.0,50.0,0,False,3,start,0.25,0,0,0.02070840000010321,0.02070840000010321,1.9789068000000043,False,near-rnd3,5,1,0,0.625,0.5,start,16,0
30,False,3.417574100000138,800.0,50.0,33.0,10,False,2,start,0.25,44,0.17042650000007598,0.7519383000001199,0.9223648000001958,0.7260473000001184,True,near-160,2,1,1,0.625,1.0,start,16,0
31,True,4.382297699999981,800.0,50.0,33.0,5,False,2,up,0.25,44,0.08695669999997335,0.7533343000000059,0.8402909999999792,0.3622888999998395,True,near-080,4,1,1,0.625,0.5,up,16,0
32,True,3.893720300000041,800.0,50.0,33.0,0,False,2,start,0.25,12,0,0.23688250000009248,0.23688250000009248,0.9994267000001855,False,near-000,4,1,0,0.625,0.5,start,16,0
33,True,6.7187907,800.0,50.0,33.0,15,False,2,start,0.25,0,0.2537634000000253,0.03864819999989777,0.29241159999992306,0.8312631000001147,False,near-240,5,1,0,0.625,0.5,start,16,0
34,False,7.465462200000047,800.0,800.0,50.0,0,False,0,start,0.25,12,0,0.2170438999999078,0.2170438999999078,0.8420277000000169,True,near-rndm,4,1,1,0.625,0.5,start,16,0
35,False,4.214159800000061,800.0,100.0,50.0,0,False,1,start,0.25,0,0,0.03532900000004702,0.03532900000004702,1.1830165999999736,False,near-rnd2,5,1,0,0.625,0.5,start,16,0
36,False,6.318866200000002,800.0,50.0,33.0,15,False,2,up,0.25,16,0.25143359999992754,0.3054673999999977,0.5569009999999253,1.6862337999998545,False,near-240,6,1,0,0.625,0.5,up,16,0
37,False,5.273586100000102,800.0,50.0,33.0,10,False,2,start,0.25,44,0.17093580000005204,0.7394305000000259,0.9103663000000779,0.731853000000001,True,near-160,2,1,1,0.625,1.0,start,16,0
38,True,3.4713702000001376,800.0,50.0,33.0,0,False,2,up,0.25,28,0,0.4837864000000991,0.4837864000000991,4.533331399999952,False,near-000,5,1,0,0.625,0.5,up,16,0
39,True,3.0062608999999156,800.0,50.0,33.0,5,False,2,up,0.25,44,0.09260109999991073,0.7466385000000173,0.839239599999928,0.4831477000000177,True,near-080,5,2,2,1.25,1.0,up,16,0
40,True,2.654808699999876,800.0,100.0,50.0,0,False,1,start,0.25,0,0,0.03297700000007353,0.03297700000007353,1.8347638000000188,False,near-rnd2,5,1,0,0.625,0.5,start,16,0
41,True,3.131362699999954,800.0,33.0,50.0,0,False,3,up,0.25,16,0,0.2798725000000104,0.2798725000000104,2.2110161999999036,False,near-rnd3,6,1,0,0.625,0.5,up,16,0
42,True,4.852115299999923,800.0,800.0,50.0,0,False,0,start,0.25,12,0,0.22376349999990452,0.22376349999990452,1.3294200999998793,True,near-rndm,4,1,1,0.625,0.5,start,16,0
43,False,4.860267400000112,800.0,50.0,33.0,15,False,2,up,0.25,16,0.24671409999996285,0.3037983000001532,0.550512400000116,0.6966095999998743,True,near-240,6,1,1,0.625,0.5,up,16,0
44,False,2.303642800000034,800.0,100.0,50.0,0,False,1,up,0.25,16,0,0.3000819000001229,0.3000819000001229,0.7709992000000057,True,near-rnd2,6,1,1,0.625,0.5,up,16,0
45,False,3.691564900000003,800.0,50.0,33.0,10,False,2,start,0.25,44,0.16901660000007723,0.7460773999998764,0.9150939999999537,0.405373900000086,True,near-160,2,1,1,0.625,1.0,start,16,0
46,False,8.593649599999935,800.0,50.0,33.0,5,False,2,up,0.25,44,0.09079109999993307,0.7401376999998774,0.8309287999998105,3.653587600000037,False,near-080,6,3,2,1.875,1.0,up,16,0
47,True,10.24683099999993,800.0,50.0,33.0,0,False,2,up,0.25,28,0,0.4816758000001755,0.4816758000001755,0.7957212999999683,True,near-000,6,2,1,1.25,1.0,up,16,0
48,False,8.516564499999959,800.0,800.0,50.0,0,False,0,start,0.25,0,0,0.026471299999911935,0.026471299999911935,2.202377800000022,True,near-rndm,5,1,1,0.625,0.5,start,16,0
49,True,5.751784400000133,800.0,33.0,50.0,0,False,3,up,0.25,16,0,0.2767668000001322,0.2767668000001322,3.6104984999999488,True,near-rnd3,7,2,1,1.25,1.0,up,16,0
50,True,9.724304900000106,800.0,50.0,33.0,0,False,2,up,0.25,28,0,0.4830020000001696,0.4830020000001696,2.188781800000015,True,near-000,7,3,2,1.875,1.0,up,16,0
51,True,2.516208400000096,800.0,50.0,33.0,10,False,2,start,0.25,44,0.1702930000001288,0.7483363000001191,0.9186293000002479,0.33374479999997675,True,near-160,2,1,1,0.625,1.0,start,16,0
52,True,4.54987929999993,800.0,100.0,50.0,0,False,1,up,0.25,16,0,0.2977869000001192,0.2977869000001192,2.1518888000000516,True,near-rnd2,6,1,1,0.625,0.5,up,16,0
53,True,4.863575800000035,800.0,50.0,33.0,15,False,2,up,0.25,16,0.2496697999999924,0.30205099999989216,0.5517207999998845,1.1501855999999862,True,near-240,6,1,1,0.625,0.5,up,16,0
54,True,7.658144900000025,800.0,50.0,33.0,5,False,2,up,0.25,44,0.09084330000018781,0.742764999999963,0.8336083000001508,1.407693899999913,True,near-080,6,3,3,1.875,1.0,up,16,0
55,False,6.543889399999898,800.0,800.0,50.0,0,False,0,start,0.25,0,0,0.025487699999985125,0.025487699999985125,2.2904287999999724,True,near-rndm,5,1,1,0.625,0.5,start,16,0
56,True,2.930605400000104,800.0,33.0,50.0,0,False,3,up,0.25,16,0,0.27906020000000353,0.27906020000000353,1.825689900000043,False,near-rnd3,8,3,1,1.875,1.0,up,16,0
57,True,2.6760801999998876,800.0,100.0,50.0,0,False,1,up,0.25,16,0,0.30802300000004834,0.30802300000004834,0.923135000000002,False,near-rnd2,7,2,1,1.25,1.0,up,16,0
58,True,3.9023999000000913,800.0,800.0,50.0,0,False,0,start,0.25,0,0,0.02532130000008692,0.02532130000008692,1.3581850999999006,False,near-rndm,5,1,0,0.625,0.5,start,16,0
59,False,4.968178099999932,800.0,50.0,33.0,10,False,2,start,0.25,28,0.167436299999963,0.4861787000002096,0.6536150000001726,0.5631947000001674,True,near-160,3,1,1,0.625,1.0,start,16,0
60,True,2.186035899999979,800.0,33.0,50.0,0,False,3,up,0.25,32,0,0.5327740000000176,0.5327740000000176,0.6816142000000127,True,near-rnd3,9,1,1,0.625,0.5,up,16,0
61,True,4.613399599999866,800.0,50.0,33.0,5,False,2,down,0.25,28,0.09230049999996481,0.6340784999999869,0.7263789999999517,0.3405807999999979,True,near-080,7,1,1,0.625,0.5,down,8,0
62,False,3.7784002000000783,800.0,50.0,33.0,15,False,2,up,0.25,16,0.2532229999999345,0.29487440000002607,0.5480973999999605,0.5088097000000289,True,near-240,7,2,2,1.25,1.0,up,16,0
63,True,2.0386475999998765,800.0,50.0,33.0,0,False,2,up,0.25,28,0,0.48205710000002,0.48205710000002,0.6727284000000964,False,near-000,8,4,2,2.5,0.5,up,16,0
64,False,3.1888223000000835,800.0,800.0,50.0,0,False,0,up,0.25,16,0,0.28738589999989017,0.28738589999989017,0.8903788999998596,False,near-rndm,6,1,0,0.625,0.5,up,16,0
65,False,3.0988750000001346,800.0,50.0,33.0,5,False,2,down,0.25,28,0.0864781000000221,0.49446659999989606,0.5809446999999182,0.9503640999998879,True,near-080,8,2,2,1.25,1,down,8,0
66,False,2.932964600000105,800.0,100.0,50.0,0,False,1,up,0.25,16,0,0.3024717000000692,0.3024717000000692,0.6083487999999306,True,near-rnd2,8,3,2,1.875,1.0,up,16,0
67,False,4.116833900000074,800.0,33.0,50.0,0,False,3,up,0.25,32,0,0.5322426999998697,0.5322426999998697,0.801037499999893,False,near-rnd3,10,2,1,1.25,1.0,up,16,0
68,True,11.944303499999933,800.0,50.0,33.0,0,False,2,up,0.25,28,0,0.48660160000008545,0.48660160000008545,0.605657199999996,True,near-000,9,5,3,3.125,0.5,up,16,0
69,True,3.144532500000196,800.0,50.0,33.0,10,False,2,start,0.25,28,0.1742733999999473,0.502183500000001,0.6764568999999483,0.6717026999999689,True,near-160,3,1,1,0.625,1.0,start,16,0
70,True,3.8319910000000164,800.0,50.0,33.0,15,False,2,up,0.25,16,0.2536898000000747,0.29618970000001354,0.5498795000000882,0.7144023999999263,True,near-240,7,2,2,1.25,1.0,up,16,0
71,True,2.971822100000054,800.0,50.0,33.0,10,False,2,start,0.25,12,0.16637050000008458,0.22792099999992388,0.39429150000000845,2.830633200000193,False,near-160,4,1,0,0.625,0.5,start,16,0
72,True,4.620648800000026,800.0,800.0,50.0,0,False,0,up,0.25,16,0,0.2797740999999405,0.2797740999999405,0.8263606999998956,True,near-rndm,6,1,1,0.625,0.5,up,16,0
73,False,13.327316800000062,800.0,50.0,33.0,0,False,2,up,0.25,28,0,0.489368499999955,0.489368499999955,2.0067019999999047,False,near-000,10,6,3,3.75,0.5,up,16,0
74,True,12.485467999999855,800.0,50.0,33.0,15,False,2,up,0.25,16,0.24790319999988242,0.3029295999999704,0.5508327999998528,0.5976263000000017,True,near-240,8,3,3,1.875,1.0,up,16,0
75,True,5.831077499999992,800.0,50.0,33.0,5,False,2,down,0.25,28,0.08803969999985384,0.48813240000004043,0.5761720999998943,1.1414053999999396,False,near-080,8,2,1,1.25,1,down,8,0
76,False,7.632186600000068,800.0,100.0,50.0,0,False,1,up,0.25,16,0,0.29221639999991567,0.29221639999991567,0.9348770999999942,False,near-rnd2,8,3,1,1.875,1.0,up,16,0
77,True,3.894609100000025,800.0,33.0,50.0,0,False,3,up,0.25,32,0,0.5331702999999379,0.5331702999999379,1.2273539000000255,True,near-rnd3,10,2,2,1.25,1.0,up,16,0
