trial,primeCorrect,primeTime,primeDepth,stimDepth,extraDepth,driveFrames,nearToFar,diopters,direction,size,intensity,extraLatency,mainLatency,totalLatency,responseTime,correct,caseLabel,caseTrial,trialsAtStep,stepCorrect,expected,w,direction,stepsize,stepChange
1,True,11.141977700011921,800.0,50.0,33.0,0,False,2,start,0.25,60,0,1.0208444000018062,1.0208444000018062,0.0464780000038445,True,near-000,1,1,1,0.625,0.5,start,16,0
2,True,1.9564278000034392,800.0,50.0,33.0,10,False,2,start,0.25,60,0.16896039999846835,1.0074485999939498,1.176408999992418,0.302663999987999,True,near-160,1,1,1,0.625,0.5,start,16,0
3,True,1.9394725000020117,800.0,50.0,33.0,15,False,2,start,0.25,60,0.2501510000001872,1.0077575000032084,1.2579085000033956,0.17343530000653118,True,near-240,1,1,1,0.625,0.5,start,16,0
4,True,3.5813283000024967,800.0,800.0,50.0,0,False,0,start,0.25,60,0,0.9911596000019927,0.9911596000019927,0.3867080000054557,True,near-rndm,1,1,1,0.625,0.5,start,16,0
5,True,3.1580479000112973,800.0,800.0,50.0,0,False,0,start,0.25,60,0,0.987632799995481,0.987632799995481,0.295942600001581,True,near-rnd3,1,1,1,0.625,0.5,start,16,0
6,True,1.7262291999941226,800.0,800.0,50.0,0,False,0,start,0.25,60,0,0.9930119999917224,0.9930119999917224,0.38429650000762194,True,near-rnd2,1,1,1,0.625,0.5,start,16,0
7,True,1.7732448000024306,800.0,50.0,33.0,5,False,2,start,0.25,60,0.0888039999990724,1.002180600000429,1.0909845999995014,0.3697127999912482,True,near-080,1,1,1,0.625,0.5,start,16,0
8,True,1.7232050000020536,800.0,50.0,33.0,10,False,2,start,0.25,60,0.1709526999911759,1.1044378000078723,1.2753904999990482,0.18164100000285544,True,near-160,2,2,2,1.25,1.0,start,16,0
9,True,1.3823148000083165,800.0,33.0,50.0,0,False,3,start,0.25,60,0,0.9814961999945808,0.9814961999945808,2.379814800005988,True,near-rnd3,2,2,2,1.25,1.0,start,16,0
10,True,3.673773499991512,800.0,33.0,50.0,0,False,3,start,0.25,60,0,0.9850073999987217,0.9850073999987217,0.5016419000021415,True,near-rndm,2,2,2,1.25,1.0,start,16,0
11,True,3.9905200000066543,800.0,50.0,33.0,15,False,2,start,0.25,60,0.2502585999900475,1.007013199996436,1.2572717999864835,0.2528065999940736,True,near-240,2,2,2,1.25,1.0,start,16,0
12,True,1.7112288000062108,800.0,50.0,33.0,5,False,2,start,0.25,60,0.08965100000204984,1.0094447000010405,1.0990957000030903,0.24543179999454878,True,near-080,2,2,2,1.25,1.0,start,16,0
13,True,2.7755705999879865,800.0,100.0,50.0,0,False,1,start,0.25,60,0,1.0048901999980444,1.0048901999980444,0.3202992999868002,True,near-rnd2,2,2,2,1.25,1.0,start,16,0
14,True,1.5772699999943143,800.0,50.0,33.0,0,False,2,start,0.25,60,0,1.0033307999983663,1.0033307999983663,0.2836169000074733,True,near-000,2,2,2,1.25,1.0,start,16,0
15,True,3.513215599989053,800.0,33.0,50.0,0,False,3,start,0.25,60,0,0.9816810999909649,0.9816810999909649,0.3014774000039324,True,near-rnd3,3,3,3,1.875,1.0,start,16,0
16,True,1.256807800004026,800.0,50.0,33.0,0,False,2,start,0.25,60,0,0.9956030000030296,0.9956030000030296,0.22248219999892171,True,near-000,3,3,3,1.875,1.0,start,16,0
17,True,2.3963621000002604,800.0,800.0,50.0,0,False,0,start,0.25,60,0,0.9892469999904279,0.9892469999904279,0.34569339999870863,True,near-rndm,3,3,3,1.875,1.0,start,16,0
18,True,1.4110725999926217,800.0,50.0,33.0,5,False,2,start,0.25,60,0.09062980000453535,1.0086242000106722,1.0992540000152076,0.21426720000454225,True,near-080,3,3,3,1.875,1.0,start,16,0
